Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AAA Technologies,543671,AAATECH,Commercial Services & Supplies,78.20,100.31,26.12,3.53,13.51,14.14,28.58,3.25,1.98,11.33,0.00,11.94,29.59,1.62,7.69,0.00,0.00,6.08,0.00,0.00,0.00,51.38
Adani Green,541450,ADANIGREEN,Power,913.50,148224.17,12268.00,9520.00,77.60,79.28,79.79,11.92,1.41,2.32,6.59,14.61,-10070.00,741.00,1540.00,395.00,101.00,3.51,0.46,-0.87,10.14,56.33
Addictive Learn,,LAWSIKHO,Other Consumer Services,144.95,230.61,74.86,17.47,23.34,23.34,23.63,2.98,0.13,11.53,0.00,13.45,-8.69,3.21,0.28,2.25,0.00,5.93,0.50,-0.87,0.00,67.68
Akums Drugs,544222,AKUMS,Pharmaceuticals & Biotechnology,454.25,7149.62,4123.08,465.43,11.29,11.28,21.70,2.35,0.44,8.64,0.03,17.19,1380.85,89.00,770.30,642.78,680.93,5.73,1.46,-1.53,0.23,52.13
All E Tech,,ALLETEC,IT - Software,310.45,626.93,140.90,30.64,21.75,21.89,21.14,4.34,0.45,17.76,0.00,22.42,138.38,10.73,17.40,4.96,0.00,8.09,0.64,0.18,0.01,50.96
Alphalogic Tech.,542770,,IT - Software,89.97,563.36,65.56,6.80,10.37,8.81,118.60,11.98,2.56,10.16,0.02,11.21,42.62,2.10,7.97,5.12,4.25,1.54,0.00,0.00,0.10,51.35
Artificial Elect,526443,,IT - Software,86.98,147.57,31.77,3.21,10.10,11.49,45.13,4.67,0.26,10.06,0.00,17.78,5.81,1.16,24.73,22.60,0.00,3.03,0.00,0.00,0.00,80.26
Atishay,538713,,IT - Software,120.65,132.49,53.27,9.94,18.66,18.83,17.50,2.73,0.06,13.17,0.09,15.43,14.15,2.47,12.52,2.27,0.17,8.14,0.00,0.00,0.42,51.72
Atlantaa,532759,ATLANTAA,Construction,29.91,243.77,67.22,33.50,49.84,48.06,8.83,1.16,0.30,8.17,1.49,23.14,96.98,13.79,63.52,3.98,90.70,1.06,0.00,0.00,77.59,54.48
Autoline Industr,532797,AUTOIND,Auto Components,69.77,301.23,659.40,65.98,10.01,10.40,18.54,1.97,0.15,3.23,1.88,14.89,-165.13,7.17,126.71,88.73,67.22,9.27,-0.55,0.05,5.57,53.49
Balaxi Pharma,,BALAXI,Pharmaceuticals & Biotechnology,45.85,253.13,297.68,31.29,10.51,11.04,13.41,1.09,-0.70,8.85,0.23,11.61,188.24,-3.64,110.80,16.18,78.48,9.65,0.00,-7.15,2.07,64.03
Beacon Trust.,,BEACON,Capital Markets,59.90,108.21,25.85,7.25,28.05,28.05,19.93,2.41,1.38,13.83,0.00,16.96,5.35,1.30,5.48,0.38,0.00,7.18,0.00,-0.70,0.02,54.62
BEW Engg,,BEWLTD,Industrial Manufacturing,158.90,207.74,134.36,20.40,15.18,15.18,17.08,1.51,0.59,6.31,0.42,11.64,100.97,0.92,40.40,11.26,117.31,7.64,0.00,0.00,2.86,57.77
