Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,121.00,272.26,72.73,19.67,27.05,26.49,17.30,2.86,0.19,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,9.10,3.90,0.95,0.04,57.09
Addictive Learn,,ADDICTIVE,Other Consumer Services,E-Learning,108.00,171.83,75.39,19.62,26.02,30.64,19.71,2.09,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.16,0.32,-1.46,0.00,71.58
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,146.25,826.45,424.71,206.41,48.60,50.53,14.58,3.09,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.64,0.00,0.04,8.53,51.85
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,206.20,416.40,138.34,30.32,21.92,21.99,13.72,2.68,0.29,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,14.64,0.00,-0.90,0.01,63.24
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,63.76,399.21,63.57,7.83,12.32,9.09,81.31,8.04,1.71,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.31,0.00,0.00,0.53,54.99
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,402.20,1414.23,231.46,108.87,47.04,52.57,25.12,2.41,0.26,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.72,0.00,-2.21,0.05,55.30
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),403.00,150.43,26.12,10.73,41.08,42.33,23.14,2.11,-1.37,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.01,0.00,0.08,1.79,55.67
Artificial Elect,526443,,IT - Software,Software Products,139.25,236.25,61.20,15.64,25.56,11.49,18.44,5.63,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.26,-0.01,0.00,0.00,68.40
Atmastco Ltd,,ATMASTCO,Construction,Civil Construction,139.70,345.54,272.00,39.93,14.68,15.37,20.12,2.47,0.24,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.92,-0.36,0.00,2.38,53.56
AVP Infracon,,AVPINFRA,Construction,Civil Construction,119.25,297.88,369.67,74.84,20.25,20.28,6.85,1.87,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,17.11,0.10,-0.03,2.46,54.88
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,121.80,159.23,170.36,21.49,12.61,15.24,12.88,1.10,0.44,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.60,0.00,0.00,3.00,58.71
Bharat Road,540700,BRNL,Construction,Civil Construction,22.38,187.88,342.28,163.37,47.73,20.63,1.04,0.45,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,116.85,0.00,-0.01,2.34,58.47
