Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,238.8,9.57,524.58,279.41,38.05,13.62,10.04,39.78,3.59,2.91,4.11,0.93,11.16,78.54,3.82,57.25,9.24,74.11,4.32,0.0,0.0,4.67,52.99
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,135.05,62.96,303.88,77.23,21.92,28.38,26.49,17.22,3.19,0.19,35.51,0.01,47.28,75.9,2.58,44.68,7.37,0.0,8.81,-0.43,0.19,0.03,52.11
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,171.05,48.48,345.43,138.05,29.53,21.39,21.99,11.43,2.24,0.24,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,21.51,-0.48,-0.21,0.01,64.03
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,54.35,60.43,340.3,52.43,8.54,16.29,9.09,67.54,6.84,1.42,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,2.75,0.0,0.0,0.5,56.88
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,117.9,50.63,326.25,108.21,33.32,30.79,11.49,12.85,7.52,0.07,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,10.53,0.0,0.0,0.0,68.79
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,378.8,41.74,131.85,96.93,27.5,28.37,28.79,13.55,2.46,0.34,10.0,0.34,19.99,3.26,1.28,18.24,4.98,0.0,11.03,0.0,0.0,1.16,63.26
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,95.55,44.58,238.68,369.67,74.84,20.25,20.28,5.46,1.5,0.05,12.64,1.14,30.2,79.37,4.14,85.02,20.02,81.79,19.82,0.08,0.0,2.46,56.17
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,356.42,62.53,2549.83,1423.03,513.97,36.12,33.7,43.45,5.13,1.05,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.27,-0.04,-0.99,5.97,50.42
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,243.95,56.56,616.35,417.47,84.91,20.34,21.3,11.34,2.01,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.0,14.14,-0.75,0.11,0.84,52.15
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,87.1,59.36,380.9,98.56,21.94,22.26,20.29,25.86,5.08,0.89,9.71,0.21,19.89,20.5,1.27,26.86,16.54,29.84,5.45,0.0,0.0,0.74,53.72
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,84.7,46.68,110.75,170.36,21.49,12.61,15.24,8.96,0.78,0.3,6.34,0.44,11.7,109.44,0.7,41.0,31.61,145.07,12.36,0.0,0.0,3.0,59.91
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1388.4,43.73,2307.68,1240.35,189.2,15.25,14.95,16.27,2.0,-1.23,8.99,0.08,11.09,894.53,18.46,483.4,120.28,298.62,8.23,-0.38,0.11,0.47,54.18
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,441.65,66.26,7661.13,1053.1,362.8,34.45,36.67,26.2,6.07,1.45,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,5.3,-0.14,-0.25,0.05,57.05
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,927.15,49.24,5077.23,472.61,160.3,33.92,37.99,38.43,6.07,1.49,14.74,0.01,17.62,432.31,57.89,174.44,62.9,10.71,3.75,0.36,-0.75,0.05,57.21
Cenlub Industrie,522251.0,,INE627F01011,Industrial Manufacturing,Industrial Products,225.0,53.71,104.94,71.71,8.99,12.54,15.85,14.58,1.55,1.75,10.56,0.06,14.72,5.1,2.66,12.05,8.87,8.72,10.54,0.0,0.0,0.4,51.92
Clean Science,543318.0,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,794.45,66.2,8443.16,863.6,368.98,42.73,43.31,31.06,5.37,3.64,19.65,0.0,21.88,468.31,38.94,145.65,69.96,104.64,4.23,-2.62,3.37,0.0,50.35
Cohance Life,543064.0,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,494.15,73.61,18904.52,2489.85,557.53,22.39,31.34,62.97,5.01,-3.89,8.86,0.12,12.67,1177.66,19.24,589.69,313.28,592.88,2.46,0.22,-0.42,1.09,58.47
Concord Enviro,544315.0,CEWATER,INE037Z01029,Other Utilities,Waste Management,330.0,60.93,682.97,558.81,67.98,12.17,15.66,12.26,1.24,0.27,6.98,0.3,12.03,371.38,18.69,179.31,145.7,201.33,10.58,-3.42,1.02,2.05,50.35
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,78.47,52.94,512.95,583.01,153.78,26.38,29.29,10.85,1.21,0.41,9.36,0.58,18.41,303.28,8.11,269.01,22.75,105.25,12.1,1.03,0.0,2.71,58.48
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,171.15,56.02,147.31,142.5,28.16,19.76,19.3,8.34,1.8,0.16,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.92,0.17,0.0,2.23,54.34
Deepak Builders,544276.0,DBEIL,INE0OPA01019,Construction,Civil Construction,83.34,69.27,388.2,542.35,76.68,14.14,19.2,10.67,0.87,0.22,8.16,0.35,19.81,404.62,5.37,100.81,100.4,387.34,13.92,6.85,-0.07,2.02,55.1
Digitide Solutio,544413.0,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,95.4,56.37,1421.55,3012.75,337.2,11.19,14.53,43.73,1.68,,,0.51,15.62,318.52,-60.66,409.33,66.02,0.0,9.08,-0.39,0.06,2.67,65.89
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,138.0,54.78,828.0,753.68,95.12,12.62,14.5,13.98,3.66,0.16,17.86,0.03,28.31,171.07,10.64,92.92,87.09,0.0,9.61,-0.1,-0.58,0.1,61.5
