Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adani Green,541450,ADANIGREEN,Power,957.20,155314.91,12268.00,9520.00,77.60,79.28,83.61,12.49,1.48,2.32,6.59,14.61,-10070.00,741.00,1540.00,395.00,101.00,3.40,0.46,-0.87,10.14,54.24
Addictive Learn,,LAWSIKHO,Other Consumer Services,147.70,234.99,74.86,17.47,23.34,23.34,24.08,3.04,0.13,11.53,0.00,13.45,-8.69,3.21,0.28,2.25,0.00,5.82,0.50,-0.87,0.00,67.07
Akums Drugs,544222,AKUMS,Pharmaceuticals & Biotechnology,480.05,7555.70,4123.08,465.43,11.29,11.28,22.93,2.48,0.47,8.64,0.03,17.19,1380.85,89.00,770.30,642.78,680.93,5.40,1.46,-1.53,0.23,50.51
All E Tech,,ALLETEC,IT - Software,309.90,625.82,140.90,30.64,21.75,21.89,21.10,4.34,0.45,17.76,0.00,22.42,138.38,10.73,17.40,4.96,0.00,8.11,0.64,0.18,0.01,51.04
Alphalogic Tech.,542770,,IT - Software,88.00,551.03,65.56,6.80,10.37,8.81,116.01,11.72,2.51,10.16,0.02,11.21,42.62,2.10,7.97,5.12,4.25,1.58,0.00,0.00,0.10,54.57
Apollo Finvest,512437,,Finance,520.75,194.34,28.08,11.18,39.81,42.33,27.10,2.89,-1.60,8.09,0.45,11.44,0.55,2.15,0.00,0.72,0.00,5.66,0.00,0.00,2.46,50.36
Arham Tech,,ARHAM,Consumer Durables,89.00,150.59,69.89,12.68,18.14,18.14,20.69,4.83,,12.33,0.83,26.43,24.06,0.20,15.53,8.42,42.24,6.67,0.00,0.00,2.21,51.37
Artificial Elect,526443,,IT - Software,91.96,156.02,31.77,3.21,10.10,11.49,47.71,4.94,0.27,10.06,0.00,17.78,5.81,1.16,24.73,22.60,0.00,2.86,0.00,0.00,0.00,79.13
Atlantaa,532759,ATLANTAA,Construction,32.55,265.28,67.22,33.50,49.84,48.06,9.61,1.26,0.33,8.17,1.49,23.14,96.98,13.79,63.52,3.98,90.70,1.00,0.00,0.00,77.59,50.46
Autoline Industr,532797,AUTOIND,Auto Components,73.74,318.38,659.40,65.98,10.01,10.40,19.59,2.08,0.16,3.23,1.88,14.89,-165.13,7.17,126.71,88.73,67.22,8.99,-0.55,0.05,5.57,53.03
Bajaj Steel Inds,507944,,Industrial Manufacturing,481.60,1001.73,551.30,83.81,15.20,15.90,17.70,2.59,0.85,11.01,0.17,17.87,167.20,11.29,47.49,71.18,152.94,8.04,-0.07,0.08,0.82,51.26
