Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,11.07,52.1,707.16,256.21,38.07,14.86,14.86,36.52,4.18,0.76,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,4.57,0.01,0.66,2.42,0.04,53.01
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,117.66,39.62,246.46,92.01,17.69,19.23,19.23,36.25,5.07,4.54,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.18,0.0,0.0,1.98,0.52,54.4
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,220.35,44.17,483.97,298.68,39.85,13.34,13.34,36.53,3.18,0.41,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.55,0.0,0.0,5.12,0.0,56.62
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,98.51,35.99,221.65,84.77,24.5,28.9,28.9,11.07,2.09,0.29,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,13.09,-0.43,0.19,0.1,0.0,65.07
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,73.45,44.52,126.48,118.21,12.04,10.19,10.19,17.74,2.52,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.89,0.0,0.0,2.18,0.0,52.8
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,136.85,40.45,276.37,137.87,24.6,17.84,17.84,10.33,1.65,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.84,-0.48,-0.21,0.01,1.1,63.92
Almondz Global,531400.0,ALMONDZ,INE326B01035,Capital Markets,Stockbroking & Allied,12.91,40.71,225.8,173.54,25.31,14.58,14.58,7.87,0.84,0.35,7.82,0.18,11.25,94.43,17.79,54.13,9.15,0.0,13.97,0.12,-0.04,1.32,0.0,51.47
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,45.98,38.67,287.89,50.55,8.77,17.35,17.35,57.7,5.53,4.24,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.23,0.0,0.0,4.28,0.0,58.18
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",47.75,39.09,118.65,138.56,16.46,11.88,11.88,11.28,1.69,0.2,7.68,0.59,16.2,48.59,1.54,39.05,40.07,57.56,10.41,0.0,0.0,2.54,0.0,50.16
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,562.5,52.57,695.38,239.64,35.66,14.88,14.88,31.09,5.79,0.62,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.1,0.0,0.0,0.0,0.26,51.0
