Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,80.33,28.95,144.09,35.27,6.43,18.23,19.83,19.16,1.45,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,13.81,0.05,0.00,0.00,64.58
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,52.20,38.23,106.49,102.93,19.42,18.87,22.72,8.29,1.20,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,16.81,-1.40,0.94,0.26,59.53
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,537.35,32.67,20557.25,2252.45,579.88,25.74,31.34,59.84,5.43,-3.69,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.27,9.41,-0.72,0.95,59.54
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,211.22,42.18,1493.03,278.28,165.75,59.56,58.51,13.31,4.82,0.20,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.28,0.05,-0.06,0.03,50.56
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,789.30,50.07,384.44,237.35,34.83,14.67,14.74,19.32,4.49,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.40,0.00,0.00,1.09,51.25
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,161.95,52.25,139.38,142.50,28.16,19.76,19.30,7.90,1.71,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.98,1.51,-0.77,2.23,56.79
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,69.04,50.53,237.34,91.57,18.14,19.81,21.84,31.56,3.21,1.07,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,4.72,-0.03,-0.16,1.36,62.14
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,122.70,62.31,168.67,347.25,49.12,14.15,13.61,7.38,0.86,0.07,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,17.13,0.00,-0.05,2.98,68.68
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services",7.47,42.79,2716.73,522.18,64.87,12.42,24.74,50.25,3.14,111.67,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.67,0.01,-2.09,0.51,59.07
Eco Recyc.,530643,,Other Utilities,Waste Management,456.40,40.15,880.70,43.35,25.83,59.58,70.66,42.96,8.70,0.30,23.12,0.07,84.05,43.87,3.71,12.82,2.05,10.66,3.25,-0.04,-0.02,0.24,54.27
Emerald Finance,538882,,Finance,Non Banking Financial Company (NBFC),80.91,57.64,279.47,25.78,18.89,73.27,70.34,23.45,3.08,0.44,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,6.52,0.00,-4.22,0.79,51.74
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,428.55,41.15,2379.77,926.49,226.20,24.41,26.31,14.58,2.29,0.44,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.50,-0.05,-0.02,0.72,51.79
Espire Hospi,532016,,Leisure Services,Hotels & Resorts,276.35,51.43,412.39,132.43,21.88,16.52,18.80,137.46,10.53,0.37,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,2.81,0.00,0.00,8.47,55.43
Forbes Precision,544186,,Industrial Manufacturing,Industrial Products,141.30,23.36,729.03,239.03,52.92,22.14,22.01,25.43,4.78,,12.65,0.13,18.84,48.07,3.78,29.79,30.51,37.76,5.68,-0.02,0.01,0.46,52.88
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,164.55,46.49,255.95,219.39,35.57,16.21,16.21,14.86,1.60,0.87,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,12.95,0.12,-0.09,0.37,64.07
Galaxy Bearings,526073,,Industrial Products,Abrasives & Bearings,490.05,15.72,155.84,77.52,10.95,14.13,18.52,25.51,1.45,26.30,9.88,0.25,13.63,66.43,1.11,39.33,7.02,23.50,5.61,0.00,0.00,2.59,56.44
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,168.65,54.12,880.98,503.95,88.45,17.55,17.55,21.49,1.94,1.10,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,8.35,,,1.74,51.76
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,439.45,50.19,1835.59,331.07,151.83,45.86,46.00,31.25,2.68,-9.44,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.16,-0.04,-0.15,1.51,58.35
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,26.86,37.45,103.27,1451.84,329.58,22.70,23.86,1.01,0.17,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.14,0.14,4.25,4.66,96.63
GLEN Industries,544444,,Industrial Products,Packaging,80.15,53.70,192.85,182.08,41.87,23.00,24.24,10.70,1.40,0.15,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,13.44,,,3.33,51.38
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,472.75,37.05,2553.27,866.54,267.57,30.88,31.95,28.93,3.44,0.75,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.67,0.43,-1.08,3.25,54.02
GRP,509152,GRPLTD,Industrial Products,Rubber,1692.70,36.67,902.77,548.71,66.04,12.04,12.51,32.78,4.98,0.47,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.65,-0.38,-0.01,3.96,52.11
Indian Emuls,,IEML,Chemicals & Petrochemicals,Specialty Chemicals,88.95,36.55,163.08,126.71,24.47,19.31,19.38,9.83,1.76,0.02,14.67,0.35,24.08,64.26,0.52,58.94,10.77,28.01,11.88,1.81,-0.06,1.43,57.53
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,1550.60,39.53,1646.74,730.19,99.87,13.68,13.83,19.56,5.07,0.27,15.50,0.04,25.66,253.35,18.51,153.74,82.34,169.01,7.28,0.19,0.01,0.10,59.12
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,Other Agricultural Products,123.59,46.45,247.82,118.56,19.75,16.66,18.24,14.68,2.86,0.32,17.85,0.32,23.03,77.75,0.17,33.39,1.10,60.87,6.84,0.00,0.00,1.47,64.69
Insolation Ener,543620,,Power,Power Generation,138.40,47.41,3050.26,1498.48,182.38,12.17,12.09,21.04,4.43,0.13,22.76,0.37,34.87,206.93,20.69,237.65,139.18,181.77,6.02,0.13,-0.15,1.36,62.98
Kamdhenu,532741,KAMDHENU,Industrial Products,Iron & Steel Products,23.20,35.09,653.97,759.70,89.21,11.74,10.09,9.39,1.80,0.30,18.66,0.00,21.99,276.67,10.28,52.44,20.22,10.53,14.83,-0.32,-1.91,0.01,55.94
Kay Cee,,KCEIL,Construction,Civil Construction,148.25,36.04,181.22,198.15,34.55,17.44,17.78,8.53,1.94,0.11,12.27,0.59,32.11,89.54,0.69,38.27,24.25,37.76,15.97,-9.48,-0.81,1.56,63.70
Kaytex Fabrics,,KAYTEX,Textiles & Apparels,Garments & Apparels,71.50,32.90,105.10,157.63,31.13,19.75,20.01,5.89,0.98,0.09,15.31,0.40,40.49,93.42,1.04,49.83,20.26,54.31,24.24,,,1.55,54.43
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,Pharmaceuticals,30.80,47.41,145.72,125.92,18.23,14.48,17.03,17.81,12.58,0.27,9.10,3.11,186.78,-6.20,1.38,28.18,47.87,34.65,8.84,0.00,0.00,2.26,64.54
Kore Digital,,KDL,Telecom - Services,Telecom - Infrastructure,177.20,53.94,213.07,493.81,72.86,14.75,14.49,4.40,1.63,,16.13,0.05,35.48,72.22,0.11,224.09,151.17,13.59,30.09,-0.14,0.00,0.10,72.21
Lakshya Powertec,,LAKSHYA,Construction,Civil Construction,124.50,51.23,125.54,182.10,23.29,12.79,14.15,8.22,1.25,0.06,13.54,0.57,25.41,92.16,1.16,60.13,22.83,55.87,13.27,-1.44,-0.19,2.43,63.80
Laxmi Dental,544339,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies,259.50,38.36,1426.27,260.21,42.08,16.17,17.84,55.37,6.22,0.79,12.31,0.04,21.88,91.80,6.74,42.24,8.91,19.09,2.33,-2.45,-1.20,0.27,55.57
Magellanic Cloud,538891,MCLOUD,IT - Software,Computers - Software & Consulting,26.25,30.24,1546.30,636.17,211.53,33.25,34.26,14.42,2.65,0.28,12.17,0.47,22.23,180.08,4.68,293.79,39.80,18.55,9.74,0.00,0.04,1.57,75.10
Man Infra,533169,MANINFRA,Construction,Civil Construction,129.14,45.37,5212.95,867.78,244.55,28.18,27.13,19.20,2.38,2.03,14.42,0.01,17.49,1867.29,160.27,55.80,51.16,576.26,8.27,-0.09,0.93,0.08,50.86
Manoj Ceramic,544073,,Consumer Durables,Ceramics,100.00,47.95,137.07,179.73,24.48,13.62,13.76,11.22,0.97,0.09,7.31,0.45,16.23,139.71,0.23,99.55,16.61,58.93,12.80,0.00,2.82,2.39,56.23
Maxposure,,MAXPOSURE,Entertainment,Media & Entertainment,48.15,47.20,109.50,77.69,11.01,14.17,16.94,12.78,1.53,,9.76,0.12,12.87,27.13,0.77,21.70,4.47,0.95,10.36,-0.65,-0.91,0.81,53.23
Mazda,523792,MAZDA,Industrial Manufacturing,Industrial Products,213.35,34.41,427.23,200.77,32.27,16.07,15.50,16.77,1.82,3.13,9.84,0.00,11.24,159.49,6.21,39.83,29.53,66.81,8.23,0.00,-0.07,0.00,50.25
Mehai Technology,540730,,Commercial Services & Supplies,Trading & Distributors,1.62,26.85,120.05,147.63,17.41,11.79,11.09,13.03,0.85,0.06,7.49,0.36,10.63,52.89,0.65,34.28,5.74,23.67,10.44,0.00,0.00,2.97,91.59
Meta Infotech,544441,,IT - Services,IT Enabled Services,112.15,32.79,211.75,218.82,25.11,11.48,11.48,15.72,2.91,0.22,23.82,0.44,42.60,44.02,-1.11,198.77,142.72,23.43,10.13,,,1.35,55.14
Monarch Surve.,544453,,Commercial Services & Supplies,Consulting Services,210.00,34.47,297.28,176.64,57.92,32.79,33.16,7.53,1.42,0.08,27.84,0.06,38.11,48.37,2.43,52.99,8.66,0.00,18.42,,,0.24,51.72
Motisons Jewel,544053,MOTISONS,Consumer Durables,"Gems, Jewellery And Watches",15.47,34.59,1523.58,441.57,83.55,18.92,14.81,27.26,3.44,0.63,8.78,0.12,11.64,443.67,0.22,1.81,20.92,498.11,5.24,0.00,-0.02,0.67,50.08
Network People,544396,NPST,IT - Services,IT Enabled Services,1351.50,26.11,2817.97,127.89,38.81,30.35,34.73,100.00,6.76,0.47,40.09,0.02,56.01,368.93,7.23,58.80,19.63,0.07,1.57,9.38,0.08,0.18,50.68
Newgen Software,540900,NEWGEN,IT - Software,Computers - Software & Consulting,838.70,40.55,11936.19,1532.45,392.92,25.64,25.30,36.30,7.46,1.54,16.52,0.03,22.50,1287.10,65.11,514.75,64.27,0.00,3.65,0.12,-1.52,0.12,53.38
Owais Metal,,OWAIS,Ferrous Metals,Ferro & Silica Manganese,270.00,27.04,490.92,230.90,66.74,28.90,30.93,9.73,3.59,,34.54,0.21,55.32,108.67,-2.02,116.08,21.13,45.25,12.71,-0.05,-0.02,0.43,77.94
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,104.03,55.94,128.01,98.42,13.48,13.70,19.31,13.21,1.20,1.21,11.38,0.00,13.62,44.92,3.38,17.63,9.02,5.28,14.01,0.00,0.00,0.00,52.71
PC Jeweller,534809,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches",9.28,25.56,6800.84,2888.63,562.32,19.47,17.65,11.07,0.93,0.21,7.38,0.22,12.68,6502.94,197.72,1002.07,14.80,6913.32,8.95,-0.84,1.54,2.15,52.77
Prakash Pipes,542684,PPL,Industrial Products,Plastic Products - Industrial,241.79,41.92,578.32,759.86,85.02,11.19,15.56,10.90,1.26,0.52,15.49,0.03,20.50,319.07,5.07,88.63,41.48,76.80,22.02,0.00,-0.46,0.16,52.68
Premier Polyfilm,514354,PREMIERPOL,Industrial Products,Plastic Products - Industrial,40.05,39.98,419.49,272.69,41.32,15.15,14.29,15.97,3.18,0.41,17.57,0.00,24.45,69.94,0.00,34.05,9.55,31.53,8.76,0.00,-0.02,0.00,53.20
Pudumjee Paper,539785,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,94.09,32.38,893.38,787.35,111.25,14.13,15.43,9.75,1.41,0.35,12.18,0.02,16.74,311.89,28.23,78.26,65.18,143.40,14.14,0.00,-0.17,0.09,53.83
Rainbow Foundat.,531694,,Realty,"Residential, Commercial Projects",49.98,26.54,247.99,176.16,43.93,24.94,25.31,31.43,3.00,0.17,1.18,6.99,10.51,77.50,0.97,71.69,55.48,642.45,5.43,0.00,0.00,12.99,64.08
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products,61.78,29.17,1103.86,323.30,67.20,20.79,18.37,20.48,3.37,0.56,13.72,0.05,26.12,101.69,8.12,21.93,49.89,141.68,7.18,2.10,2.22,0.25,74.78
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",490.95,46.26,3268.44,565.18,61.03,10.80,10.80,45.21,2.43,,1.65,0.42,72.31,2674.02,2.12,103.10,520.26,2367.27,1.69,-1.84,-4.33,9.25,53.47
Refex Industries,532884,REFEX,Chemicals & Petrochemicals,Industrial Gases,262.70,33.57,3602.39,2136.51,222.99,10.44,8.50,20.55,2.69,,12.19,0.14,18.91,1090.70,38.19,583.37,204.11,59.97,7.31,-0.02,-0.26,0.70,50.81
Regaal Resources,544485,REGAAL,Agricultural Food & other Products,Other Agricultural Products,70.86,34.13,727.90,915.16,112.79,12.32,12.32,14.19,1.59,0.64,6.59,1.09,25.21,135.60,2.42,19.95,83.79,106.60,9.76,,,4.92,51.37
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products,702.45,28.69,215.44,151.89,17.93,11.80,16.82,20.62,1.69,1.15,8.49,0.42,17.37,74.03,11.94,7.97,22.77,63.33,10.30,0.00,0.00,1.94,68.00
RMC Switchgears,540358,,Electrical Equipment,Other Electrical Equipment,439.70,38.79,462.86,406.48,65.97,16.23,16.67,11.39,3.66,0.04,14.83,0.59,37.54,94.01,1.85,91.50,56.81,28.22,12.15,0.21,-0.22,1.16,61.09
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,Trading & Distributors,264.50,78.05,241.95,83.60,13.72,16.41,19.01,32.92,4.93,0.14,11.52,0.21,14.40,28.01,0.12,12.70,2.43,28.11,4.20,0.00,0.00,0.91,53.40
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,697.80,50.06,4395.97,4529.04,481.56,10.63,11.56,14.98,1.74,0.58,9.55,0.01,14.48,1651.09,-101.73,968.51,595.32,0.00,13.37,-0.67,-0.62,0.05,51.86
Sahana Systems,,SAHANA,IT - Services,IT Enabled Services,900.35,34.89,795.65,228.97,74.35,32.47,33.58,12.60,3.94,,22.79,0.07,30.52,156.48,5.85,72.23,25.65,1.99,9.86,0.04,-0.04,0.18,56.29
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment,79.30,43.30,191.24,133.07,17.08,12.84,14.22,17.20,1.62,0.19,11.33,0.04,16.12,101.77,1.37,41.99,14.53,61.61,9.31,-2.07,-0.21,0.27,67.96
Shradha Infrapr.,,SHRADHA,Realty,"Residential, Commercial Projects",39.92,42.21,323.34,110.26,31.41,28.49,26.77,16.39,2.02,0.11,5.41,1.15,12.73,198.07,10.88,46.80,11.86,240.37,8.29,0.00,0.00,4.83,55.20
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,437.90,43.98,562.16,106.47,36.71,34.48,36.10,27.50,3.66,1.43,12.53,0.24,17.01,63.74,4.35,24.57,9.51,22.14,5.29,0.00,0.00,1.21,53.91
Silicon Rental,543615,,Commercial Services & Supplies,Diversified Commercial Services,119.00,30.55,135.89,108.68,42.58,39.18,44.34,12.93,1.30,1.80,12.98,0.04,15.26,56.67,0.63,31.41,0.00,0.54,13.79,0.00,0.00,0.30,58.00
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,276.50,47.32,1000.50,860.63,91.00,10.57,10.72,23.95,1.89,0.74,7.77,0.32,12.28,203.30,23.11,94.13,61.30,145.32,6.35,-0.70,0.10,2.52,55.37
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",241.55,36.07,1153.97,583.36,190.23,32.61,36.91,12.46,1.21,0.22,6.53,0.57,13.98,1398.64,4.19,67.73,46.18,909.27,11.38,-0.52,-0.48,2.89,62.72
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects",37.01,61.60,641.81,66.58,26.29,39.49,39.83,31.76,7.82,0.74,6.81,0.79,16.75,107.45,2.01,14.48,22.01,142.57,3.88,0.00,0.00,2.39,73.55
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,597.90,33.97,669.03,202.71,121.27,59.82,57.19,18.08,1.54,-26.99,6.90,0.54,11.61,94.76,4.41,60.89,19.57,7.16,8.07,-0.08,-1.80,3.24,68.36
Swastika Investm,530585,,Capital Markets,Stockbroking & Allied,75.00,39.59,150.74,115.91,24.91,21.49,25.21,11.65,1.15,0.46,5.64,0.18,20.72,60.91,0.67,28.38,249.65,2.72,-36.75,0.00,0.00,0.97,64.71
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,288.60,47.11,8662.79,2225.20,355.78,15.99,16.24,34.98,6.44,0.24,12.75,0.27,23.45,814.58,53.37,527.05,320.01,632.40,4.28,-0.09,0.27,0.97,55.62
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products,89.45,55.82,162.43,254.32,28.91,11.37,11.26,9.92,1.45,,9.68,0.78,18.90,88.97,1.88,59.95,0.74,73.03,11.93,-0.61,-0.02,3.13,53.80
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting,355.55,51.84,614.43,119.00,29.45,24.75,24.53,31.64,9.07,0.20,12.09,0.26,21.96,69.84,0.73,51.06,10.04,2.31,4.71,-2.34,-0.18,0.61,78.71
Trust Fintech,,TRUST,IT - Software,Software Products,49.00,41.41,116.74,34.86,9.86,28.28,31.32,14.34,1.02,0.16,10.55,0.00,11.57,69.88,4.07,20.23,1.50,0.77,10.13,-0.71,-0.01,0.00,71.76
Tuticorin Alkali,506808,,Chemicals & Petrochemicals,Commodity Chemicals,52.11,43.56,634.89,318.90,70.52,22.11,20.06,20.11,3.96,0.41,9.44,0.59,40.21,-90.54,3.39,19.98,87.75,69.93,9.01,0.00,0.08,1.43,51.62
Twamev Constr.,532738,TICL,Construction,Civil Construction,23.38,30.22,362.39,88.91,30.16,33.92,33.14,3.59,1.18,0.02,14.59,1.14,36.37,-184.68,35.52,48.65,13.46,33.18,15.34,-0.01,0.00,3.24,60.53
Upsurge Invest.,531390,,Finance,Non Banking Financial Company (NBFC),68.01,38.12,136.51,99.66,12.70,12.74,17.58,12.77,1.21,0.68,19.53,0.23,20.45,64.89,2.20,0.17,0.00,32.89,11.17,0.00,0.00,1.75,63.31
Urban Enviro,,URBAN,Other Utilities,Waste Management,151.35,49.41,131.07,155.77,25.69,16.49,17.76,11.18,3.20,0.13,13.12,0.71,38.31,36.95,0.65,52.25,5.23,0.00,11.81,0.00,-0.02,1.55,56.36
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,578.80,38.90,14063.28,1423.06,639.31,44.93,46.35,36.49,8.17,4.87,14.35,0.27,22.26,990.30,90.20,643.38,59.97,186.48,3.92,-0.15,-0.12,0.81,55.57
Vertoz,,VERTOZ,Media,Advertising & Media Agencies,74.12,55.44,631.72,274.13,41.09,14.99,15.00,23.06,2.76,0.39,10.65,0.08,13.99,108.61,6.36,56.03,37.23,0.00,5.19,0.00,-0.62,0.55,51.30
Wendt India,505412,WENDT,Industrial Products,Abrasives & Bearings,7962.50,43.32,1592.50,237.75,43.33,18.23,22.73,57.72,6.41,5.81,12.37,0.00,15.11,134.84,7.03,51.93,24.28,45.31,2.40,0.46,-0.54,0.01,54.24
Winsol Engineers,,WINSOL,Construction,Civil Construction,156.35,37.05,180.35,134.88,19.23,14.26,15.26,14.89,3.24,0.13,18.35,0.54,34.46,40.35,0.08,40.31,15.73,36.17,9.00,0.00,-0.03,1.59,51.14
