Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,123.25,277.33,72.73,19.67,27.05,26.49,17.62,2.92,0.20,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.91,3.90,0.95,0.04,56.29
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,107.30,170.71,75.39,19.62,26.02,30.64,19.58,2.08,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.21,0.32,-1.46,0.00,72.56
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,149.50,844.81,424.71,206.41,48.60,50.53,14.91,3.16,0.36,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.52,0.00,0.04,8.53,50.78
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,216.60,437.41,138.34,30.32,21.92,21.99,14.41,2.82,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.61,0.00,-0.90,0.01,63.41
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,64.90,406.35,63.57,7.83,12.32,9.09,82.76,8.18,1.74,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.27,0.00,0.00,0.53,54.28
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,428.95,1508.29,231.46,108.87,47.04,52.57,26.79,2.57,0.28,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.34,0.00,-2.21,0.05,52.34
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),419.85,156.72,26.12,10.73,41.08,42.33,24.11,2.19,-1.42,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.76,0.00,0.08,1.79,53.81
Artificial Elect,526443,,IT - Software,Software Products,145.10,246.17,61.20,15.64,25.56,11.49,19.22,5.87,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.96,-0.01,0.00,0.00,67.07
Atmastco Ltd,,ATMASTCO,Construction,Civil Construction,149.40,369.54,272.00,39.93,14.68,15.37,21.52,2.64,0.26,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.43,-0.36,0.00,2.38,50.33
AVP Infracon,,AVPINFRA,Construction,Civil Construction,123.05,307.37,369.67,74.84,20.25,20.28,7.06,1.93,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.74,0.10,-0.03,2.46,53.44
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,122.65,160.34,170.36,21.49,12.61,15.24,12.97,1.11,0.44,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.55,0.00,0.00,3.00,58.42
Bharat Road,540700,BRNL,Construction,Civil Construction,23.03,193.34,342.28,163.37,47.73,20.63,1.08,0.47,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,112.97,0.00,-0.01,2.34,57.26
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.23,148.55,98.60,12.41,12.59,10.48,22.14,1.85,1.50,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.74,-0.01,0.06,1.96,53.66
C2C Advanced,,C2C,Aerospace & Defense,Aerospace & Defense,475.95,807.61,137.99,57.18,41.44,36.01,18.88,3.58,0.13,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,6.85,-1.86,-0.06,0.82,50.11
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,108.00,263.81,102.21,26.33,25.76,29.80,9.80,1.54,0.76,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.47,-0.87,-1.50,0.00,60.58
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,923.90,1648.34,574.23,113.89,19.83,19.19,16.98,3.53,0.19,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,8.30,0.03,-0.11,0.58,56.11
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,227.95,106.29,72.49,10.06,13.88,15.85,13.19,1.56,1.59,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,11.07,0.00,0.00,0.36,59.29
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,81.67,146.49,35.27,6.43,18.23,19.83,19.48,1.47,0.14,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,13.40,0.05,0.00,0.00,67.59
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,56.35,114.95,102.93,19.42,18.87,22.72,8.95,1.30,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,15.62,-1.40,0.94,0.26,56.32
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,530.30,20287.54,2252.45,579.88,25.74,31.34,59.06,5.36,-3.65,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.30,9.41,-0.72,0.95,60.07
Credo Brands,544058,MUFTI,Retailing,Speciality Retail,96.97,633.89,592.40,167.91,28.34,29.29,11.06,1.52,0.42,9.36,0.58,18.41,303.28,7.88,269.01,22.75,105.25,12.01,-1.29,-0.04,2.36,52.65
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,214.18,1513.95,278.28,165.75,59.56,58.51,13.50,4.89,0.20,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.08,0.05,-0.06,0.03,53.12
Danish Power,,DANISH,Electrical Equipment,Heavy Electrical Equipment,640.55,1261.35,472.64,87.43,18.50,19.15,18.85,3.63,0.16,20.15,0.01,28.94,234.30,11.54,73.14,33.46,116.97,8.15,-0.59,-0.06,0.03,51.33
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,781.05,380.42,237.35,34.83,14.67,14.74,19.12,4.44,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.47,0.00,0.00,1.09,52.83
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,152.50,131.25,142.50,28.16,19.76,19.30,7.44,1.61,0.14,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.57,1.51,-0.77,2.23,59.31
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,63.21,217.30,91.57,18.14,19.81,21.84,28.90,2.94,0.98,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,5.13,-0.03,-0.16,1.36,70.20
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,106.05,145.78,347.25,49.12,14.15,13.61,6.37,0.74,0.06,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,18.59,0.00,-0.05,2.98,72.93
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services",7.64,2778.56,522.18,64.87,12.42,24.74,51.39,3.21,114.20,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.61,0.01,-2.09,0.51,58.14
Eco Recyc.,530643,,Other Utilities,Waste Management,440.10,849.25,43.35,25.83,59.58,70.66,41.43,8.39,0.29,23.12,0.07,84.05,43.87,3.71,12.82,2.05,10.66,3.37,-0.04,-0.02,0.24,57.81
Electrost.Cast.,500128,ELECTCAST,Industrial Products,Iron & Steel Products,75.05,4639.48,6433.74,677.61,10.53,14.34,9.36,0.79,0.34,7.62,0.38,13.15,1971.69,201.01,1283.78,601.47,2730.56,11.53,0.04,-1.01,3.08,52.26
Emerald Finance,538882,,Finance,Non Banking Financial Company (NBFC),74.14,256.08,25.78,18.89,73.27,70.34,21.48,2.82,0.40,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,7.09,0.00,-4.22,0.79,55.78
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,425.00,2360.06,926.49,226.20,24.41,26.31,14.46,2.27,0.44,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.58,-0.05,-0.02,0.72,58.20
Espire Hospi,532016,,Leisure Services,Hotels & Resorts,209.00,311.88,132.43,21.88,16.52,18.80,103.96,7.96,0.28,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,3.46,0.00,0.00,8.47,66.29
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,162.15,252.21,219.39,35.57,16.21,16.21,14.65,1.58,0.86,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,13.14,0.12,-0.09,0.37,64.60
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,149.04,778.54,503.95,88.45,17.55,17.55,18.99,1.71,0.97,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,9.32,,,1.74,57.37
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,420.75,1757.48,331.07,151.83,45.86,46.00,29.92,2.57,-9.04,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.38,-0.04,-0.15,1.51,60.12
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,27.85,107.07,1451.84,329.58,22.70,23.86,1.04,0.18,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.07,0.14,4.25,4.66,96.50
GLEN Industries,544444,,Industrial Products,Packaging,75.78,182.34,182.08,41.87,23.00,24.24,10.11,1.32,0.14,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,14.01,,,3.33,54.03
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,474.00,2560.03,866.54,267.57,30.88,31.95,29.00,3.45,0.75,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.66,0.43,-1.08,3.25,55.49
H.G. Infra Engg.,541019,HGINFRA,Construction,Civil Construction,764.80,4984.29,5012.43,991.58,19.78,20.93,12.38,1.61,1.37,7.01,1.84,18.28,1301.98,39.51,444.24,1177.16,419.98,8.31,-0.04,-0.11,6.55,51.00
Hi-Green Carbon,,HIGREEN,Other Utilities,Waste Management,135.10,337.61,129.70,22.71,17.51,20.00,32.00,3.69,,8.14,0.62,12.38,21.39,3.01,9.04,17.01,29.27,3.95,-0.01,-0.29,3.64,60.37
