Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
GRP,509152,GRPLTD,Industrial Products,2129.80,1135.89,548.00,65.22,11.90,12.51,40.44,5.93,0.57,8.28,0.77,17.44,27.97,1.82,100.63,28.32,53.44,3.95,0.00,-0.02,2.90,56.00
IIRM Holdings,526530,,Commercial Services & Supplies,84.86,578.27,221.69,46.03,20.76,20.76,27.91,4.37,,13.13,0.22,18.59,78.31,0.37,72.38,3.61,0.00,5.54,0.00,0.00,0.89,50.65
Indian Emuls,,IEML,Chemicals & Petrochemicals,139.00,169.89,101.23,19.62,19.38,19.38,12.77,2.07,0.02,14.67,0.31,24.08,47.64,1.43,30.61,6.41,36.41,9.63,-1.13,-1.27,1.36,65.76
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,1815.40,1927.95,611.78,84.62,13.83,13.83,30.18,6.87,0.41,15.50,0.03,25.66,215.14,16.45,122.56,62.30,137.26,5.24,-0.25,-0.08,0.08,52.14
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,167.41,335.69,109.88,20.71,18.85,18.24,18.87,4.28,0.41,17.85,0.19,23.03,70.39,0.16,15.00,1.16,70.68,5.64,0.00,0.00,0.75,56.90
Insolation Ener,543620,,Power,218.15,4806.78,1269.56,159.92,12.60,12.60,39.40,10.97,0.25,42.22,0.06,49.87,333.37,2.77,32.12,14.66,22.46,3.43,0.27,-0.42,0.16,54.07
Jai Balaji Inds.,532976,JAIBALAJI,Ferrous Metals,103.67,9457.71,5989.66,678.01,11.32,13.65,22.54,4.45,0.18,15.40,0.26,30.75,414.24,74.11,430.28,713.59,1248.21,6.57,0.00,0.07,0.86,56.80
Jay Bee Laminati,,JAYBEE,Industrial Products,222.30,501.68,367.45,43.00,11.70,11.70,19.76,3.40,0.32,14.12,0.16,24.13,117.82,0.92,78.14,45.04,76.23,7.92,-0.98,-3.43,0.57,51.25
Kabra Jewels,,KKJEWELS,Consumer Durables,98.75,103.54,210.88,26.60,12.61,12.61,9.07,1.29,0.32,6.92,1.19,20.50,97.87,0.33,2.18,7.66,150.24,13.74,,,3.74,62.74
Kamdhenu,532741,KAMDHENU,Industrial Products,29.55,831.49,758.74,81.93,10.80,10.09,12.44,2.59,0.39,18.66,0.00,21.99,238.29,12.51,44.67,27.26,17.15,11.29,0.32,-1.32,0.01,56.09
Kaycee Inds.,504084,,Electrical Equipment,1184.55,375.92,54.49,8.48,15.56,16.29,65.15,12.95,1.39,15.59,0.02,22.25,16.33,0.78,16.24,5.74,3.74,2.18,0.00,0.00,0.07,75.81
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,43.00,203.44,118.92,20.25,17.03,17.03,21.17,25.59,0.32,9.61,4.27,2912.12,-6.25,1.32,30.38,41.13,31.31,7.68,0.00,0.00,1.87,50.49
Kody Technolab,,KODYTECH,IT - Software,716.90,913.87,71.77,24.93,34.74,34.74,51.87,11.55,0.25,22.82,0.17,30.32,16.22,1.25,34.78,10.00,6.67,2.68,0.06,0.03,0.53,65.37
Lakshya Powertec,,LAKSHYA,Construction,138.35,139.51,160.10,22.64,14.14,14.14,8.82,1.46,0.06,13.54,0.27,25.05,87.09,1.20,67.18,22.63,39.96,14.25,-3.83,-4.27,1.09,63.30
Lorenzini Appar.,540952,LAL,Textiles & Apparels,10.36,178.96,57.43,6.84,11.91,12.27,36.23,3.76,0.14,8.66,0.20,15.88,45.26,3.49,11.45,7.42,40.48,4.45,0.00,-0.07,1.14,71.14
M M Forgings,522241,MMFL,Auto Components,298.80,1442.65,1457.24,285.13,19.57,19.91,11.44,1.55,0.81,6.22,1.27,15.58,154.26,31.77,382.10,164.69,321.91,9.60,-0.59,-1.30,5.12,51.73
Macfos,543787,,Retailing,719.00,677.07,257.43,26.13,10.15,9.59,35.69,9.63,0.80,22.69,0.28,36.72,48.26,2.78,5.72,10.20,55.60,4.00,0.30,0.00,0.72,52.95
Maruti Interior,543464,,Consumer Durables,93.00,140.43,43.68,8.31,19.02,19.02,29.13,3.92,1.69,10.64,0.22,14.45,11.97,0.19,11.89,4.50,8.93,4.82,0.00,0.00,1.09,59.48
Maxposure,,MAXPOSURE,Entertainment,56.00,127.35,53.90,10.88,20.19,20.19,15.20,1.97,0.07,10.86,0.12,13.87,18.11,1.38,15.40,2.29,0.38,9.27,-0.32,-2.70,0.68,59.71
Mehai Technology,540730,,Commercial Services & Supplies,16.98,629.16,119.46,13.25,11.09,11.09,84.11,5.43,0.42,7.49,0.39,10.63,30.04,0.13,34.27,1.07,17.18,1.92,0.00,0.00,3.00,50.07
Mishtann Foods,539594,,Food Products,6.00,646.57,1382.05,351.02,25.40,24.64,1.87,0.67,,36.46,0.05,44.10,962.93,0.15,1158.45,128.02,2.92,50.57,0.00,-1.37,0.13,64.64
Multibase India,526169,,Chemicals & Petrochemicals,237.55,299.79,68.28,13.63,19.96,20.89,22.99,3.82,0.71,12.57,0.00,13.75,67.35,5.00,10.10,4.79,13.91,7.04,0.00,0.00,0.00,61.80
Newgen Software,540900,NEWGEN,IT - Software,854.70,12109.29,1492.82,373.52,25.02,25.30,38.15,7.98,1.62,16.52,0.04,22.50,707.17,70.41,556.68,50.47,0.00,3.49,0.33,-0.22,0.13,52.49
Nirman Agri,,NIRMAN,Agricultural Food & other Products,144.80,115.98,236.52,26.55,11.23,11.23,4.59,1.05,0.04,32.15,0.00,34.34,97.31,0.18,37.50,0.34,37.05,28.81,0.00,0.01,0.02,70.11
Nutricircle,530219,,Food Products,112.35,112.35,4.90,0.53,10.82,4.07,211.98,19.37,6.25,2.93,0.14,16.33,6.58,0.00,0.18,0.10,0.01,0.47,0.00,0.00,1.51,58.89
Owais Metal,,OWAIS,Ferrous Metals,453.15,823.94,213.41,65.90,30.88,30.88,16.54,7.38,,34.51,0.23,55.32,78.94,-2.45,90.33,41.31,41.01,7.70,-0.21,-0.12,0.39,71.10
Paisalo Digital,532900,PAISALO,Finance,31.00,2796.57,803.26,621.59,77.38,77.99,13.63,1.82,0.38,4.26,2.32,13.93,52.13,0.78,21.21,34.27,0.00,9.84,-0.43,-2.30,5.79,55.00
Pakka,516030,PAKKA,"Paper, Forest & Jute Products",175.39,788.34,391.23,47.29,12.09,14.71,28.74,2.57,65.32,7.40,0.53,14.92,110.30,13.79,43.74,12.37,86.47,4.97,0.00,-0.30,3.62,51.76
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,101.04,124.33,104.42,18.83,18.03,19.31,8.78,1.26,0.67,12.09,0.00,14.47,38.29,3.92,16.71,10.89,6.11,19.75,0.00,0.00,0.00,71.00
Pix Transmission,500333,PIXTRANS,Industrial Products,1342.10,1829.28,583.05,145.17,24.90,27.73,16.15,3.07,0.90,16.51,0.06,20.73,255.56,33.17,121.61,27.25,119.77,8.63,-0.01,0.23,0.23,52.07
PMC Fincorp,534060,,Finance,2.10,149.54,22.34,20.11,90.02,91.87,10.60,0.88,0.11,8.05,0.27,10.10,45.36,0.00,0.00,0.00,0.39,13.48,0.00,0.00,2.31,60.00
Quest Flow,543982,,Industrial Products,311.10,316.08,67.21,12.47,18.55,18.55,46.48,,,7.16,0.29,10.74,55.39,0.73,46.22,13.12,8.97,2.95,0.05,4.23,2.01,70.66
Rajeshwari Cans,543285,,Industrial Products,134.75,141.38,40.24,4.70,11.68,11.68,73.64,11.78,1.03,7.56,0.80,17.41,2.39,0.18,6.74,6.22,5.75,2.26,0.00,0.00,2.82,61.77
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,101.00,1804.62,287.86,58.03,20.16,18.37,37.86,10.15,1.03,13.82,0.00,26.30,95.67,5.95,15.09,30.03,130.36,3.48,4.45,3.72,0.00,69.66
RBM Infracon,,RBMINFRA,Commercial Services & Supplies,452.00,456.66,321.75,42.95,13.35,13.35,15.50,3.24,0.11,11.48,0.08,24.93,117.75,0.78,67.27,47.84,69.13,8.99,0.00,0.01,0.28,56.91
Redtape,543957,REDTAPE,Consumer Durables,121.79,6732.64,2020.18,335.31,16.60,16.60,39.55,8.53,0.50,8.93,0.92,23.69,356.56,32.00,112.40,504.31,1220.80,3.82,0.02,0.11,2.55,50.38
Refractory Shap.,,REFRACTORY,Industrial Products,51.70,112.71,58.77,10.30,17.53,17.53,18.63,2.51,0.66,10.05,0.38,18.54,22.33,1.05,12.69,5.39,16.76,7.07,-0.15,0.37,1.92,75.02
Resgen,543805,,Petroleum Products,80.44,168.72,65.16,15.38,23.60,23.60,21.14,2.93,0.18,11.71,0.08,14.89,37.16,0.00,19.79,2.91,23.90,6.88,0.00,0.00,0.39,56.01
Revathi Equip,544246,RVTH,Industrial Manufacturing,869.05,266.53,148.77,20.50,13.78,16.31,20.94,2.11,1.18,8.47,0.29,17.33,86.90,10.74,25.15,29.51,68.46,9.77,0.00,-0.04,1.28,76.32
RKEC Projects,,RKEC,Construction,67.35,161.58,399.02,51.46,12.90,12.90,8.07,0.86,0.17,4.01,1.04,11.22,109.17,6.85,168.60,120.01,196.58,15.95,0.00,-0.13,3.95,54.65
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,210.75,119.26,55.44,10.50,18.94,18.94,21.92,2.94,0.09,11.52,0.18,14.40,25.22,0.11,9.28,2.24,25.68,6.39,-0.18,-0.03,0.93,69.35
Rolex Rings,543325,ROLEXRINGS,Auto Components,1335.30,3636.46,1135.62,231.07,20.35,20.84,19.71,3.39,1.54,15.76,0.01,19.22,611.56,20.20,192.69,90.13,243.95,6.42,-0.09,-0.12,0.06,52.21
Rossell India,533168,ROSSELLIND,Agricultural Food & other Products,67.14,253.09,195.11,26.70,13.68,14.35,12.38,1.33,-2.16,7.50,0.45,10.85,-46.29,5.18,0.18,4.82,9.13,8.05,0.00,0.00,3.16,63.47
Sadhav Shipping,,SADHAV,Transport Services,107.10,153.72,96.86,30.72,31.72,31.72,13.08,1.55,0.23,5.44,1.11,12.53,8.16,0.58,13.65,17.62,0.00,9.37,0.00,-0.04,4.63,51.32
Sar Televenture,,SARTELE,Telecom - Services,202.65,954.63,349.93,55.40,15.83,15.83,20.35,1.12,0.02,7.73,0.01,10.13,92.15,6.26,75.27,44.92,10.66,5.50,4.37,-0.96,0.16,51.02
Shanti Educat.,539921,,Other Consumer Services,101.60,1635.76,64.32,7.20,11.19,12.29,237.76,23.12,,8.78,0.11,10.50,7.24,4.25,9.48,4.78,6.94,0.61,0.00,0.00,0.80,51.10
Share India Sec.,540725,SHAREINDIA,Capital Markets,166.79,3649.79,1375.81,508.31,36.95,35.68,11.82,1.56,0.68,9.87,0.22,16.06,1935.41,17.40,33.66,413.29,0.00,29.80,-0.66,-0.90,1.01,51.63
Shivalic Power,,SPCL,Electrical Equipment,105.40,254.18,132.36,18.82,14.22,14.22,20.47,2.25,0.22,11.33,0.05,16.12,97.68,1.53,28.53,7.04,57.01,7.82,-0.34,-1.34,0.28,65.53
Shree Tirupati,,TIRUPATI,Industrial Products,478.00,484.22,208.30,24.67,11.84,11.84,33.70,5.26,1.25,8.05,0.97,16.94,65.54,3.85,48.60,9.80,66.22,4.51,0.00,0.00,3.46,52.19
Sigachi Indust.,543389,SIGACHI,Pharmaceuticals & Biotechnology,30.90,1180.74,520.77,103.06,19.79,20.48,15.83,1.97,0.78,9.15,0.20,13.50,209.21,-98.22,183.67,35.65,94.27,8.83,0.00,2.81,1.11,50.94
Siyaram Silk,503811,SIYSIL,Textiles & Apparels,581.75,2639.40,2302.31,287.96,12.51,12.49,13.80,2.05,-6.27,11.36,0.20,16.36,781.31,63.19,520.38,196.54,429.50,9.85,0.02,-0.09,0.92,50.49
Sonam,,SONAMLTD,Consumer Durables,47.10,188.55,119.36,12.07,10.11,11.60,29.10,2.99,1.26,6.89,0.29,10.58,15.35,1.45,10.05,8.43,27.94,5.23,0.00,-0.41,1.70,51.29
Spright Agro,531205,,Commercial Services & Supplies,1.71,183.23,174.03,25.80,14.83,12.23,8.15,1.41,0.01,19.04,0.00,19.95,96.21,0.34,81.69,4.72,19.34,14.25,0.00,0.00,0.02,95.68
Srivari Spices &,,SSFL,Food Products,164.20,140.73,111.92,18.36,16.40,16.40,14.48,2.40,0.11,14.20,0.28,23.51,41.00,0.07,29.84,2.29,26.41,10.51,0.26,0.00,1.00,55.49
Star Delta Trans,539255,,Electrical Equipment,582.70,174.82,137.46,14.21,10.34,10.34,16.92,2.07,0.40,11.82,0.03,13.45,79.12,1.59,43.86,3.95,23.72,8.99,0.00,0.00,0.15,55.02
Starlineps Enter,540492,,Metals & Minerals Trading,6.53,169.38,73.35,7.37,10.05,10.05,25.78,5.16,,15.87,0.00,22.22,25.04,1.44,5.20,18.78,23.91,5.68,0.00,0.00,0.00,74.39
Std. Capital Mkt,511700,,Finance,0.64,157.09,140.86,122.72,87.12,84.54,3.79,0.31,0.01,2.60,3.21,11.02,-225.18,19.98,0.00,0.00,0.00,11.16,0.00,0.00,8.02,62.79
Sterling Tools,530759,STERTOOLS,Auto Components,310.10,1122.08,936.70,99.61,10.63,10.68,22.96,2.25,0.70,7.77,0.31,12.31,231.84,12.54,65.45,62.31,174.06,6.64,-2.15,-0.42,2.07,58.34
Sula Vineyards,543711,SULA,Beverages,249.85,2109.36,567.86,133.41,23.49,25.78,36.68,3.60,3.59,6.65,0.54,12.30,160.41,3.65,234.41,92.17,216.07,4.21,-0.01,-1.29,3.11,51.13
Suraj Estate,544054,SURAJEST,Realty,280.75,1341.24,547.89,188.93,34.48,36.91,14.68,1.49,0.26,6.60,0.51,14.12,1209.53,3.88,56.54,42.86,904.06,10.69,-0.54,-0.14,2.45,66.85
Suraj Products,518075,,Industrial Products,279.50,318.63,314.44,33.57,10.68,11.40,16.49,2.13,-5.25,11.62,0.14,15.31,74.65,0.57,14.11,3.88,42.81,8.21,0.00,0.00,0.80,55.28
Suratwwala Busi.,543218,SBGLP,Realty,41.82,725.23,38.76,14.68,37.87,41.22,60.94,10.59,1.41,7.76,0.88,16.98,74.54,2.14,1.84,12.17,103.46,2.10,0.00,-0.05,3.67,70.77
Suyog Gurbaxani,543391,,Construction,120.00,298.35,53.01,17.50,33.01,33.01,34.33,12.19,0.71,6.76,3.52,43.19,47.91,0.01,0.92,8.77,0.96,2.84,0.00,0.00,7.90,56.28
Suyog Telematics,537259,SUYOG,Telecom - Services,851.60,952.91,198.20,116.53,58.79,57.19,23.42,2.37,-34.96,6.90,0.53,11.61,60.85,8.40,63.02,17.10,7.98,6.65,-0.01,-0.02,2.83,56.75
Systematix Corp.,526506,,Capital Markets,128.20,1750.42,147.74,46.63,31.56,25.08,32.13,5.84,0.85,12.42,0.07,20.24,243.61,29.49,35.00,88.13,0.00,4.83,0.00,0.11,0.28,61.83
Taylormade Renew,541228,,Industrial Manufacturing,223.45,270.92,71.07,20.22,28.45,28.45,22.15,2.87,0.07,10.60,0.09,15.52,76.16,0.05,60.21,20.32,22.57,6.71,0.00,0.00,0.45,58.70
TBI Corn,,TBI,Agricultural Food & other Products,92.20,167.42,211.60,23.75,11.22,11.22,12.28,1.65,,9.68,0.64,18.90,83.03,2.11,45.53,12.02,70.33,10.20,-1.91,-1.27,2.74,67.76
Techknowgreen,543991,,Commercial Services & Supplies,159.25,117.57,32.99,10.13,30.71,30.71,15.35,3.32,0.17,21.89,0.07,24.26,17.72,0.24,10.68,1.23,2.31,8.02,0.00,0.00,0.27,54.37
Teerth Gopicon,,TGL,Construction,104.15,124.98,118.27,24.61,20.81,20.81,9.73,1.65,0.03,8.32,0.44,26.96,61.27,0.29,27.43,6.82,62.79,13.06,0.00,-0.21,1.64,86.54
Tejas Networks,540595,TEJASNET,Telecom -  Equipment & Accessories,550.85,9733.03,7562.42,892.13,11.80,14.10,55.56,2.53,0.51,4.79,0.89,12.77,1701.68,41.94,4443.85,1183.95,2367.19,4.29,-0.13,-0.94,6.20,62.27
Tinna Rubber,530475,TINNARUBR,Industrial Products,834.35,1503.14,499.61,72.28,14.47,15.07,33.68,8.02,0.78,15.10,0.76,32.22,17.86,6.97,41.23,46.91,63.17,4.29,4.84,0.02,1.92,54.83
Titan Biotech,524717,,Chemicals & Petrochemicals,440.80,364.26,159.84,25.92,16.22,16.25,16.56,2.37,-72.00,13.00,0.02,15.01,61.30,4.01,18.82,5.22,50.72,7.10,0.02,0.00,0.11,56.69
Touchwood Enter.,,TOUCHWOOD,Other Consumer Services,97.70,108.26,81.90,8.91,10.88,11.15,17.05,2.63,0.43,11.58,0.03,13.92,32.14,0.42,7.55,1.45,0.00,9.79,1.04,0.00,0.16,51.65
Trident Techlabs,,TECHLABS,IT - Software,477.20,824.65,76.57,18.70,24.42,24.42,71.71,14.20,0.44,12.10,0.22,21.98,55.20,0.73,63.36,11.60,2.32,2.19,-3.25,0.02,0.70,71.43
Trust Fintech,,TRUST,IT - Software,61.35,146.17,31.26,9.79,31.32,31.32,16.24,1.32,0.18,10.55,0.00,11.57,73.70,4.37,15.18,1.47,2.06,8.62,-0.67,-0.44,0.00,79.59
Twamev Constr.,532738,TICL,Construction,27.64,428.42,88.88,27.36,30.78,33.14,4.37,1.41,0.02,14.28,1.12,35.61,-185.01,35.36,44.78,15.05,25.00,13.86,0.15,0.00,3.22,53.33
Unicommerce,544227,UNIECOM,IT - Software,129.65,1338.81,152.25,30.69,20.16,19.65,74.42,19.08,,10.45,0.11,25.34,-83.81,4.68,13.64,20.23,0.00,1.87,-1.39,-0.27,0.31,50.89
Urban Enviro,,URBAN,Other Utilities,151.90,131.55,141.05,25.05,17.76,17.76,12.82,4.13,0.15,13.13,0.85,38.35,29.06,0.47,41.28,4.13,0.00,11.31,0.00,-0.04,1.55,56.30
Vedant Fashions,543463,MANYAVAR,Retailing,739.45,17964.90,1427.86,650.51,45.56,46.35,45.34,10.06,5.29,14.80,0.27,22.96,1205.99,89.52,618.61,102.34,201.97,3.17,0.51,-0.26,0.83,51.09
Vertoz,,VERTOZ,Media,88.91,757.78,265.52,37.48,14.12,14.28,28.80,3.98,0.47,11.37,0.11,14.72,99.99,7.24,61.09,31.81,0.00,4.13,0.00,-0.28,0.67,76.91
Vishnusurya Pro.,,VISHNUINFR,Other Construction Materials,168.20,413.93,270.63,48.79,18.03,18.03,14.13,2.62,0.24,13.10,0.35,20.23,45.71,0.76,43.94,20.92,4.45,9.53,0.00,-0.01,1.27,59.37
