Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.9,65.95,696.29,256.21,38.07,14.86,14.86,35.97,4.13,0.75,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,4.76,0.0,-0.69,2.42,0.05,53.74
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,200.6,38.58,440.6,332.95,41.83,12.56,13.34,31.13,2.87,0.35,4.41,0.96,10.05,84.17,3.79,72.23,5.87,67.91,5.2,0.0,0.0,4.84,0.0,60.51
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,82.2,39.9,184.97,90.8,25.52,28.11,28.9,8.94,1.73,0.24,24.37,0.03,27.74,57.94,3.62,44.63,5.36,0.0,16.14,-0.43,0.19,0.1,0.0,70.85
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,74.85,55.48,128.89,118.21,12.04,10.19,10.19,18.07,2.56,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.54,0.0,0.0,2.18,0.0,51.9
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,138.0,39.63,278.68,137.87,24.6,17.84,17.84,10.42,1.66,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,29.82,-0.48,-0.21,0.01,1.09,56.19
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,41.99,49.51,262.9,49.23,8.94,18.16,17.35,51.44,5.05,3.78,8.34,0.88,10.07,66.76,2.4,7.88,2.85,4.73,3.48,0.0,0.0,4.2,0.0,57.15
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,93.9,46.77,259.81,150.1,49.2,32.78,32.78,7.11,2.16,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,13.93,0.07,0.0,2.22,0.0,51.85
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,734.0,30.39,4056.2,1432.34,275.66,19.25,20.01,19.37,2.31,0.63,10.29,0.03,13.44,736.02,24.71,376.94,122.76,32.64,6.95,0.22,-0.27,0.23,0.28,50.99
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,242.45,18.88,488.77,688.95,92.55,13.43,13.43,8.65,3.03,0.05,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,16.72,0.01,0.0,0.52,0.04,55.43
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,288.2,44.42,100.3,101.71,27.74,27.27,27.94,12.12,1.72,1.12,9.15,0.57,16.72,5.58,1.33,19.08,5.34,0.0,10.74,0.0,0.0,2.32,0.06,72.05
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,60.25,38.51,150.5,420.75,77.19,18.35,18.35,3.57,0.84,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,21.1,0.08,0.0,2.76,0.0,68.46
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,271.75,41.94,1944.74,1493.48,549.76,36.81,36.81,27.41,3.53,0.52,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,7.66,-1.01,0.57,5.81,0.0,57.5
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,89.85,48.37,213.64,170.47,18.99,11.14,11.14,20.9,2.36,1.11,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.3,-0.66,0.0,2.29,0.0,51.35
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,201.95,50.74,510.21,407.8,85.2,20.89,20.89,10.0,1.54,0.44,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,14.76,0.02,-0.03,1.34,0.0,60.39
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1375.15,54.24,2285.65,1241.84,199.12,16.03,16.03,14.54,1.82,2.68,11.25,0.0,13.34,924.04,22.4,385.41,96.76,330.56,9.56,-0.14,-0.13,0.01,0.03,54.62
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,993.15,42.33,5438.64,492.21,169.95,34.53,35.6,39.48,6.01,22.18,10.36,0.01,11.99,205.04,58.38,176.41,62.46,19.73,3.64,-1.57,-1.63,0.04,0.35,50.34
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,791.5,20.22,1657.21,661.89,154.26,23.31,22.1,12.37,2.47,0.2,17.82,0.08,24.76,536.19,28.11,149.59,155.53,0.82,12.92,0.05,-0.2,0.33,0.45,59.45
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1501.05,54.86,4200.82,2234.35,475.99,21.3,21.3,18.94,1.95,0.03,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,7.62,0.0,-0.02,2.9,0.0,58.68
Crizac,544439.0,CRIZAC,INE0S4R01014,Retailing,Internet & Catalogue Retail,180.85,38.35,3164.54,1033.83,285.68,27.63,27.41,14.36,5.42,0.56,25.0,0.0,40.28,301.25,28.51,238.51,233.59,0.0,9.57,-0.26,-0.69,0.01,4.41,53.38
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,69.5,45.26,154.89,220.82,31.12,14.09,14.09,10.63,1.33,0.17,10.46,0.55,17.64,80.72,1.16,55.63,7.21,8.53,13.76,-4.31,-5.2,2.12,0.0,66.59
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,120.9,40.13,725.4,838.41,93.92,11.2,11.62,12.34,2.73,1.07,15.26,0.03,23.66,207.42,12.17,107.02,88.01,0.05,10.63,-0.11,-0.77,0.1,2.0,60.13
Envirotech Sys.,,ENVIRO,INE0SUH01015,Industrial Products,Other Industrial Products,74.35,44.3,139.71,57.59,18.81,32.66,32.66,11.54,1.84,0.17,13.22,0.18,17.31,24.33,0.82,31.71,3.24,10.04,12.05,0.0,0.16,0.76,0.0,57.02
Espire Hospi,532016.0,,INE176O01011,Leisure Services,Hotels & Resorts,162.85,34.42,243.01,134.25,25.08,18.68,18.68,29.91,4.74,0.14,3.9,2.76,17.17,47.71,6.81,2.49,6.45,0.3,5.58,0.0,0.0,6.65,0.0,73.73
G G Automotive,531399.0,,INE493B01017,Auto Components,Auto Components & Equipments,151.0,40.54,150.84,104.23,18.86,18.09,18.07,15.74,2.6,0.2,10.86,0.5,21.17,27.95,0.48,18.7,14.47,19.1,8.4,0.0,0.0,2.02,0.0,53.25
Ganesh Green,,GGBL,INE0R8C01018,Electrical Equipment,Other Electrical Equipment,237.2,30.23,588.3,1064.73,111.02,10.43,10.43,7.82,2.14,0.07,19.02,0.18,31.76,186.59,0.0,71.54,81.01,169.98,16.81,0.21,-1.41,0.48,0.21,50.68
Ganesh Infra.,,GANESHIN,INE0TVT01024,Construction,Civil Construction,111.3,63.48,475.48,1033.65,144.26,13.96,12.59,5.21,1.88,,10.74,1.94,35.06,168.48,6.29,337.48,105.2,111.97,14.18,0.01,-0.01,3.6,0.09,60.22
Garnet Intl.,512493.0,,INE590B01010,Finance,Investment Company,61.83,38.22,121.42,4.87,3.38,69.4,69.4,25.56,2.85,1.37,10.81,0.02,11.84,3.83,1.36,4.15,0.83,1.23,3.93,0.0,0.0,0.21,0.0,53.86
Globe Intl. Car.,,GICL,INE947T01022,Transport Services,Logistics Solution Provider,22.79,69.86,255.18,174.93,19.45,11.12,11.12,26.07,2.6,0.36,7.75,0.49,12.49,83.12,1.72,51.99,9.85,29.62,7.04,0.0,-0.01,2.32,0.0,56.51
Grand Continent,,GCHOTELS,INE12E301017,Leisure Services,Hotels & Resorts,95.35,35.18,237.62,140.54,19.61,13.95,13.95,19.15,2.0,0.15,7.72,0.31,10.97,6.93,2.47,14.02,8.0,1.39,6.11,-0.91,-0.12,2.14,0.0,62.61
GSM Foils,,GSMFOILS,INE0SQY01018,Industrial Products,Packaging,102.8,14.84,144.87,303.05,35.46,11.7,11.54,6.14,1.95,,17.52,0.6,37.54,59.29,0.47,94.31,36.67,47.04,17.99,0.64,0.0,1.26,0.0,65.02
Indo Thai Sec.,533676.0,INDOTHAI,INE337M01021,Capital Markets,Stockbroking & Allied,81.0,8.53,1075.99,110.38,91.79,83.16,82.88,15.68,1.56,0.12,21.98,0.09,28.57,130.57,0.41,6.92,49.73,0.98,8.86,-0.03,0.06,0.27,0.24,82.77
Indo US Bio-Tech,541304.0,INDOUS,INE250Z01010,Agricultural Food & other Products,Other Agricultural Products,77.38,35.05,155.15,112.66,15.51,13.77,15.4,13.53,1.68,0.62,11.36,0.4,15.34,81.17,0.18,13.76,0.45,99.05,7.66,0.0,-0.17,2.52,0.33,55.5
Indosolar,533257.0,WAAREEINDO,INE866K01023,Electrical Equipment,Heavy Electrical Equipment,298.5,33.56,1241.87,553.54,254.51,45.98,39.82,7.46,4.39,0.03,84.28,0.01,150.64,202.83,9.7,209.62,20.01,21.08,18.31,-0.07,-0.01,0.01,0.0,58.83
Infollion Resea.,,INFOLLION,INE0NNZ01013,Commercial Services & Supplies,Diversified Commercial Services,153.45,34.36,148.94,100.32,14.32,14.27,14.27,11.9,2.22,0.26,18.81,0.0,20.68,59.18,2.72,18.38,1.44,0.0,16.0,0.34,-0.01,0.0,0.0,72.15
Insolation Ener,543620.0,INA,INE0LGX01024,Power,Power Generation,97.3,37.87,2144.96,2524.83,302.52,11.98,13.38,11.06,2.55,0.07,13.36,1.1,28.13,651.42,21.15,281.59,292.73,379.05,10.12,0.53,-0.25,3.24,0.1,61.0
Interiors & More,,INM,INE0OPC01015,Consumer Durables,"Furniture, Home Furnishing",169.0,46.92,236.44,79.49,19.18,24.13,24.13,20.47,3.06,0.82,9.26,0.73,16.06,44.83,0.86,18.74,5.98,57.6,6.32,0.0,-0.53,3.08,0.3,50.94
Kalind,526935.0,,INE377D01026,Commercial Services & Supplies,Diversified Commercial Services,6.6,11.49,603.36,96.67,53.9,55.76,49.65,16.28,2.83,0.08,22.22,0.05,24.9,129.38,0.95,40.68,6.08,6.25,7.74,0.75,0.0,0.2,2.02,53.29
Kellton Tech,519602.0,KELLTONTEC,INE164B01030,IT - Services,IT Enabled Services,13.86,31.57,736.51,1237.09,134.79,10.9,11.13,8.11,0.88,0.87,9.55,0.24,13.65,578.24,8.48,393.23,27.99,0.09,14.39,0.0,-0.17,1.49,0.0,52.29
