Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Fluidomat,522017,,Industrial Manufacturing,Industrial Products,687.10,26.80,338.74,66.38,22.52,33.93,38.69,17.52,3.98,0.28,27.08,0.00,31.44,44.82,4.45,18.07,2.91,4.56,7.74,0.00,0.00,0.00,51.58
Forbes Precision,544186,,Industrial Manufacturing,Industrial Products,147.80,29.40,762.57,239.03,52.92,22.14,22.01,26.60,5.00,,12.65,0.13,18.84,48.07,3.78,29.79,30.51,37.76,5.43,-0.02,0.01,0.46,50.72
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,161.00,42.65,250.42,219.39,35.57,16.21,16.21,14.54,1.57,0.85,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,13.23,0.12,-0.09,0.37,64.85
Galaxy Bearings,526073,,Industrial Products,Abrasives & Bearings,557.85,20.80,177.40,77.52,10.95,14.13,18.52,29.03,1.66,29.93,9.88,0.25,13.63,66.43,1.11,39.33,7.02,23.50,5.02,0.00,0.00,2.59,50.41
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,158.70,45.85,829.00,503.95,88.45,17.55,17.55,20.22,1.82,1.03,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,8.82,,,1.74,54.61
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,435.60,49.03,1819.51,331.07,151.83,45.86,46.00,30.98,2.66,-9.36,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.20,-0.04,-0.15,1.51,58.71
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,27.00,37.18,103.81,1451.84,329.58,22.70,23.86,1.01,0.17,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.13,0.14,4.25,4.66,96.61
GLEN Industries,544444,,Industrial Products,Packaging,81.00,55.57,194.90,182.08,41.87,23.00,24.24,10.81,1.41,0.15,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,13.33,,,3.33,50.86
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,457.80,26.50,2472.53,866.54,267.57,30.88,31.95,28.01,3.33,0.73,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.83,0.43,-1.08,3.25,55.47
GRP,509152,GRPLTD,Industrial Products,Rubber,1696.30,36.83,904.69,548.71,66.04,12.04,12.51,32.85,4.99,0.47,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.64,-0.38,-0.01,3.96,52.01
Hi-Green Carbon,,HIGREEN,Other Utilities,Waste Management,131.65,29.94,328.99,129.70,22.71,17.51,20.00,31.18,3.60,,8.14,0.62,12.38,21.39,3.01,9.04,17.01,29.27,4.03,-0.01,-0.29,3.64,61.38
Indian Emuls,,IEML,Chemicals & Petrochemicals,Specialty Chemicals,89.80,35.87,164.63,126.71,24.47,19.31,19.38,9.92,1.78,0.02,14.67,0.35,24.08,64.26,0.52,58.94,10.77,28.01,11.79,1.81,-0.06,1.43,57.12
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,1582.50,43.52,1680.62,730.19,99.87,13.68,13.83,19.96,5.18,0.27,15.50,0.04,25.66,253.35,18.51,153.74,82.34,169.01,7.12,0.19,0.01,0.10,58.28
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,Other Agricultural Products,124.24,46.30,249.13,118.56,19.75,16.66,18.24,14.76,2.87,0.32,17.85,0.32,23.03,77.75,0.17,33.39,1.10,60.87,6.80,0.00,0.00,1.47,66.87
Insolation Ener,543620,,Power,Power Generation,132.30,37.92,2915.82,1498.48,182.38,12.17,12.09,20.11,4.24,0.12,22.76,0.37,34.87,206.93,20.69,237.65,139.18,181.77,6.29,0.13,-0.15,1.36,65.99
Kamdhenu,532741,KAMDHENU,Industrial Products,Iron & Steel Products,22.96,30.97,647.20,759.70,89.21,11.74,10.09,9.29,1.78,0.29,18.66,0.00,21.99,276.67,10.28,52.44,20.22,10.53,14.99,-0.32,-1.91,0.01,56.39
Kay Cee,,KCEIL,Construction,Civil Construction,157.00,41.82,191.92,198.15,34.55,17.44,17.78,9.03,2.05,0.12,12.27,0.59,32.11,89.54,0.69,38.27,24.25,37.76,15.23,-9.48,-0.81,1.56,61.55
Kaytex Fabrics,,KAYTEX,Textiles & Apparels,Garments & Apparels,75.00,37.66,110.24,157.63,31.13,19.75,20.01,6.18,1.02,0.10,15.31,0.40,40.49,93.42,1.04,49.83,20.26,54.31,23.20,,,1.55,52.20
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,Pharmaceuticals,31.49,50.60,148.99,125.92,18.23,14.48,17.03,18.21,12.87,0.28,9.10,3.11,186.78,-6.20,1.38,28.18,47.87,34.65,8.68,0.00,0.00,2.26,63.74
KNR Construct.,532942,KNRCON,Construction,Civil Construction,157.50,51.34,4429.44,3082.53,852.58,27.66,33.86,6.42,0.93,0.14,17.05,0.49,27.24,2574.81,54.70,874.47,261.32,158.57,14.59,-3.59,0.46,2.43,55.88
Kore Digital,,KDL,Telecom - Services,Telecom - Infrastructure,188.80,62.86,227.01,493.81,72.86,14.75,14.49,4.69,1.74,,16.13,0.05,35.48,72.22,0.11,224.09,151.17,13.59,28.28,-0.14,0.00,0.10,70.39
Lagnam Spintex,,LAGNAM,Textiles & Apparels,Other Textile Products,70.14,43.75,123.93,583.78,66.81,11.44,10.81,9.36,1.03,-0.40,2.34,3.21,11.26,13.52,0.32,67.43,14.55,118.20,9.83,0.00,0.00,7.72,52.89
Lakshya Powertec,,LAKSHYA,Construction,Civil Construction,122.60,48.92,123.63,182.10,23.29,12.79,14.15,8.10,1.23,0.06,13.54,0.57,25.41,92.16,1.16,60.13,22.83,55.87,13.42,-1.44,-0.19,2.43,64.46
Laxmi Dental,544339,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies,264.75,41.25,1455.12,260.21,42.08,16.17,17.84,56.49,6.35,0.81,12.31,0.04,21.88,91.80,6.74,42.24,8.91,19.09,2.28,-2.45,-1.20,0.27,54.67
Likhitha Infra.,543240,LIKHITHA,Construction,Civil Construction,184.84,38.20,729.19,486.44,83.04,17.07,18.49,12.08,1.83,0.80,17.94,0.00,20.29,367.03,4.86,82.73,32.74,173.00,12.54,0.00,0.00,0.01,50.27
Magellanic Cloud,538891,MCLOUD,IT - Software,Computers - Software & Consulting,26.71,30.61,1573.40,636.17,211.53,33.25,34.26,14.67,2.70,0.28,12.17,0.47,22.23,180.08,4.68,293.79,39.80,18.55,9.59,0.00,0.04,1.57,74.66
Man Infra,533169,MANINFRA,Construction,Civil Construction,129.93,46.80,5244.84,867.78,244.55,28.18,27.13,19.32,2.40,2.04,14.42,0.01,17.49,1867.29,160.27,55.80,51.16,576.26,8.21,-0.09,0.93,0.08,50.56
Manoj Ceramic,544073,,Consumer Durables,Ceramics,99.30,47.29,136.11,179.73,24.48,13.62,13.76,11.14,0.96,0.09,7.31,0.45,16.23,139.71,0.23,99.55,16.61,58.93,12.86,0.00,2.82,2.39,56.53
Maxposure,,MAXPOSURE,Entertainment,Media & Entertainment,47.25,41.75,107.45,77.69,11.01,14.17,16.94,12.54,1.51,,9.76,0.12,12.87,27.13,0.77,21.70,4.47,0.95,10.56,-0.65,-0.91,0.81,54.10
Mehai Technology,540730,,Commercial Services & Supplies,Trading & Distributors,1.66,24.73,123.02,147.63,17.41,11.79,11.09,13.36,0.87,0.07,7.49,0.36,10.63,52.89,0.65,34.28,5.74,23.67,10.26,0.00,0.00,2.97,91.38
Meta Infotech,544441,,IT - Services,IT Enabled Services,116.85,37.19,220.63,218.82,25.11,11.48,11.48,16.38,3.03,0.23,23.82,0.44,42.60,44.02,-1.11,198.77,142.72,23.43,9.76,,,1.35,53.26
Monarch Surve.,544453,,Commercial Services & Supplies,Consulting Services,216.95,38.75,307.11,176.64,57.92,32.79,33.16,7.78,1.47,0.08,27.84,0.06,38.11,48.37,2.43,52.99,8.66,0.00,17.84,,,0.24,50.13
Motisons Jewel,544053,MOTISONS,Consumer Durables,"Gems, Jewellery And Watches",15.48,33.62,1524.56,441.57,83.55,18.92,14.81,27.27,3.44,0.63,8.78,0.12,11.64,443.67,0.22,1.81,20.92,498.11,5.24,0.00,-0.02,0.67,50.05
Network People,544396,NPST,IT - Services,IT Enabled Services,1403.50,30.31,2925.14,127.89,38.81,30.35,34.73,103.80,7.02,0.49,40.09,0.02,56.01,368.93,7.23,58.80,19.63,0.07,1.50,9.38,0.08,0.18,51.40
Newgen Software,540900,NEWGEN,IT - Software,Computers - Software & Consulting,858.15,45.90,12213.00,1532.45,392.92,25.64,25.30,37.14,7.63,1.57,16.52,0.03,22.50,1287.10,65.11,514.75,64.27,0.00,3.56,0.12,-1.52,0.12,52.30
Nisus Finance,544296,,Finance,Holding Company,283.05,41.80,675.87,172.19,77.83,45.20,65.21,15.05,3.00,0.08,28.55,1.19,33.26,191.18,3.11,303.07,183.92,248.60,8.10,-0.54,-0.22,3.69,50.46
Owais Metal,,OWAIS,Ferrous Metals,Ferro & Silica Manganese,274.10,26.93,498.38,230.90,66.74,28.90,30.93,9.88,3.64,,34.54,0.21,55.32,108.67,-2.02,116.08,21.13,45.25,12.53,-0.05,-0.02,0.43,77.61
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,106.13,60.12,130.59,98.42,13.48,13.70,19.31,13.48,1.23,1.23,11.38,0.00,13.62,44.92,3.38,17.63,9.02,5.28,13.64,0.00,0.00,0.00,51.76
PC Jeweller,534809,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches",9.65,29.89,7072.00,2888.63,562.32,19.47,17.65,11.51,0.97,0.22,7.38,0.22,12.68,6502.94,197.72,1002.07,14.80,6913.32,8.67,-0.84,1.54,2.15,50.89
Prakash Pipes,542684,PPL,Industrial Products,Plastic Products - Industrial,244.06,43.33,583.75,759.86,85.02,11.19,15.56,11.00,1.28,0.52,15.49,0.03,20.50,319.07,5.07,88.63,41.48,76.80,21.68,0.00,-0.46,0.16,52.24
Premier Polyfilm,514354,PREMIERPOL,Industrial Products,Plastic Products - Industrial,40.81,42.65,427.45,272.69,41.32,15.15,14.29,16.27,3.24,0.42,17.57,0.00,24.45,69.94,0.00,34.05,9.55,31.53,8.60,0.00,-0.02,0.00,52.31
Pro FX,,PROFX,Consumer Durables,Consumer Electronics,59.40,28.17,103.97,129.38,17.40,13.45,13.45,8.49,1.28,0.20,21.75,0.00,39.72,79.30,0.68,27.69,14.12,39.41,23.92,-2.78,-1.41,0.00,56.61
Pudumjee Paper,539785,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,96.80,36.65,919.12,787.35,111.25,14.13,15.43,10.04,1.46,0.36,12.18,0.02,16.74,311.89,28.23,78.26,65.18,143.40,13.75,0.00,-0.17,0.09,56.38
Rainbow Foundat.,531694,,Realty,"Residential, Commercial Projects",48.56,18.98,240.94,176.16,43.93,24.94,25.31,30.54,2.91,0.16,1.18,6.99,10.51,77.50,0.97,71.69,55.48,642.45,5.47,0.00,0.00,12.99,65.10
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products,64.40,33.39,1150.67,323.30,67.20,20.79,18.37,21.34,3.52,0.58,13.72,0.05,26.12,101.69,8.12,21.93,49.89,141.68,6.85,2.10,2.22,0.25,75.33
Ramkrishna Forg.,532527,RKFORGE,Auto Components,Auto Components & Equipments,508.55,44.43,9206.31,3943.78,484.12,12.28,13.90,41.28,3.00,1.51,6.93,0.89,14.40,134.02,24.48,941.43,825.65,1301.82,1.68,-0.10,-1.74,13.61,50.14
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",487.25,44.52,3243.81,565.18,61.03,10.80,10.80,44.87,2.42,,1.65,0.42,72.31,2674.02,2.12,103.10,520.26,2367.27,1.70,-1.84,-4.33,9.25,53.82
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products,732.90,36.67,224.78,151.89,17.93,11.80,16.82,21.51,1.77,1.20,8.49,0.42,17.37,74.03,11.94,7.97,22.77,63.33,9.95,0.00,0.00,1.94,66.61
RMC Switchgears,540358,,Electrical Equipment,Other Electrical Equipment,429.40,33.97,452.02,406.48,65.97,16.23,16.67,11.12,3.58,0.04,14.83,0.59,37.54,94.01,1.85,91.50,56.81,28.22,12.40,0.21,-0.22,1.16,62.00
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,Trading & Distributors,222.35,61.92,205.12,83.60,13.72,16.41,19.01,27.91,4.14,0.12,11.52,0.21,14.40,28.01,0.12,12.70,2.43,28.11,4.93,0.00,0.00,0.91,60.82
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,716.30,55.23,4512.52,4529.04,481.56,10.63,11.56,15.38,1.79,0.59,9.55,0.01,14.48,1651.09,-101.73,968.51,595.32,0.00,12.93,-0.67,-0.62,0.05,50.58
Sahana Systems,,SAHANA,IT - Services,IT Enabled Services,962.40,43.02,850.48,228.97,74.35,32.47,33.58,13.47,4.21,,22.79,0.07,30.52,156.48,5.85,72.23,25.65,1.99,9.21,0.04,-0.04,0.18,53.28
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment,80.60,45.41,194.37,133.07,17.08,12.84,14.22,17.48,1.65,0.19,11.33,0.04,16.12,101.77,1.37,41.99,14.53,61.61,9.15,-2.07,-0.21,0.27,68.88
Shradha Infrapr.,,SHRADHA,Realty,"Residential, Commercial Projects",39.35,38.85,318.73,110.26,31.41,28.49,26.77,16.15,1.99,0.11,5.41,1.15,12.73,198.07,10.88,46.80,11.86,240.37,8.38,0.00,0.00,4.83,55.84
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,429.00,38.07,550.73,106.47,36.71,34.48,36.10,26.94,3.59,1.41,12.53,0.24,17.01,63.74,4.35,24.57,9.51,22.14,5.39,0.00,0.00,1.21,54.84
Silicon Rental,543615,,Commercial Services & Supplies,Diversified Commercial Services,121.50,31.09,138.74,108.68,42.58,39.18,44.34,13.20,1.33,1.84,12.98,0.04,15.26,56.67,0.63,31.41,0.00,0.54,13.44,0.00,0.00,0.30,57.12
Solarium Green,544354,,Construction,Civil Construction,230.55,36.04,481.04,265.01,27.70,10.45,11.40,23.72,3.18,0.22,11.93,0.77,23.01,143.14,3.59,115.78,16.08,52.95,5.85,-3.01,-2.65,3.86,52.37
Stallion India,544342,STALLION,Chemicals & Petrochemicals,Industrial Gases,202.46,47.13,1606.02,452.75,62.93,13.90,12.64,35.82,5.05,2.35,12.12,0.00,15.17,284.40,1.85,107.80,26.12,116.73,4.17,-4.68,0.33,0.02,52.27
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,272.75,43.66,986.93,860.63,91.00,10.57,10.72,23.63,1.87,0.73,7.77,0.32,12.28,203.30,23.11,94.13,61.30,145.32,6.43,-0.70,0.10,2.52,57.54
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",247.20,37.90,1180.96,583.36,190.23,32.61,36.91,12.75,1.23,0.23,6.53,0.57,13.98,1398.64,4.19,67.73,46.18,909.27,11.20,-0.52,-0.48,2.89,61.85
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects",37.49,65.13,650.14,66.58,26.29,39.49,39.83,32.17,7.92,0.75,6.81,0.79,16.75,107.45,2.01,14.48,22.01,142.57,3.83,0.00,0.00,2.39,73.20
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,626.65,40.10,701.20,202.71,121.27,59.82,57.19,18.95,1.61,-28.28,6.90,0.54,11.61,94.76,4.41,60.89,19.57,7.16,7.79,-0.09,-1.80,3.24,67.53
Swastika Investm,530585,,Capital Markets,Stockbroking & Allied,75.69,39.97,152.13,115.91,24.91,21.49,25.21,11.76,1.16,0.46,5.64,0.18,20.72,60.91,0.67,28.38,249.65,2.72,-37.54,0.00,0.00,0.97,64.38
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,298.00,50.59,8944.94,2225.20,355.78,15.99,16.24,36.12,6.65,0.25,12.75,0.27,23.45,814.58,53.37,527.05,320.01,632.40,4.15,-0.09,0.27,0.97,54.17
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products,82.90,44.97,150.53,254.32,28.91,11.37,11.26,9.20,1.35,,9.68,0.78,18.90,88.97,1.88,59.95,0.74,73.03,12.57,-0.61,-0.02,3.13,58.34
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting,332.30,43.00,574.25,119.00,29.45,24.75,24.53,29.57,8.48,0.18,12.09,0.26,21.96,69.84,0.73,51.06,10.04,2.31,5.04,-2.34,-0.18,0.61,80.10
Trust Fintech,,TRUST,IT - Software,Software Products,49.90,44.04,118.89,34.86,9.86,28.28,31.32,14.61,1.04,0.16,10.55,0.00,11.57,69.88,4.07,20.23,1.50,0.77,9.94,-0.71,-0.01,0.00,72.23
Tuticorin Alkali,506808,,Chemicals & Petrochemicals,Commodity Chemicals,47.58,27.08,579.69,318.90,70.52,22.11,20.06,18.36,3.61,0.38,9.44,0.59,40.21,-90.54,3.39,19.98,87.75,69.93,9.74,0.00,0.08,1.43,55.82
Twamev Constr.,532738,TICL,Construction,Civil Construction,24.50,33.71,379.75,88.91,30.16,33.92,33.14,3.76,1.23,0.02,14.59,1.14,36.37,-184.68,35.52,48.65,13.46,33.18,14.98,-0.01,0.00,3.24,58.64
Upsurge Invest.,531390,,Finance,Non Banking Financial Company (NBFC),68.39,31.99,137.27,99.66,12.70,12.74,17.58,12.84,1.22,0.69,19.53,0.23,20.45,64.89,2.20,0.17,0.00,32.89,11.10,0.00,0.00,1.75,65.93
Urban Enviro,,URBAN,Other Utilities,Waste Management,149.00,44.45,129.03,155.77,25.69,16.49,17.76,11.01,3.15,0.13,13.12,0.71,38.31,36.95,0.65,52.25,5.23,0.00,11.96,0.00,-0.02,1.55,57.04
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,590.90,42.73,14357.28,1423.06,639.31,44.93,46.35,37.25,8.34,4.97,14.35,0.27,22.26,990.30,90.20,643.38,59.97,186.48,3.84,-0.15,-0.12,0.81,54.64
Vertoz,,VERTOZ,Media,Advertising & Media Agencies,73.71,54.47,628.23,274.13,41.09,14.99,15.00,22.94,2.74,0.39,10.65,0.08,13.99,108.61,6.36,56.03,37.23,0.00,5.22,0.00,-0.62,0.55,51.57
Websol Energy,517498,WEBELSOLAR,Electrical Equipment,Other Electrical Equipment,86.69,31.50,3763.76,707.27,321.77,45.49,43.99,18.51,9.62,0.12,35.66,0.41,80.17,45.96,6.91,15.59,63.93,92.66,7.27,-0.18,1.08,0.56,54.16
Wendt India,505412,WENDT,Industrial Products,Abrasives & Bearings,8135.00,48.41,1627.00,237.75,43.33,18.23,22.73,58.97,6.55,5.93,12.37,0.00,15.11,134.84,7.03,51.93,24.28,45.31,2.35,0.46,-0.54,0.01,53.25
