Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aaradhya Dis.,,AARADHYA,INE124401014,"Paper, Forest & Jute Products",Paper & Paper Products,87.85,39.92,124.2,113.69,18.02,15.85,15.85,9.69,1.6,0.08,13.3,0.51,44.46,64.42,2.26,40.86,5.0,38.4,11.73,-0.01,0.0,2.23,0.0,51.73
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,219.18,13.76,481.4,279.41,38.05,13.62,10.04,36.5,3.21,2.67,4.11,0.93,11.16,78.54,3.82,57.25,9.24,74.11,4.8,0.0,0.0,4.67,0.0,56.85
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,120.35,46.26,270.79,77.23,21.92,28.38,26.49,15.36,2.84,0.17,35.51,0.01,47.28,75.9,2.58,44.68,7.37,0.0,10.12,-0.43,0.19,0.03,0.0,57.32
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,68.9,36.19,109.62,75.39,19.62,26.02,30.64,12.58,1.33,0.07,11.21,0.0,13.08,-2.28,2.68,0.48,2.12,0.0,11.11,-0.04,-0.01,0.0,0.0,60.89
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,76.5,51.54,131.73,78.14,12.86,16.46,13.15,15.61,2.75,,11.68,0.32,18.36,24.85,0.83,16.1,5.58,18.78,8.64,0.0,0.0,1.22,0.0,50.84
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,153.8,40.14,310.58,138.05,29.53,21.39,21.99,10.27,1.98,0.22,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,24.72,-0.48,-0.21,0.01,0.97,67.66
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,55.0,50.13,344.37,52.43,8.54,16.29,9.09,68.31,6.93,1.44,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,2.94,0.0,0.0,0.5,0.0,56.37
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,558.0,48.59,689.86,239.64,35.66,14.88,14.88,30.83,5.74,0.61,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.1,0.0,0.0,0.0,0.18,51.39
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,115.0,45.43,318.21,108.21,33.32,30.79,11.49,12.58,7.29,0.07,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,10.95,0.0,0.0,0.0,0.0,69.56
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,755.8,34.96,4176.69,1411.09,282.35,20.01,20.01,19.21,2.4,0.62,10.29,0.03,13.44,736.02,19.57,376.94,122.76,32.64,6.74,0.36,-0.48,0.22,0.53,54.63
