Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,210.0,54.06,461.23,332.95,41.83,12.56,13.34,32.6,3.01,0.36,4.41,0.96,10.05,84.17,3.79,72.23,5.87,67.91,5.01,0.0,0.0,4.84,0.0,58.66
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,84.0,46.4,189.02,90.8,25.52,28.11,28.9,9.14,1.77,0.24,24.37,0.03,27.74,57.94,3.62,44.63,5.36,0.0,16.27,-0.43,0.19,0.1,0.0,70.21
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,71.75,46.89,123.56,118.21,12.04,10.19,10.19,17.33,2.46,0.2,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.81,0.0,0.0,2.18,0.0,53.89
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,121.5,30.51,245.38,140.98,22.71,16.11,17.84,9.62,1.45,0.3,13.97,0.0,17.08,151.85,10.41,22.09,9.37,0.0,35.38,-0.48,-0.21,0.02,1.22,61.43
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,42.22,44.82,264.35,49.23,8.94,18.16,17.35,51.74,5.07,3.8,8.34,0.88,10.07,66.76,2.4,7.88,2.85,4.73,3.58,0.0,0.0,4.2,0.0,56.92
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,86.99,42.75,240.7,193.64,65.68,33.92,32.78,4.93,2.02,,,0.9,30.13,202.55,1.73,112.62,22.68,13.05,19.01,0.07,0.0,1.68,0.0,55.39
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,303.35,51.68,105.57,101.71,27.74,27.27,27.94,12.73,1.8,1.18,9.15,0.57,16.72,5.58,1.33,19.08,5.34,0.0,10.46,0.0,0.0,2.32,0.05,70.58
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,62.5,40.47,156.12,420.75,77.19,18.35,18.35,3.7,0.88,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,21.22,0.08,0.0,2.76,0.0,67.01
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,277.85,41.72,1988.42,1583.7,585.53,36.97,36.81,23.44,3.61,0.44,2.62,2.72,14.01,-312.77,98.25,137.73,307.7,0.72,8.26,-1.01,0.57,5.45,0.0,56.55
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,90.1,49.83,214.23,170.47,18.99,11.14,11.14,20.96,2.36,1.11,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.28,-0.66,0.0,2.29,0.0,51.22
