Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.18,40.0,650.29,256.21,38.07,14.86,14.86,33.63,3.86,0.7,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.24,0.0,-0.69,2.42,0.05,56.79
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,201.65,38.68,442.88,298.68,39.85,13.34,13.34,33.41,2.88,0.37,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.89,0.0,0.0,5.12,0.0,60.31
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,88.15,44.5,198.34,84.77,24.5,28.9,28.9,9.88,1.87,0.26,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,14.86,-0.43,0.19,0.1,0.0,68.74
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,74.95,55.35,129.07,118.21,12.04,10.19,10.19,18.1,2.57,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.55,0.0,0.0,2.18,0.0,51.83
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,134.05,37.01,270.71,137.87,24.6,17.84,17.84,10.14,1.6,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,30.24,-0.48,-0.21,0.01,1.13,57.44
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,40.19,37.52,251.64,50.55,8.77,17.35,17.35,50.43,4.84,3.7,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.61,0.0,0.0,4.28,0.0,58.99
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,726.45,32.05,4014.46,1432.34,275.66,19.25,20.01,19.17,2.33,0.62,10.29,0.03,13.44,736.02,24.71,376.94,122.76,32.64,6.83,0.22,-0.27,0.23,0.55,51.79
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,249.35,20.56,502.71,688.95,92.55,13.43,13.43,8.92,3.1,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,16.28,0.01,0.0,0.52,0.04,54.16
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,319.2,53.84,111.11,100.59,28.1,27.94,27.94,12.28,1.92,1.14,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,10.53,0.0,0.0,2.18,0.05,69.04
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,63.65,48.64,159.0,420.75,77.19,18.35,18.35,3.77,0.9,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,20.28,0.08,0.0,2.76,0.0,67.62
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,270.0,36.88,1932.21,1493.48,549.76,36.81,36.81,27.3,3.48,0.52,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,7.7,-1.01,0.57,5.81,0.0,57.77
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,89.0,45.5,211.62,170.47,18.99,11.14,11.14,20.71,2.33,1.1,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.36,-0.66,0.0,2.29,0.0,51.81
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,191.9,41.94,484.83,407.8,85.2,20.89,20.89,9.49,1.45,0.42,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,15.16,0.02,-0.03,1.34,0.0,62.36
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1360.0,59.54,2260.47,1241.84,199.12,16.03,16.03,14.4,1.79,2.65,11.25,0.0,13.34,924.04,22.4,385.41,96.76,330.56,9.45,-0.14,-0.13,0.01,0.03,55.12
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,838.0,36.96,1754.59,660.7,146.03,22.1,22.1,13.05,2.63,0.21,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,10.67,0.05,-0.2,0.35,0.41,57.07
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1356.5,33.9,3796.31,2234.35,475.99,21.3,21.3,17.05,1.74,0.02,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,8.38,0.0,-0.02,2.9,0.0,62.66
Crizac,544439.0,CRIZAC,INE0S4R01014,Retailing,Internet & Catalogue Retail,188.0,40.04,3289.64,1033.83,285.68,27.63,27.41,14.88,5.64,0.58,25.0,0.0,40.28,301.25,28.51,238.51,233.59,0.0,9.43,-0.26,-0.69,0.01,4.24,51.54
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,71.9,41.21,160.26,220.82,31.12,14.09,14.09,10.98,1.38,0.17,10.46,0.55,17.64,80.72,1.16,55.63,7.21,8.53,14.1,-4.31,-5.2,2.12,0.0,65.43
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,132.4,49.21,794.4,808.16,93.93,11.62,11.62,13.8,3.0,1.2,15.26,0.03,23.66,207.42,11.29,107.02,88.01,0.05,10.07,-0.11,-0.77,0.1,1.8,56.34
Envirotech Sys.,,ENVIRO,INE0SUH01015,Industrial Products,Other Industrial Products,76.0,45.92,142.8,57.59,18.81,32.66,32.66,11.79,1.88,0.17,13.22,0.18,17.31,24.33,0.82,31.71,3.24,10.04,11.82,0.0,0.16,0.76,0.0,56.07
Espire Hospi,532016.0,,INE176O01011,Leisure Services,Hotels & Resorts,164.25,34.27,245.12,134.25,25.08,18.68,18.68,30.19,4.79,0.15,3.9,2.76,17.17,47.71,6.81,2.49,6.45,0.3,5.57,0.0,0.0,6.65,0.0,73.51
G G Automotive,531399.0,,INE493B01017,Auto Components,Auto Components & Equipments,154.9,51.17,154.76,104.23,18.86,18.09,18.07,16.13,2.65,0.2,10.86,0.5,21.17,27.95,0.48,18.7,14.47,19.1,7.95,0.0,0.0,2.02,0.0,52.04
Ganesh Infra.,,GANESHIN,INE0TVT01024,Construction,Civil Construction,118.8,73.25,507.55,1033.65,144.26,13.96,12.59,5.54,2.03,,10.74,1.94,35.06,168.48,6.29,337.48,105.2,111.97,13.82,0.08,0.0,3.6,0.08,57.54
Garnet Intl.,512493.0,,INE590B01010,Finance,Investment Company,61.98,40.56,121.7,4.87,3.38,69.4,69.4,25.62,2.85,1.37,10.81,0.02,11.84,3.83,1.36,4.15,0.83,1.23,3.87,0.0,0.0,0.21,0.0,54.09
Globe Civil,544424.0,GLOBECIVIL,INE0V3U01015,Construction,Civil Construction,40.25,44.95,240.35,376.53,53.83,14.3,14.3,10.3,1.01,0.16,5.26,0.63,13.54,187.47,3.22,204.52,79.55,162.4,14.16,0.32,-0.02,2.9,0.0,52.81
Globe Intl. Car.,,GICL,INE947T01022,Transport Services,Logistics Solution Provider,19.91,56.63,222.91,174.93,19.45,11.12,11.12,22.74,2.28,0.32,7.75,0.49,12.49,83.12,1.72,51.99,9.85,29.62,7.84,0.0,-0.01,2.32,0.0,62.0
Grand Continent,,GCHOTELS,INE12E301017,Leisure Services,Hotels & Resorts,108.95,38.4,271.49,140.54,19.61,13.95,13.95,21.87,2.25,0.17,7.72,0.31,10.97,6.93,2.47,14.02,8.0,1.39,5.84,-0.91,-0.12,2.14,0.0,57.27
GSM Foils,,GSMFOILS,INE0SQY01018,Industrial Products,Packaging,126.1,17.72,177.71,303.05,35.46,11.7,11.54,7.53,2.39,,17.52,0.6,37.54,59.29,0.47,94.31,36.67,47.04,15.3,0.64,0.0,1.26,0.0,57.09
