Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.83,66.7,691.81,271.89,39.08,14.37,14.86,35.45,4.08,0.74,6.34,0.52,13.84,119.77,3.8,104.21,44.66,110.54,4.89,0.0,-0.69,2.35,0.04,54.03
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,199.0,38.41,437.08,332.95,41.83,12.56,13.34,30.9,2.84,0.34,4.41,0.96,10.05,84.17,3.79,72.23,5.87,67.91,5.2,0.0,0.0,4.84,0.0,60.83
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,80.1,38.06,180.23,90.8,25.52,28.11,28.9,8.72,1.68,0.23,24.37,0.03,27.74,57.94,3.62,44.63,5.36,0.0,16.42,-0.43,0.19,0.1,0.0,71.6
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,71.5,54.92,123.13,118.21,12.04,10.19,10.19,17.27,2.45,0.2,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.56,0.0,0.0,2.18,0.0,54.05
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,137.0,50.69,276.66,137.87,24.6,17.84,17.84,10.36,1.64,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.8,-0.48,-0.21,0.01,1.1,56.51
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,41.4,47.03,259.22,49.23,8.94,18.16,17.35,50.72,4.99,3.72,8.34,0.88,10.07,66.76,2.4,7.88,2.85,4.73,3.53,0.0,0.0,4.2,0.0,57.76
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,91.0,49.14,251.79,193.64,65.68,33.92,32.78,5.13,2.08,,,0.9,30.13,202.55,1.73,112.62,22.68,13.05,18.27,0.07,0.0,1.68,0.0,53.33
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,734.15,36.9,4057.02,1432.34,275.66,19.25,20.01,19.4,2.34,0.63,10.29,0.03,13.44,736.02,24.71,376.94,122.76,32.64,6.8,0.22,-0.27,0.23,0.27,50.43
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,244.95,17.99,493.81,688.95,92.55,13.43,13.43,8.74,3.07,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,16.87,0.01,0.0,0.52,0.04,54.97
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,289.0,41.07,100.6,101.71,27.74,27.27,27.94,12.14,1.71,1.13,9.15,0.57,16.72,5.58,1.33,19.08,5.34,0.0,11.1,0.0,0.0,2.32,0.06,71.97
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,60.0,39.2,149.87,420.75,77.19,18.35,18.35,3.55,0.83,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,21.07,0.08,0.0,2.76,0.0,68.59
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,267.0,40.4,1910.72,1583.7,585.53,36.97,36.81,22.51,3.44,0.43,2.62,2.72,14.01,-312.77,98.25,137.73,307.7,0.72,8.2,-1.01,0.57,5.45,0.0,58.24
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,89.0,48.37,211.62,170.47,18.99,11.14,11.14,20.7,2.35,1.1,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.3,-0.66,0.0,2.29,0.0,51.81
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,200.95,52.64,507.72,407.8,85.2,20.89,20.89,9.94,1.52,0.44,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,14.65,0.02,-0.03,1.34,0.0,60.58
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1304.0,55.44,2167.37,1202.6,176.72,14.69,16.03,15.58,1.71,2.87,11.25,0.0,13.34,924.04,35.7,385.41,96.76,330.56,8.42,-0.14,-0.13,0.01,0.03,56.97
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,986.0,42.07,5399.46,492.21,169.95,34.53,35.6,39.19,5.96,22.02,10.36,0.01,11.99,205.04,58.38,176.41,62.46,19.73,3.65,-1.57,-1.63,0.04,0.35,50.7
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,818.0,35.97,1712.64,661.89,154.26,23.31,22.1,12.82,2.56,0.2,17.82,0.08,24.76,536.19,28.11,149.59,155.53,0.82,12.04,0.05,-0.2,0.33,0.42,58.09
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1462.25,52.68,4092.19,2234.35,475.99,21.3,21.3,18.4,1.96,0.03,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,7.7,0.0,-0.02,2.9,0.0,59.75
Crizac,544439.0,CRIZAC,INE0S4R01014,Retailing,Internet & Catalogue Retail,180.0,36.27,3149.7,1033.83,285.68,27.63,27.41,14.3,5.38,0.56,25.0,0.0,40.28,301.25,28.51,238.51,233.59,0.0,9.69,-0.26,-0.69,0.01,4.46,53.6
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,72.0,40.37,160.45,220.82,31.12,14.09,14.09,11.01,1.37,0.17,10.46,0.55,17.64,80.72,1.16,55.63,7.21,8.53,14.33,-4.31,-5.2,2.12,0.0,65.38
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,119.95,32.93,719.7,838.41,93.92,11.2,11.62,12.24,2.74,1.06,15.26,0.03,23.66,207.42,12.17,107.02,88.01,0.05,11.2,-0.11,-0.77,0.1,2.0,60.45
Envirotech Sys.,,ENVIRO,INE0SUH01015,Industrial Products,Other Industrial Products,74.45,43.28,139.9,57.59,18.81,32.66,32.66,11.55,1.84,0.17,13.22,0.18,17.31,24.33,0.82,31.71,3.24,10.04,12.15,0.0,0.16,0.76,0.0,56.97
Espire Hospi,532016.0,,INE176O01011,Leisure Services,Hotels & Resorts,163.45,35.87,243.92,134.25,25.08,18.68,18.68,30.03,4.77,0.14,3.9,2.76,17.17,47.71,6.81,2.49,6.45,0.3,5.57,0.0,0.0,6.65,0.0,73.64
G G Automotive,531399.0,,INE493B01017,Auto Components,Auto Components & Equipments,152.5,40.86,152.35,104.23,18.86,18.09,18.07,15.91,2.61,0.2,10.86,0.5,21.17,27.95,0.48,18.7,14.47,19.1,8.39,0.0,0.0,2.02,0.0,52.79
Ganesh Green,,GGBL,INE0R8C01018,Electrical Equipment,Other Electrical Equipment,232.1,28.2,575.64,1064.73,111.02,10.43,10.43,7.66,2.12,0.07,19.02,0.18,31.76,186.59,0.0,71.54,81.01,169.98,17.07,0.21,-1.41,0.48,0.21,51.74
