Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,123.30,196.17,75.39,19.62,26.02,30.64,22.50,2.39,0.13,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.24,0.32,-1.46,0.00,68.47
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,232.30,469.11,138.34,30.32,21.92,21.99,15.45,3.02,0.33,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,12.31,0.00,-0.90,0.01,63.30
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,64.28,402.50,63.57,7.83,12.32,9.09,81.98,8.11,1.73,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.29,0.00,0.00,0.53,55.67
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,394.65,1387.68,231.46,108.87,47.04,52.57,24.64,2.36,0.26,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.84,0.00,-2.21,0.05,58.32
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),407.65,152.13,26.12,10.73,41.08,42.33,23.40,2.13,-1.38,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.94,0.00,0.08,1.79,55.15
Artificial Elect,526443,,IT - Software,Software Products,157.00,266.36,61.20,15.64,25.56,11.49,20.79,6.35,0.12,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.43,0.00,0.00,0.00,64.37
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,115.00,150.34,170.36,21.49,12.61,15.24,12.16,1.04,0.41,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.01,0.00,0.00,3.00,61.02
Bharat Road,540700,BRNL,Construction,Civil Construction,24.43,205.09,342.28,163.37,47.73,20.63,1.14,0.50,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,105.42,0.00,-0.01,2.34,54.67
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.62,155.59,98.60,12.41,12.59,10.48,23.19,1.94,1.57,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.43,-0.01,0.06,1.96,51.46
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,108.00,263.81,102.21,26.33,25.76,29.80,9.80,1.54,0.76,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.47,-0.87,-1.50,0.00,60.58
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,973.30,1736.48,574.23,113.89,19.83,19.19,17.89,3.72,0.20,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,7.86,0.03,-0.11,0.58,53.76
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,246.40,114.89,72.49,10.06,13.88,15.85,14.25,1.69,1.71,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.24,0.00,0.00,0.36,58.44
Chavda Infra Ltd,,CHAVDA,Construction,Civil Construction,86.70,213.77,250.28,59.78,23.89,21.59,10.83,1.78,0.19,6.77,1.40,20.27,121.45,2.00,103.28,74.94,92.19,11.54,-0.50,-0.16,3.92,53.39
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,94.55,169.60,35.27,6.43,18.23,19.83,22.55,1.70,0.16,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,10.38,0.05,0.00,0.00,63.28
