Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,129.65,52.18,291.73,72.73,19.67,27.05,26.49,18.53,3.07,0.21,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.41,-1.57,-0.84,0.04,54.02
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,101.50,35.23,161.48,75.39,19.62,26.02,30.64,18.52,1.96,0.10,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.63,0.32,-1.46,0.00,64.45
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,190.90,40.07,385.51,138.34,30.32,21.92,21.99,12.70,2.48,0.27,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,16.47,0.00,-0.90,0.01,59.85
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,42.87,29.39,268.41,63.57,7.83,12.32,9.09,54.67,5.41,1.15,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,3.42,0.00,0.00,0.53,65.99
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,550.85,49.19,681.00,202.86,38.80,19.13,32.27,24.98,6.01,0.13,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.60,0.00,0.00,0.00,52.02
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),411.00,55.41,153.41,22.93,11.21,48.89,42.33,22.17,2.15,-1.31,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.23,0.00,0.00,1.70,53.17
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,111.93,45.95,309.71,61.20,15.64,25.56,11.49,24.18,4.53,0.14,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,5.53,-0.01,0.00,0.00,70.37
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,103.05,48.24,257.41,369.67,74.84,20.25,20.28,5.92,1.62,0.06,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,18.88,0.10,-0.03,2.46,53.88
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,354.80,40.94,1120.57,612.44,93.91,15.33,15.28,21.42,2.30,-1.21,4.98,0.49,10.69,187.63,15.22,231.94,82.79,156.31,6.26,-0.03,0.06,2.83,52.38
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,85.17,44.68,372.48,95.04,21.23,22.34,20.29,26.53,4.96,0.91,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.44,0.00,0.00,0.77,54.74
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,99.15,38.70,129.62,170.36,21.49,12.61,15.24,10.49,0.90,0.36,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,11.11,0.00,0.00,3.00,58.65
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,20.88,48.43,175.29,342.28,163.37,47.73,20.63,0.97,0.42,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,126.92,0.00,0.00,2.34,53.90
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,412.90,27.40,7162.39,1179.07,439.93,37.31,36.67,20.33,5.70,1.12,24.16,0.02,30.24,748.98,57.99,311.83,40.65,196.79,6.83,1.02,-0.69,0.04,59.84
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,384.55,37.30,652.52,137.99,57.18,41.44,36.01,15.26,2.89,0.11,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,8.37,-1.86,-0.06,0.82,56.69
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,99.05,43.07,241.95,102.21,26.33,25.76,29.80,8.99,1.41,0.70,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,23.41,-0.87,-1.50,0.00,60.06
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,104.40,38.66,126.31,193.38,26.80,13.86,16.12,6.63,1.04,0.10,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,32.73,,,0.05,60.15
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,69.05,35.39,123.86,35.27,6.43,18.23,19.83,16.47,1.24,0.11,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,18.73,0.00,0.00,0.00,68.33
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,366.75,19.93,14030.65,2252.45,579.88,25.74,31.34,40.84,3.70,-2.52,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,3.29,0.76,-0.50,0.95,72.39
Concord Biotech,543960,CONCORDBIO,INE338H01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1180.10,37.30,12345.76,1125.15,436.74,38.82,42.14,38.11,6.76,1.38,19.01,0.00,21.27,924.86,56.75,396.79,86.58,276.28,3.48,0.03,-0.45,0.00,51.87
Cybertech Sys.,532173,CYBERTECH,INE214A01019,IT - Software,Computers - Software & Consulting,134.63,48.59,419.11,237.04,25.55,10.78,13.47,11.82,2.18,0.73,12.15,0.02,14.94,156.56,25.41,18.72,26.36,0.00,15.50,0.00,0.01,0.08,51.01
Danlaw Tech.,532329,,INE310B01013,Industrial Manufacturing,Industrial Products,778.00,57.57,378.94,237.35,34.83,14.67,14.74,19.04,4.42,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.50,0.00,0.00,1.09,51.95
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,144.70,44.91,124.53,142.50,28.16,19.76,19.30,7.06,1.53,0.13,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,15.09,1.51,-0.77,2.23,61.39
Digitide Solutio,544413,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,115.35,42.85,1718.13,1898.94,201.18,10.59,14.07,23.63,1.93,,,0.33,14.95,170.01,-33.68,308.13,31.14,0.00,5.96,0.12,-0.41,2.47,58.76
Dynamic Services,,DYNAMIC,INE0DZ701010,Commercial Services & Supplies,Diversified Commercial Services,133.75,51.12,183.86,347.25,49.12,14.15,13.61,8.04,0.94,0.08,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,16.28,0.00,-0.05,2.98,54.65
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026,Leisure Services,"Tour, Travel Related Services",6.64,44.15,2414.87,522.18,64.87,12.42,24.74,44.66,2.79,99.24,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,3.01,0.00,-0.05,0.51,52.64
Eco Recyc.,530643,,INE316A01038,Other Utilities,Waste Management,406.60,40.45,784.61,39.34,22.73,57.78,70.66,44.63,7.75,0.32,23.12,0.07,84.05,43.87,5.31,12.82,2.05,10.66,3.45,0.00,-0.19,0.25,50.41
