Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
20 Microns,533022,20MICRONS,INE144J01027,Minerals & Mining,Industrial Minerals,140.72,30.57,496.55,920.21,119.80,13.02,12.81,7.66,1.09,0.33,9.83,0.36,16.34,173.64,3.85,146.85,60.78,158.02,17.26,-0.10,0.00,1.57,50.47
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,119.69,19.91,250.71,88.79,17.66,19.89,19.04,34.72,5.67,1.14,10.49,0.72,20.95,6.64,0.19,5.35,5.48,21.08,5.17,0.00,0.00,2.21,53.61
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1110.40,33.95,8803.56,2604.99,1927.47,73.99,75.29,14.04,1.88,0.82,3.27,3.08,14.11,2153.46,2.50,7.79,3.22,0.00,8.87,0.17,-1.16,7.63,50.39
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,102.70,40.03,231.09,77.23,21.92,28.38,26.49,13.10,2.43,0.15,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,12.34,-1.57,-0.84,0.03,63.58
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,64.05,23.07,101.90,75.39,19.62,26.02,30.64,11.69,1.24,0.07,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,12.36,0.32,-1.46,0.00,64.47
Adit.Birla Money,532974,BIRLAMONEY,INE865C01022,Capital Markets,Stockbroking & Allied,102.45,28.47,578.94,438.26,210.64,48.06,50.53,11.24,2.16,0.27,3.24,6.58,37.21,385.08,-1.77,34.66,20.78,0.00,13.15,-0.05,-0.07,8.78,50.91
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,60.75,25.98,104.61,78.14,12.86,16.46,13.15,12.39,2.18,,11.68,0.32,18.36,24.85,0.83,16.10,5.58,18.78,10.62,-1.15,-0.03,1.22,60.96
Agarwal Toughene,,AGARWALTUF,INE0P8X01016,Industrial Products,Glass - Industrial,86.90,38.90,153.59,78.90,27.61,34.99,36.38,7.14,1.44,0.03,16.49,0.20,27.42,79.76,5.17,23.18,1.16,18.91,18.78,0.00,-0.28,0.70,50.07
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,492.05,39.12,3183.43,2627.76,596.34,22.69,24.28,9.41,1.44,0.51,9.27,0.21,16.24,352.10,73.95,490.66,194.64,494.83,13.90,0.02,-0.25,0.91,51.23
Ahm. Steelcraft,522273,,INE868C01018,Industrial Products,Iron & Steel Products,123.05,31.60,185.71,234.56,26.13,11.14,7.03,9.82,1.50,0.06,14.03,0.00,18.35,119.92,0.01,184.33,62.84,0.00,14.12,0.00,0.00,0.00,59.39
