Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Beacon Trust.,,BEACON,Capital Markets,57.00,102.97,25.85,7.25,28.05,28.05,18.96,2.30,1.31,13.83,0.00,16.96,5.35,1.30,5.48,0.38,0.00,7.55,0.00,-0.70,0.02,56.82
BEW Engg,,BEWLTD,,150.80,197.15,134.36,20.40,15.18,15.18,16.21,1.43,0.56,6.31,0.42,11.64,100.97,0.92,40.40,11.26,117.31,7.96,0.00,0.00,2.86,59.92
Bharat Road,540700,BRNL,Construction,20.55,172.52,458.21,240.51,52.49,52.49,1.27,0.52,0.03,6.53,1.31,52.27,-127.79,21.80,0.94,3.35,0.00,46.86,0.00,0.01,2.31,61.94
Bodhi Tree,543767,BTML,Entertainment,7.91,142.77,89.10,9.01,10.11,10.11,29.26,4.36,1.98,6.41,0.66,16.27,25.29,0.66,23.35,24.94,24.01,5.70,3.29,-0.19,2.31,59.52
CapitalNumbers,544343,,IT - Software,128.10,312.91,99.73,29.72,29.80,29.80,12.13,1.99,0.66,21.77,0.00,23.00,145.64,5.96,6.42,1.01,0.00,15.20,,,0.00,53.25
Chemtech Indust.,537326,,Industrial Manufacturing,112.85,202.42,40.04,7.91,19.76,19.76,28.83,2.11,0.20,9.04,0.00,10.74,81.94,2.63,11.32,3.83,2.42,6.96,0.00,0.00,0.00,65.38
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,217.01,1533.96,250.18,146.53,58.57,58.57,14.78,5.81,0.22,33.74,0.01,48.67,155.38,-0.04,24.77,0.24,0.00,10.78,-0.85,-1.49,0.03,52.50
Danlaw Tech.,532329,,Industrial Manufacturing,910.40,443.43,218.38,31.82,14.57,14.57,23.44,5.78,0.19,13.10,0.46,28.11,59.46,0.96,49.07,26.00,36.86,6.06,0.00,0.00,1.28,59.70
DCG Cables,,DCG,,75.10,136.30,127.56,16.04,12.57,12.57,16.83,1.72,0.09,7.92,0.44,15.69,40.39,1.12,13.28,0.86,36.48,8.59,0.00,0.00,2.42,50.75
Delaplex,,DELAPLEX,IT - Software,139.55,127.13,55.76,10.87,19.49,19.49,12.29,1.76,0.64,14.82,0.00,15.10,49.21,3.31,26.56,0.20,0.00,11.16,0.00,0.00,0.00,52.61
Delta Auto.,,DELTIC,Automobiles,80.00,122.32,83.19,10.99,13.21,13.21,14.56,1.67,,14.25,0.05,18.49,71.46,0.82,16.61,3.86,18.26,12.33,,,0.34,56.46
Dolat Algotech,505526,DOLATALGO,Capital Markets,88.42,1556.19,529.90,347.71,65.62,65.62,7.22,1.55,0.82,20.82,0.07,24.00,532.94,0.02,0.00,0.00,0.00,21.44,0.01,-0.01,0.19,52.59
DRC Systems,543268,DRCSYSTEMS,IT - Software,17.44,233.16,65.38,20.74,31.72,31.72,15.46,3.61,0.09,16.94,0.00,26.83,-2.60,0.47,9.74,2.09,0.00,7.31,0.00,0.01,0.01,50.31
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,136.25,187.29,274.74,36.48,13.28,13.28,11.04,1.01,0.11,7.63,0.64,12.54,91.91,2.10,89.52,13.71,27.97,12.80,0.00,0.00,3.15,66.30
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,9.82,3480.29,587.32,145.29,24.74,24.74,32.42,4.83,72.04,10.66,0.05,16.21,485.31,15.93,296.19,130.95,2.07,4.41,-0.43,-1.15,0.25,55.77
Edvenswa Enter,517170,,IT - Software,44.00,128.55,119.47,15.89,13.30,13.30,10.96,1.00,0.18,11.24,0.00,12.99,63.30,-0.03,9.97,3.04,0.00,14.43,0.00,0.00,0.00,55.92
Electrost.Cast.,500128,ELECTCAST,Industrial Products,108.50,6707.30,7319.97,1035.77,14.15,14.15,9.45,1.16,0.34,7.55,0.37,13.03,1876.36,123.11,1482.74,556.52,2463.97,11.79,-0.42,0.21,2.09,54.15
Emerald Finance,538882,,Finance,76.53,264.34,23.88,16.98,71.11,69.59,25.47,3.13,0.48,10.42,0.18,13.53,100.89,0.10,2.11,0.00,0.00,6.48,0.00,-3.40,0.92,54.35
Energy-Mission,,EMMIL,Industrial Manufacturing,228.95,259.32,150.49,21.27,14.13,14.13,20.63,3.05,0.37,10.50,0.29,21.05,52.26,0.46,17.01,14.18,69.52,6.77,2.34,-0.06,1.30,60.63
Frog Cellsat,,FROG,Telecom -  Equipment & Accessories,222.15,344.97,219.35,35.42,16.15,16.15,14.64,2.18,0.76,12.24,0.13,16.24,77.59,2.81,79.08,29.89,39.13,9.46,0.00,0.28,0.59,51.50
G M Polyplast,543239,,Industrial Products,85.00,114.41,96.16,11.70,12.17,12.17,15.38,2.92,0.73,16.52,0.02,20.97,31.99,0.08,21.12,4.31,13.75,9.21,0.00,0.00,0.08,55.26
Gem Enviro,544199,,Other Utilities,65.84,148.47,59.20,7.35,12.42,12.42,24.38,3.03,-3.75,12.12,0.00,14.67,46.59,0.83,29.21,9.09,6.58,5.86,-0.94,-0.01,0.00,73.32
Gensol Engineer.,542851,GENSOL,Electrical Equipment,46.28,175.88,1451.84,329.58,22.70,23.86,2.04,0.30,0.01,3.16,2.33,20.10,224.48,3.86,308.51,167.81,3.88,22.78,0.14,4.25,4.66,95.59
Geojit Fin. Ser.,532285,GEOJITFSL,Capital Markets,73.26,2044.85,720.00,256.35,35.60,38.09,13.57,1.76,3.76,8.50,0.13,16.83,725.61,1.43,114.51,48.44,0.00,19.36,0.67,0.11,0.69,54.03
GRP,509152,GRPLTD,Industrial Products,2278.30,1215.09,548.00,65.22,11.90,12.51,43.26,6.34,0.61,8.28,0.77,17.44,27.97,1.82,100.63,28.32,53.44,3.72,0.00,-0.02,2.90,52.93
Hariom Pipe,543517,HARIOMPIPE,Industrial Products,435.20,1347.70,1357.05,175.43,12.93,12.93,21.83,2.35,0.81,5.94,0.70,11.91,233.72,2.89,202.49,186.39,426.70,7.54,-0.01,0.10,3.14,51.03
HP Adhesives,543433,HPAL,Chemicals & Petrochemicals,48.94,449.63,251.25,25.56,10.17,10.17,25.20,2.45,0.58,8.39,0.04,10.11,104.00,4.48,41.78,22.95,56.15,5.60,-1.48,-0.12,0.30,52.42
Indian Emuls,,IEML,Chemicals & Petrochemicals,144.75,176.92,101.23,19.62,19.38,19.38,13.30,2.16,0.02,14.67,0.31,24.08,47.64,1.43,30.61,6.41,36.41,9.30,-1.13,-1.27,1.36,64.35
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,1670.70,1774.28,611.78,84.62,13.83,13.83,27.78,6.32,0.38,15.50,0.03,25.66,215.14,16.45,122.56,62.30,137.26,5.72,-0.25,-0.08,0.08,55.95
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,169.39,339.66,103.84,18.94,18.24,18.24,20.88,4.33,0.46,17.85,0.19,23.03,70.39,0.18,15.00,1.16,70.68,5.09,0.00,0.00,0.82,56.39
Insolation Ener,543620,,Power,220.00,4847.55,1269.56,159.92,12.60,12.60,39.73,11.06,0.25,42.22,0.06,49.87,333.37,2.77,32.12,14.66,22.46,3.40,0.27,-0.42,0.16,53.68
Jai Balaji Inds.,532976,JAIBALAJI,Ferrous Metals,110.70,10099.05,6350.80,866.78,13.65,13.65,18.10,4.75,0.14,15.40,0.26,30.75,414.24,67.66,430.28,713.59,1248.21,7.98,0.00,0.07,0.66,53.87
Kabra Jewels,,KKJEWELS,Consumer Durables,103.70,108.73,210.88,26.60,12.61,12.61,9.53,1.36,0.34,6.92,1.19,20.50,97.87,0.33,2.18,7.66,150.24,13.37,,,3.74,60.87
Kamdhenu,532741,KAMDHENU,Industrial Products,29.97,843.30,747.49,75.42,10.09,10.09,13.85,2.63,0.44,18.66,0.00,21.99,238.29,10.46,44.67,27.26,17.15,10.06,0.32,-1.32,0.02,55.47
Kaycee Inds.,504084,,Electrical Equipment,1240.60,393.70,54.49,8.48,15.56,16.29,68.23,13.56,1.46,15.59,0.02,22.25,16.33,0.78,16.24,5.74,3.74,2.08,0.00,0.00,0.07,74.67
Kody Technolab,,KODYTECH,IT - Software,768.45,979.59,71.77,24.93,34.74,34.74,55.60,12.38,0.27,22.82,0.17,30.32,16.22,1.25,34.78,10.00,6.67,2.51,0.06,0.03,0.53,62.88
Lakshya Powertec,,LAKSHYA,,141.10,142.28,160.10,22.64,14.14,14.14,8.99,1.49,0.06,13.54,0.27,25.05,87.09,1.20,67.18,22.63,39.96,14.01,-3.83,-4.27,1.09,62.57
Lorenzini Appar.,540952,LAL,Textiles & Apparels,11.33,195.71,63.42,7.78,12.27,12.27,33.51,4.11,0.13,8.66,0.20,15.88,45.26,3.42,11.45,7.42,40.48,4.34,0.00,-0.07,1.08,68.44
Maruti Interior,543464,,Consumer Durables,93.00,140.43,43.68,8.31,19.02,19.02,29.13,3.92,1.69,10.64,0.22,14.45,11.97,0.19,11.89,4.50,8.93,4.82,0.00,0.00,1.09,59.48
Maxposure,,MAXPOSURE,Entertainment,59.25,134.74,53.90,10.88,20.19,20.19,16.08,2.09,0.07,10.86,0.12,13.87,18.11,1.38,15.40,2.29,0.38,8.75,-0.32,-2.70,0.68,57.37
Mehai Technology,540730,,Commercial Services & Supplies,14.05,520.59,119.46,13.25,11.09,11.09,69.60,4.49,0.34,7.49,0.39,10.63,30.04,0.13,34.27,1.07,17.18,2.30,0.00,0.00,3.00,58.69
Mishtann Foods,539594,,Food Products,6.09,656.27,1375.30,338.92,24.64,24.64,1.97,0.68,,36.46,0.05,44.10,962.93,0.13,1158.45,128.02,2.92,48.15,0.00,-1.37,0.14,64.11
Multibase India,526169,,Chemicals & Petrochemicals,262.20,330.90,70.75,14.78,20.89,20.89,22.59,4.21,0.70,12.57,0.00,13.75,67.35,6.06,10.10,4.79,13.91,7.04,0.00,0.00,0.00,57.83
Nephro Care,,NEPHROCARE,Healthcare Services,145.05,239.14,46.03,5.87,12.75,12.75,65.70,4.47,0.53,8.16,0.00,10.63,14.21,1.53,3.23,3.84,1.23,2.11,-1.17,-0.56,0.00,54.86
Newgen Software,540900,NEWGEN,IT - Software,818.15,11591.45,1492.82,373.52,25.02,25.30,36.52,7.64,1.55,16.52,0.04,22.50,707.17,70.41,556.68,50.47,0.00,3.65,0.33,-0.22,0.13,54.52
Nirman Agri,,NIRMAN,Agricultural Food & other Products,153.65,123.07,236.52,26.55,11.23,11.23,4.87,1.12,0.04,32.15,0.00,34.34,97.31,0.18,37.50,0.34,37.05,26.72,0.00,0.01,0.02,68.28
Owais Metal,,OWAIS,Ferrous Metals,497.80,905.12,213.41,65.90,30.88,30.88,18.18,8.10,,34.51,0.23,55.32,78.94,-2.45,90.33,41.31,41.01,7.02,-0.21,-0.12,0.39,68.25
Paisalo Digital,532900,PAISALO,Finance,30.49,2750.56,803.26,621.59,77.38,77.99,13.40,1.79,0.37,4.26,2.32,13.93,52.13,0.78,21.21,34.27,0.00,9.91,-0.43,-2.30,5.79,55.74
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,100.59,123.77,100.97,19.50,19.31,19.31,9.26,1.25,0.70,12.09,0.00,14.47,38.29,2.15,16.71,10.89,6.11,18.71,0.00,0.00,0.00,71.13
PMC Fincorp,534060,,Finance,2.26,160.93,21.53,19.78,91.87,91.87,11.21,0.95,0.11,8.05,0.27,10.10,45.36,0.00,0.00,0.00,0.39,12.32,0.00,0.00,2.35,56.95
Power & Instrum.,543912,PIGL,Electrical Equipment,133.16,232.80,168.84,17.15,10.16,10.16,19.81,2.11,0.33,8.37,0.17,14.53,81.82,2.43,60.45,30.48,47.80,7.71,0.08,0.00,0.95,68.07
Pratham EPC,,PRATHAM,Construction,142.85,260.17,118.90,17.41,14.64,14.64,18.99,3.40,0.41,14.79,0.16,20.23,62.12,3.88,30.71,3.87,37.00,7.52,-0.02,-1.13,0.60,51.90
Quest Flow,543982,,Industrial Products,376.10,382.12,67.21,12.47,18.55,18.55,56.19,,,7.16,0.29,10.74,55.39,0.73,46.22,13.12,8.97,2.46,0.05,4.23,2.01,66.27
Rajasthan Gases,526873,,Petroleum Products,38.00,292.12,8.23,8.04,97.69,97.69,41.61,8.13,0.25,21.27,0.00,21.67,5.40,0.00,0.00,0.00,0.00,2.75,0.00,0.00,0.00,50.14
Rajeshwari Cans,543285,,Industrial Products,149.25,156.59,40.24,4.70,11.68,11.68,81.56,13.05,1.14,7.56,0.80,17.41,2.39,0.18,6.74,6.22,5.75,2.06,0.00,0.00,2.82,57.66
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,107.76,1925.40,287.86,58.03,20.16,18.37,40.40,10.83,1.09,13.82,0.00,26.30,95.67,5.95,15.09,30.03,130.36,3.25,4.45,3.72,0.00,67.63
RBM Infracon,,RBMINFRA,Commercial Services & Supplies,454.95,459.64,321.75,42.95,13.35,13.35,15.60,3.26,0.11,11.48,0.08,24.93,117.75,0.78,67.27,47.84,69.13,8.93,0.00,0.01,0.28,56.63
Refractory Shap.,,REFRACTORY,Industrial Products,54.85,119.57,58.77,10.30,17.53,17.53,19.76,2.66,0.70,10.05,0.38,18.54,22.33,1.05,12.69,5.39,16.76,6.70,-0.15,0.37,1.92,75.07
Resgen,543805,,Petroleum Products,81.74,171.45,65.16,15.38,23.60,23.60,21.48,2.98,0.18,11.71,0.08,14.89,37.16,0.00,19.79,2.91,23.90,6.77,0.00,0.00,0.39,55.30
Revathi Equip,544246,RVTH,Industrial Manufacturing,944.90,289.80,178.53,29.13,16.32,16.32,14.36,2.29,0.67,8.47,0.29,17.56,86.89,10.31,25.15,29.51,68.46,11.74,0.00,-0.04,0.98,74.25
RKEC Projects,,RKEC,Construction,65.73,157.69,399.02,51.46,12.90,12.90,7.87,0.84,0.17,4.01,1.04,11.22,109.17,6.85,168.60,120.01,196.58,16.15,0.00,-0.13,3.95,55.74
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,185.05,104.72,55.44,10.50,18.94,18.94,19.25,2.59,0.08,11.52,0.18,14.40,25.22,0.11,9.28,2.24,25.68,7.23,-0.18,-0.03,0.93,73.08
Rossell India,533168,ROSSELLIND,Agricultural Food & other Products,65.26,246.01,181.56,26.06,14.35,14.35,12.41,1.30,-2.18,7.51,0.45,10.87,-5.61,3.51,0.18,4.82,9.13,7.55,0.00,0.00,3.44,64.49
Shanti Educat.,539921,,Other Consumer Services,100.95,1625.30,58.99,7.25,12.29,12.29,230.21,22.97,,8.78,0.11,10.50,7.24,4.26,9.48,4.78,6.94,0.63,0.00,0.00,0.78,51.41
Share India Sec.,540725,SHAREINDIA,Capital Markets,170.88,3739.29,1375.81,508.31,36.95,35.68,12.11,1.60,0.70,9.87,0.22,16.06,1935.41,17.40,33.66,413.29,0.00,28.31,-0.66,-0.90,1.01,50.44
Shivalic Power,,SPCL,Electrical Equipment,109.80,264.79,132.36,18.82,14.22,14.22,21.32,2.35,0.23,11.33,0.05,16.12,97.68,1.53,28.53,7.04,57.01,7.49,-0.34,-1.34,0.28,64.09
Shree Tirupati,,TIRUPATI,Industrial Products,490.00,496.37,208.30,24.67,11.84,11.84,34.54,5.39,1.28,8.05,0.97,16.94,65.54,3.85,48.60,9.80,66.22,4.41,0.00,0.00,3.46,50.99
Sonam,,SONAMLTD,Consumer Durables,46.09,184.51,119.36,12.07,10.11,11.60,28.47,2.93,1.24,6.89,0.29,10.58,15.35,1.45,10.05,8.43,27.94,5.34,0.00,-0.41,1.70,52.34
Spright Agro,531205,,Commercial Services & Supplies,2.21,236.80,174.03,25.80,14.83,12.23,10.53,1.82,0.01,19.04,0.00,19.95,96.21,0.34,81.69,4.72,19.34,11.03,0.00,0.00,0.02,95.05
Srivari Spices &,,SSFL,Food Products,170.90,146.47,111.92,18.36,16.40,16.40,15.07,2.50,0.11,14.20,0.28,23.51,41.00,0.07,29.84,2.29,26.41,10.14,0.26,0.00,1.00,53.67
Starlineps Enter,540492,,Metals & Minerals Trading,6.28,162.89,73.35,7.37,10.05,10.05,24.76,4.96,0.14,15.89,0.00,22.26,24.94,1.44,5.20,18.78,23.91,5.92,0.00,0.00,0.00,79.72
Std. Capital Mkt,511700,,Finance,0.62,152.18,140.86,122.72,87.12,84.54,3.67,0.30,0.01,2.60,3.21,11.02,-225.18,19.98,0.00,0.00,0.00,11.20,0.00,0.00,8.02,63.95
Sterling Tools,530759,STERTOOLS,Auto Components,340.20,1230.99,1026.30,109.57,10.68,10.68,21.12,2.46,0.65,7.77,0.31,12.31,231.84,11.65,65.45,62.31,174.06,6.98,-2.15,-0.42,1.79,54.29
Suraj Estate,544054,SURAJEST,Realty,288.15,1376.59,547.89,188.93,34.48,36.91,15.07,1.52,0.27,6.60,0.51,14.12,1209.53,3.88,56.54,42.86,904.06,10.48,-0.54,-0.14,2.45,65.98
Suraj Products,518075,,Industrial Products,283.25,322.91,314.44,33.57,10.68,11.40,16.71,2.16,-5.32,11.62,0.14,15.31,74.65,0.57,14.11,3.88,42.81,8.10,0.00,0.00,0.80,55.74
Suratwwala Busi.,543218,SBGLP,Realty,41.15,713.61,32.24,13.29,41.22,41.22,66.51,10.42,1.54,7.76,0.88,16.98,74.54,1.91,1.84,12.17,103.46,1.92,0.00,-0.05,4.07,71.23
Suyog Gurbaxani,543391,,Construction,118.80,295.36,53.01,17.50,33.01,33.01,33.99,12.07,0.71,6.76,3.52,43.19,47.91,0.01,0.92,8.77,0.96,2.86,0.00,0.00,7.90,56.72
Suyog Telematics,537259,SUYOG,Telecom - Services,853.05,954.53,192.57,110.13,57.19,57.19,23.54,2.37,-35.13,6.90,0.53,11.61,60.85,8.95,63.02,17.10,7.98,6.41,-0.01,-0.02,2.93,56.68
Systematix Corp.,526506,,Capital Markets,115.10,1571.55,147.74,46.63,31.56,25.08,28.85,5.24,0.76,12.42,0.07,20.24,243.61,29.49,35.00,88.13,0.00,5.48,0.00,0.11,0.28,65.73
Taylormade Renew,541228,,Industrial Manufacturing,221.70,268.80,71.07,20.22,28.45,28.45,21.98,2.85,0.07,10.60,0.09,15.52,76.16,0.05,60.21,20.32,22.57,6.76,0.00,0.00,0.45,59.02
TBI Corn,,TBI,Agricultural Food & other Products,98.70,179.22,211.60,23.75,11.22,11.22,13.15,1.77,,9.68,0.64,18.90,83.03,2.11,45.53,12.02,70.33,9.71,-1.91,-1.27,2.74,66.97
Teerth Gopicon,,TGL,Construction,122.25,146.70,118.27,24.61,20.81,20.81,11.43,1.93,0.03,8.32,0.44,26.96,61.27,0.29,27.43,6.82,62.79,11.46,0.00,-0.21,1.64,84.21
Tejas Networks,540595,TEJASNET,Telecom -  Equipment & Accessories,575.55,10169.46,7562.42,892.13,11.80,14.10,58.05,2.64,0.53,4.79,0.89,12.77,1701.68,41.94,4443.85,1183.95,2367.19,4.15,-0.13,-0.94,6.20,60.58
Tinna Rubber,530475,TINNARUBR,Industrial Products,899.15,1619.89,505.35,76.17,15.07,15.07,32.87,8.65,0.76,15.10,0.76,32.22,17.86,7.69,41.23,46.91,63.17,4.30,4.84,0.02,1.79,53.87
Titan Biotech,524717,,Chemicals & Petrochemicals,423.35,349.84,156.45,25.43,16.25,16.25,16.25,2.28,-70.65,13.00,0.02,15.01,61.30,3.91,18.82,5.22,50.72,7.25,0.02,0.00,0.11,58.41
Touchwood Enter.,,TOUCHWOOD,Other Consumer Services,99.41,110.16,68.85,7.68,11.15,11.15,20.44,2.67,0.52,11.58,0.03,13.92,32.14,0.39,7.55,1.45,0.00,8.21,1.04,0.00,0.18,50.80
Trident Techlabs,,TECHLABS,IT - Software,464.50,802.71,76.57,18.70,24.42,24.42,69.80,13.82,0.43,12.10,0.22,21.98,55.20,0.73,63.36,11.60,2.32,2.25,-3.25,0.02,0.70,72.19
Trust Fintech,,TRUST,IT - Software,58.10,138.42,31.26,9.79,31.32,31.32,15.38,1.25,0.17,10.55,0.00,11.57,73.70,4.37,15.18,1.47,2.06,9.12,-0.67,-0.44,0.00,80.67
Unicommerce,544227,UNIECOM,IT - Software,118.92,1228.01,134.79,26.48,19.65,19.65,69.69,17.51,,10.45,0.11,25.34,-83.81,5.41,13.64,20.23,0.00,2.00,-1.39,-0.27,0.31,54.95
Urban Enviro,,URBAN,Other Utilities,160.25,138.78,141.05,25.05,17.76,17.76,13.53,4.35,0.16,13.13,0.85,38.35,29.06,0.47,41.28,4.13,0.00,10.81,0.00,-0.04,1.55,53.90
Vedant Fashions,543463,MANYAVAR,Retailing,742.45,18037.78,1427.86,650.51,45.56,46.35,45.52,10.10,5.31,14.80,0.27,22.96,1205.99,89.52,618.61,102.34,201.97,3.16,0.51,-0.26,0.83,50.90
Vertoz,,VERTOZ,Media,83.68,713.20,255.20,36.44,14.28,14.28,27.79,3.74,0.45,11.36,0.11,14.71,99.99,6.98,61.09,31.81,0.00,4.17,0.00,-0.28,0.70,78.26
Vishnusurya Pro.,,VISHNUINFR,Other Construction Materials,184.85,454.91,270.63,48.79,18.03,18.03,15.53,2.88,0.27,13.10,0.35,20.23,45.71,0.76,43.94,20.92,4.45,8.75,0.00,-0.01,1.27,55.35
Vuenow Infratech,531997,,Industrial Manufacturing,75.78,175.82,41.75,10.06,24.10,19.48,26.24,16.00,0.08,18.49,0.45,123.67,7.99,0.00,20.45,28.24,5.65,5.50,0.00,0.00,0.53,61.52
Zenith Drugs,,ZENITHDRUG,Pharmaceuticals & Biotechnology,65.30,111.98,133.32,13.58,10.19,10.19,15.11,1.61,0.47,5.01,0.70,11.26,35.88,2.36,60.58,40.18,39.61,8.25,0.00,-0.36,3.67,57.71
