Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,112.6,49.88,253.36,77.23,21.92,28.38,26.49,14.36,2.66,0.16,35.51,0.01,47.28,75.9,2.58,44.68,7.37,0.0,11.08,-1.57,-0.84,0.03,60.07
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,64.75,32.71,103.02,75.39,19.62,26.02,30.64,11.81,1.25,0.07,11.21,0.0,13.08,-2.28,2.68,0.48,2.12,0.0,12.22,0.32,-1.46,0.0,63.24
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,68.0,46.47,117.1,78.14,12.86,16.46,13.15,13.87,2.44,,11.68,0.32,18.36,24.85,0.83,16.1,5.58,18.78,9.61,-1.15,-0.03,1.22,56.3
AGI Greenpac,500187.0,AGI,INE415A01038,Industrial Products,Packaging,499.9,44.04,3227.75,2627.76,596.34,22.69,24.28,9.54,1.46,0.52,9.27,0.21,16.24,352.1,73.95,490.66,194.64,494.83,13.74,0.02,-0.25,0.91,50.46
Ahm. Steelcraft,522273.0,,INE868C01018,Industrial Products,Iron & Steel Products,146.8,50.42,221.55,234.56,26.13,11.14,7.03,11.71,1.79,0.07,14.03,0.0,18.35,119.92,0.01,184.33,62.84,0.0,11.81,0.0,0.0,0.0,51.55
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,190.3,68.16,384.3,138.05,29.53,21.39,21.99,12.7,2.47,0.27,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,16.53,0.0,-0.9,0.01,59.98
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,41.19,54.24,257.89,52.43,8.54,16.29,9.09,51.17,5.19,1.08,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,3.79,0.0,0.0,0.5,67.32
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,516.7,57.32,638.78,202.86,38.8,19.13,32.27,23.43,5.63,0.12,25.97,0.0,35.03,34.31,1.78,19.26,13.79,5.29,4.91,0.0,0.0,0.0,54.99
Arihant Super.,506194.0,ARIHANTSUP,INE643K01018,Realty,"Residential, Commercial Projects",218.23,45.48,935.81,522.23,118.05,22.6,20.9,20.61,2.69,2.14,3.91,2.38,18.84,1083.45,6.64,128.83,89.2,817.55,6.96,-0.03,-0.05,6.85,53.38
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,120.5,55.88,333.41,108.21,33.32,30.79,11.49,13.16,7.68,0.08,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,10.22,-0.01,0.0,0.0,68.1
