Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,115.05,183.04,75.39,19.62,26.02,30.64,20.99,2.23,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.71,0.32,-1.46,0.00,70.58
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,247.40,499.60,138.34,30.32,21.92,21.99,16.46,3.22,0.35,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,11.27,0.00,-0.90,0.01,60.92
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,65.95,412.96,63.57,7.83,12.32,9.09,84.11,8.32,1.77,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.24,0.00,0.00,0.53,54.52
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,403.50,1418.80,231.46,108.87,47.04,52.57,25.20,2.41,0.26,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.70,0.00,-2.21,0.05,57.39
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),428.35,159.86,26.12,10.73,41.08,42.33,24.59,2.24,-1.45,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.64,0.00,0.08,1.79,52.88
Artificial Elect,526443,,IT - Software,Software Products,161.50,274.00,61.20,15.64,25.56,11.49,21.39,6.53,0.12,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.25,0.00,0.00,0.00,63.35
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,114.25,149.36,170.36,21.49,12.61,15.24,12.08,1.04,0.41,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.06,0.00,0.00,3.00,61.27
Bharat Road,540700,BRNL,Construction,Civil Construction,24.36,204.50,342.28,163.37,47.73,20.63,1.14,0.49,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,105.78,0.00,-0.01,2.34,54.80
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.54,154.15,98.60,12.41,12.59,10.48,22.97,1.92,1.56,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.50,-0.01,0.06,1.96,51.91
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,113.85,278.10,102.21,26.33,25.76,29.80,10.33,1.62,0.80,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,18.92,-0.87,-1.50,0.00,58.45
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,231.05,107.74,72.49,10.06,13.88,15.85,13.37,1.58,1.61,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.92,0.00,0.00,0.36,61.03
Chavda Infra Ltd,,CHAVDA,Construction,Civil Construction,83.15,205.01,250.28,59.78,23.89,21.59,10.39,1.71,0.18,6.77,1.40,20.27,121.45,2.00,103.28,74.94,92.19,11.82,-0.50,-0.16,3.92,55.30
