Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,122.95,195.61,75.39,19.62,26.02,30.64,22.43,2.38,0.13,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.26,0.32,-1.46,0.00,68.55
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,241.80,488.30,138.34,30.32,21.92,21.99,16.08,3.14,0.34,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,11.63,0.00,-0.90,0.01,61.80
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,65.05,407.32,63.57,7.83,12.32,9.09,82.96,8.20,1.75,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.27,0.00,0.00,0.53,55.14
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,417.00,1466.27,231.46,108.87,47.04,52.57,26.04,2.50,0.27,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.51,0.00,-2.21,0.05,55.96
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),417.45,155.79,26.12,10.73,41.08,42.33,23.97,2.18,-1.41,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.80,0.00,0.08,1.79,54.08
Artificial Elect,526443,,IT - Software,Software Products,162.70,276.03,61.20,15.64,25.56,11.49,21.55,6.58,0.12,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.21,0.00,0.00,0.00,63.07
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,115.10,150.47,170.36,21.49,12.61,15.24,12.17,1.04,0.41,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.00,0.00,0.00,3.00,60.98
Bharat Road,540700,BRNL,Construction,Civil Construction,24.69,207.27,342.28,163.37,47.73,20.63,1.15,0.50,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,104.13,0.00,-0.01,2.34,54.18
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.66,156.31,98.60,12.41,12.59,10.48,23.30,1.95,1.58,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.40,-0.01,0.06,1.96,51.24
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,112.85,275.66,102.21,26.33,25.76,29.80,10.24,1.60,0.79,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,19.17,-0.87,-1.50,0.00,58.81
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,1049.95,1873.23,574.23,113.89,19.83,19.19,19.30,4.01,0.21,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,7.26,0.03,-0.11,0.58,50.12
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,239.45,111.65,72.49,10.06,13.88,15.85,13.85,1.64,1.66,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.54,0.00,0.00,0.36,59.61
