Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Aaradhya Dis.,,AARADHYA,INE124401014,"Paper, Forest & Jute Products",Paper & Paper Products,87.85,36.89,124.2,113.69,18.02,15.85,15.85,9.71,1.59,0.08,13.3,0.51,44.46,64.42,2.26,40.86,5.0,38.4,12.13,-0.01,0.0,2.23,0.0,51.73
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,124.47,37.54,260.74,92.01,17.69,19.23,19.23,38.38,5.38,4.8,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,4.67,0.0,0.0,1.98,0.49,51.76
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,219.16,15.29,481.36,279.41,38.05,13.62,10.04,36.45,3.27,2.66,4.11,0.93,11.16,78.54,3.82,57.25,9.24,74.11,4.77,0.0,0.0,4.67,0.0,56.86
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,116.1,45.0,261.23,77.23,21.92,28.38,26.49,14.81,2.74,0.16,35.51,0.01,47.28,75.9,2.58,44.68,7.37,0.0,10.24,-0.43,0.19,0.03,0.0,58.83
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,67.5,34.65,107.39,75.39,19.62,26.02,30.64,12.31,1.3,0.07,11.21,0.0,13.08,-2.28,2.68,0.48,2.12,0.0,11.44,-0.04,-0.01,0.0,0.0,61.68
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,76.5,51.54,131.73,78.14,12.86,16.46,13.15,15.61,2.75,,11.68,0.32,18.36,24.85,0.83,16.1,5.58,18.78,8.64,0.0,0.0,1.22,0.0,50.84
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,146.2,43.56,295.24,138.05,29.53,21.39,21.99,9.75,1.91,0.21,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,23.61,-0.48,-0.21,0.01,1.03,69.25
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,53.0,53.52,331.85,52.43,8.54,16.29,9.09,65.85,6.68,1.39,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,2.87,0.0,0.0,0.5,0.0,57.95
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,566.3,46.79,700.1,239.64,35.66,14.88,14.88,31.26,5.78,0.62,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.17,0.0,0.0,0.0,0.18,50.67
Aprameya Enginee,,APRAMEYA,INE0LQG01010,Healthcare Equipment & Supplies,Medical Equipment & Supplies,177.55,38.26,338.05,168.57,36.8,21.83,17.98,13.75,4.75,0.47,14.68,0.53,36.78,71.27,0.5,112.36,15.69,4.46,9.14,-0.07,0.0,1.0,0.0,50.68
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,113.5,49.0,314.09,108.21,33.32,30.79,11.49,12.44,7.22,0.07,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,10.7,0.0,0.0,0.0,0.0,69.96
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,729.0,34.14,4028.6,1411.09,282.35,20.01,20.01,18.53,2.32,0.6,10.29,0.03,13.44,736.02,19.57,376.94,122.76,32.64,6.8,0.36,-0.48,0.22,0.53,56.24
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,453.0,55.35,157.66,96.93,27.5,28.37,28.79,16.22,2.93,0.41,10.0,0.34,19.99,3.26,1.28,18.24,4.98,0.0,9.29,0.0,0.0,1.16,0.04,56.06
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,86.4,46.38,215.83,369.67,74.84,20.25,20.28,4.97,1.35,0.05,12.64,1.14,30.2,79.37,4.14,85.02,20.02,81.79,20.46,0.08,0.0,2.46,0.0,60.37
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,322.25,41.1,2305.38,1423.03,513.97,36.12,33.7,39.28,4.54,0.95,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.66,-0.04,-0.99,5.97,0.0,55.18
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,216.45,45.97,546.84,417.47,84.91,20.34,21.3,10.07,1.76,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.0,15.16,-0.75,0.11,0.84,0.0,57.54
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,82.38,51.38,360.32,98.56,21.94,22.26,20.29,24.48,4.82,0.84,9.71,0.21,19.89,20.5,1.27,26.86,16.54,29.84,5.54,0.0,0.0,0.74,0.12,56.23
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1382.3,43.13,2297.52,1240.35,189.2,15.25,14.95,16.19,1.92,-1.22,8.99,0.08,11.09,894.53,18.46,483.4,120.28,298.62,8.31,-0.38,0.11,0.47,0.03,54.38
Blue Cloud Soft.,539607.0,,INE373T01047,IT - Software,Software Products,17.53,33.06,1320.21,908.0,94.7,10.43,8.84,21.46,8.39,,16.28,0.55,44.47,145.82,1.06,233.49,63.48,0.28,6.16,0.0,0.0,0.98,0.0,53.87
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,418.0,48.13,7250.89,1053.1,362.8,34.45,36.67,24.69,5.78,1.36,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,5.47,-0.14,-0.25,0.05,0.28,59.35
Brigade Enterpr.,532929.0,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",664.35,34.99,16251.5,5697.22,1427.33,25.05,25.05,25.04,2.34,0.72,3.03,0.93,10.44,3133.57,198.36,600.69,881.7,11400.89,6.48,1.19,-1.39,4.78,0.36,50.14
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,937.0,57.14,5131.12,472.61,160.3,33.92,37.99,38.82,6.1,1.51,14.74,0.01,17.62,432.31,57.89,174.44,62.9,10.71,3.47,0.36,-0.75,0.05,0.35,55.38
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,435.3,49.76,738.65,137.99,57.18,41.44,36.01,17.31,3.27,0.12,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.33,-1.77,1.24,0.82,0.0,50.98
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,907.3,38.68,1899.67,660.7,146.03,22.1,22.1,14.15,2.77,0.22,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,9.36,-0.04,5.92,0.35,0.37,53.52
