Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,125.95,46.52,283.41,77.23,21.92,28.38,26.49,16.07,2.98,0.18,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,9.74,-1.57,-0.84,0.03,55.34
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,106.85,47.44,170.00,75.39,19.62,26.02,30.64,19.50,2.07,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.24,0.32,-1.46,0.00,50.76
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),4.96,32.43,211.24,135.78,104.55,77.00,77.01,5.62,0.53,0.06,5.98,0.96,10.98,101.70,0.00,0.00,0.30,0.00,19.74,0.00,-0.17,3.71,51.89
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,180.20,41.72,363.89,138.05,29.53,21.39,21.99,12.02,2.34,0.26,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,18.03,0.00,-0.90,0.01,62.10
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,40.28,28.32,252.20,52.43,8.54,16.29,9.09,50.04,5.08,1.05,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,3.88,0.00,0.00,0.50,68.04
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,527.25,43.84,651.82,202.86,38.80,19.13,32.27,23.91,5.75,0.12,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.81,0.00,0.00,0.00,54.07
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),402.15,50.95,150.11,22.93,11.21,48.89,42.33,21.69,2.10,-1.28,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.37,0.00,0.00,1.70,54.18
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,131.33,56.46,363.38,108.21,33.32,30.79,11.49,14.34,8.37,0.08,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,9.37,-0.01,0.00,0.00,65.24
Autoriders Intl.,512277,,INE340U01010,Transport Services,Logistics Solution Provider,490.30,36.65,170.67,96.93,27.50,28.37,28.79,17.54,3.18,0.44,10.00,0.34,19.99,3.26,1.28,18.24,4.98,0.00,8.47,0.00,0.00,1.16,52.44
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,108.95,48.48,272.15,369.67,74.84,20.25,20.28,6.25,1.71,0.06,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,18.19,0.10,-0.03,2.46,50.02
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,325.90,24.68,2319.64,1423.03,513.97,36.12,33.70,39.54,4.67,0.96,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.58,-1.62,2.30,5.97,54.67
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,360.45,44.26,1134.14,612.44,93.91,15.33,15.28,21.68,2.34,-1.23,4.98,0.49,10.69,187.63,15.22,231.94,82.79,156.31,6.20,-0.03,0.06,2.83,51.62
Bajaj Steel Inds,507944,,INE704G01024,Industrial Manufacturing,Industrial Products,418.60,40.45,870.69,560.92,78.83,14.05,15.90,16.54,2.10,0.80,11.01,0.12,17.87,192.54,13.26,36.31,69.31,161.51,9.06,0.00,-0.02,0.66,51.89
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,250.60,35.78,633.14,417.47,84.91,20.34,21.30,11.66,2.05,0.05,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.00,13.51,-0.59,-0.03,0.84,50.84
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,86.77,46.17,379.48,98.56,21.94,22.26,20.29,25.76,5.05,0.88,9.71,0.21,19.89,20.50,1.27,26.86,16.54,29.84,5.55,0.00,0.00,0.74,53.89
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,101.00,44.82,132.04,170.36,21.49,12.61,15.24,10.68,0.92,0.36,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.97,0.00,0.00,3.00,57.88
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,361.90,26.23,6275.08,1053.10,362.80,34.45,36.67,21.37,5.00,1.18,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,6.53,1.02,-0.69,0.05,64.80
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,393.50,46.55,667.71,137.99,57.18,41.44,36.01,15.61,2.96,0.11,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,8.19,-1.86,-0.06,0.82,55.69
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,94.00,34.30,229.61,102.21,26.33,25.76,29.80,8.53,1.34,0.66,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,25.48,-0.87,-1.50,0.00,57.02
Cenlub Industrie,522251,,INE627F01011,Industrial Manufacturing,Industrial Products,220.50,47.70,102.82,71.71,8.99,12.54,15.85,14.30,1.51,1.72,10.56,0.06,14.72,5.10,2.66,12.05,8.87,8.72,10.33,0.00,0.00,0.40,52.88
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,111.15,50.46,134.48,193.38,26.80,13.86,16.12,7.06,1.11,0.11,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,29.82,,,0.05,57.58
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,65.60,31.05,117.67,32.47,5.12,15.77,19.83,18.95,1.18,0.13,9.04,0.00,10.74,74.60,5.36,4.40,2.78,3.10,18.55,0.00,0.00,0.00,56.27
Clean Science,543318,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,745.15,25.60,7914.41,863.60,368.98,42.73,43.31,29.13,5.09,3.41,19.65,0.00,21.88,468.31,38.94,145.65,69.96,104.64,4.60,0.79,-1.13,0.00,53.43
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,308.75,18.84,11829.12,2489.85,557.53,22.39,31.34,39.34,3.12,-2.43,8.86,0.12,12.67,1177.66,19.24,589.69,313.28,592.88,3.41,0.76,-0.50,1.09,76.75
Credo Brands,544058,MUFTI,INE220Q01020,Retailing,Speciality Retail,88.85,40.53,581.01,583.01,153.78,26.38,29.29,12.35,1.40,0.46,9.36,0.58,18.41,303.28,8.11,269.01,22.75,105.25,11.13,-0.02,-0.07,2.71,52.99
Danlaw Tech.,532329,,INE310B01013,Industrial Manufacturing,Industrial Products,633.85,30.28,308.73,244.23,34.96,14.31,14.74,15.46,3.60,0.13,13.19,0.37,28.31,68.49,1.01,49.89,28.61,36.47,9.15,0.00,0.00,1.09,51.24
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,160.50,56.75,138.13,142.50,28.16,19.76,19.30,7.83,1.69,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.07,1.51,-0.77,2.23,57.18
Deepak Builders,544276,DBEIL,INE0OPA01019,Construction,Civil Construction,90.75,39.35,424.16,542.35,76.68,14.14,19.20,11.67,0.99,0.25,8.16,0.35,19.81,404.62,5.37,100.81,100.40,387.34,13.19,0.00,-0.33,2.02,51.10
Digitide Solutio,544413,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,109.36,40.88,1630.51,1898.94,201.18,10.59,14.07,22.42,1.83,,,0.33,14.95,170.01,-33.68,308.13,31.14,0.00,6.23,0.12,-0.41,2.47,60.90
Ecos (India),544239,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,170.45,34.86,1022.82,753.68,95.12,12.62,14.50,17.28,4.44,0.20,17.86,0.03,28.31,171.07,10.64,92.92,87.09,0.00,7.92,0.74,-3.06,0.10,52.44
Ellen.Indl.Gas,544421,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,245.75,38.45,3425.32,336.62,113.65,33.76,35.15,34.33,3.76,1.44,10.57,0.13,17.76,183.51,46.89,77.29,10.19,13.23,4.06,1.05,-0.37,0.86,61.46
EMS,543983,EMSLIMITED,INE0OV601013,Other Utilities,Waste Management,304.50,30.54,1694.57,882.57,186.86,21.17,26.31,12.88,1.62,0.39,17.21,0.16,20.69,705.51,11.47,398.78,27.78,102.46,10.93,-0.31,0.06,0.88,56.21
Enser,,ENSER,INE0R9I01021,IT - Services,IT Enabled Services,11.50,32.34,100.23,66.96,15.22,22.73,18.73,13.54,2.63,0.11,15.88,0.75,27.47,22.53,0.17,28.01,6.11,0.30,10.79,-0.46,0.00,2.25,56.44
