Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,127.95,287.90,72.73,19.67,27.05,26.49,18.29,3.03,0.20,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.54,3.90,0.95,0.04,54.63
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,121.00,192.51,75.39,19.62,26.02,30.64,22.08,2.34,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.37,0.32,-1.46,0.00,69.05
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,150.29,849.28,424.71,206.41,48.60,50.53,14.99,3.17,0.36,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.49,0.00,0.04,8.53,50.52
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,216.60,437.41,138.34,30.32,21.92,21.99,14.41,2.82,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.61,0.00,-0.90,0.01,65.23
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,64.05,401.06,63.57,7.83,12.32,9.09,81.68,8.08,1.72,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.30,0.00,0.00,0.53,55.83
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,380.40,1337.58,231.46,108.87,47.04,52.57,23.75,2.28,0.25,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.07,0.00,-2.21,0.05,59.83
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),412.75,154.03,26.12,10.73,41.08,42.33,23.70,2.16,-1.40,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.86,0.00,0.08,1.79,54.59
Artificial Elect,526443,,IT - Software,Software Products,145.90,247.53,61.20,15.64,25.56,11.49,19.32,5.90,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.93,-0.01,0.00,0.00,66.89
AVP Infracon,,AVPINFRA,Construction,Civil Construction,128.10,319.98,369.67,74.84,20.25,20.28,7.35,2.01,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.27,0.10,-0.03,2.46,51.53
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,113.15,147.92,170.36,21.49,12.61,15.24,11.97,1.03,0.41,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.13,0.00,0.00,3.00,61.64
Bharat Road,540700,BRNL,Construction,Civil Construction,23.41,196.53,342.28,163.37,47.73,20.63,1.09,0.48,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,110.81,0.00,-0.01,2.34,56.56
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.77,158.30,98.60,12.41,12.59,10.48,23.59,1.97,1.60,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.32,-0.01,0.06,1.96,50.62
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,108.90,266.01,102.21,26.33,25.76,29.80,9.89,1.55,0.77,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.22,-0.87,-1.50,0.00,60.26
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,998.70,1781.80,574.23,113.89,19.83,19.19,18.36,3.82,0.20,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,7.65,0.03,-0.11,0.58,52.56
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,220.50,102.82,72.49,10.06,13.88,15.85,12.76,1.51,1.53,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,11.44,0.00,0.00,0.36,62.81
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,87.09,156.22,35.27,6.43,18.23,19.83,20.77,1.57,0.14,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,11.94,0.05,0.00,0.00,66.18
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,58.00,118.32,102.93,19.42,18.87,22.72,9.21,1.34,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,15.19,-1.40,0.94,0.26,55.04
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,542.55,20756.18,2252.45,579.88,25.74,31.34,60.42,5.48,-3.73,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.24,9.41,-0.72,0.95,59.57
Concord Enviro,544315,CEWATER,Other Utilities,Waste Management,378.45,783.25,557.05,67.94,12.20,15.66,14.98,1.42,0.32,6.98,0.30,12.03,371.38,17.72,179.31,145.70,201.33,9.07,-0.90,-0.01,2.14,55.99
Credo Brands,544058,MUFTI,Retailing,Speciality Retail,95.53,624.48,592.40,167.91,28.34,29.29,10.90,1.50,0.41,9.36,0.58,18.41,303.28,7.88,269.01,22.75,105.25,12.15,-1.29,-0.04,2.36,55.33
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,213.71,1510.63,278.28,165.75,59.56,58.51,13.47,4.88,0.20,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.11,0.05,-0.06,0.03,53.23
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,787.30,383.47,237.35,34.83,14.67,14.74,19.27,4.47,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.42,0.00,0.00,1.09,54.20
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,161.95,139.38,142.50,28.16,19.76,19.30,7.90,1.71,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.98,1.51,-0.77,2.23,56.79
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,59.53,204.65,91.57,18.14,19.81,21.84,27.21,2.77,0.92,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,5.43,-0.03,-0.16,1.36,71.93
DRC Systems,543268,DRCSYSTEMS,IT - Software,Computers - Software & Consulting,17.31,249.40,75.00,23.60,31.47,31.95,15.02,3.07,0.08,16.93,0.04,26.81,10.19,0.78,10.09,8.73,0.00,7.50,-0.02,-0.01,0.16,50.68
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,113.25,155.68,347.25,49.12,14.15,13.61,6.81,0.79,0.07,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,17.93,0.00,-0.05,2.98,71.99
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services",7.70,2800.38,522.18,64.87,12.42,24.74,51.79,3.24,115.09,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.59,0.01,-2.09,0.51,57.81
Eco Recyc.,530643,,Other Utilities,Waste Management,457.65,883.12,43.35,25.83,59.58,70.66,43.08,8.72,0.30,23.12,0.07,84.05,43.87,3.71,12.82,2.05,10.66,3.24,-0.04,-0.02,0.24,56.13
Electrost.Cast.,500128,ELECTCAST,Industrial Products,Iron & Steel Products,69.00,4265.47,6433.74,677.61,10.53,14.34,8.60,0.72,0.31,7.62,0.38,13.15,1971.69,201.01,1283.78,601.47,2730.56,12.26,0.04,-1.01,3.08,59.71
Emerald Finance,538882,,Finance,Non Banking Financial Company (NBFC),76.28,263.47,25.78,18.89,73.27,70.34,22.10,2.90,0.41,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,6.90,0.00,-4.22,0.79,54.50
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,413.95,2298.70,926.49,226.20,24.41,26.31,14.08,2.21,0.43,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.83,-0.05,-0.02,0.72,59.29
Espire Hospi,532016,,Leisure Services,Hotels & Resorts,223.90,334.12,132.43,21.88,16.52,18.80,111.37,8.53,0.30,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,3.29,0.00,0.00,8.47,63.89
Forbes Precision,544186,,Industrial Manufacturing,Industrial Products,156.90,809.52,239.03,52.92,22.14,22.01,28.24,5.31,,12.65,0.13,18.84,48.07,3.78,29.79,30.51,37.76,5.12,-0.02,0.01,0.46,51.57
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,163.00,253.54,219.39,35.57,16.21,16.21,14.72,1.59,0.86,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,13.07,0.12,-0.09,0.37,64.41
Gala Precis. Eng,544244,GALAPREC,Industrial Manufacturing,Industrial Products,721.00,919.29,267.92,41.27,15.40,17.36,30.22,3.38,0.53,10.63,0.09,14.96,160.35,6.14,62.67,20.80,95.37,4.37,0.11,0.00,0.61,51.31
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,144.32,753.89,503.95,88.45,17.55,17.55,18.39,1.66,0.94,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,9.59,,,1.74,58.72
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,439.50,1835.80,331.07,151.83,45.86,46.00,31.26,2.68,-9.44,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.16,-0.04,-0.15,1.51,58.34
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,27.38,105.27,1451.84,329.58,22.70,23.86,1.03,0.18,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.10,0.14,4.25,4.66,96.61
GLEN Industries,544444,,Industrial Products,Packaging,80.58,193.89,182.08,41.87,23.00,24.24,10.75,1.41,0.15,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,13.39,,,3.33,51.12
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,485.20,2620.52,866.54,267.57,30.88,31.95,29.69,3.53,0.77,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.54,0.43,-1.08,3.25,57.06
GRP,509152,GRPLTD,Industrial Products,Rubber,1717.70,916.11,548.71,66.04,12.04,12.51,33.26,5.06,0.47,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.59,-0.38,-0.01,3.96,51.40
