Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.01,40.64,639.43,256.21,38.07,14.86,14.86,33.03,3.78,0.69,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.15,0.0,-0.69,2.42,0.05,57.51
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,112.71,46.43,236.09,92.01,17.69,19.23,19.23,34.72,4.84,4.35,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.18,0.0,0.0,1.98,0.52,56.31
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,200.38,36.55,440.13,298.68,39.85,13.34,13.34,33.2,2.87,0.37,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.83,0.0,0.0,5.12,0.0,60.56
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,94.5,18.36,212.66,84.77,24.5,28.9,28.9,10.61,1.98,0.28,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,15.88,-0.43,0.19,0.1,0.0,66.49
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,70.05,44.88,120.62,118.21,12.04,10.19,10.19,16.92,2.4,0.2,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.83,0.0,0.0,2.18,0.0,54.98
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,136.6,43.14,275.85,137.87,24.6,17.84,17.84,10.33,1.64,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.84,-0.48,-0.21,0.01,1.1,62.47
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,41.0,41.07,256.71,50.55,8.77,17.35,17.35,51.45,4.95,3.78,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.34,0.0,0.0,4.28,0.0,58.38
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,92.4,34.71,255.65,150.1,49.2,32.78,32.78,6.98,2.11,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,13.87,0.07,0.0,2.22,0.0,52.62
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,278.95,33.38,562.37,688.95,92.55,13.43,13.43,9.98,3.49,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,14.65,0.01,0.0,0.52,0.04,53.5
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,69.9,53.87,174.6,420.75,77.19,18.35,18.35,4.15,0.98,0.08,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,20.17,0.08,0.0,2.76,0.0,67.94
