Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AAA Technologies,543671,AAATECH,Commercial Services & Supplies,79.05,101.40,26.12,3.53,13.51,14.14,28.89,3.29,2.00,11.33,0.00,11.94,29.59,1.62,7.69,0.00,0.00,5.99,0.00,0.00,0.00,50.85
Adani Green,541450,ADANIGREEN,Power,935.70,151826.33,12268.00,9520.00,77.60,79.28,81.73,12.21,1.45,2.32,6.59,14.61,-10070.00,741.00,1540.00,395.00,101.00,3.45,0.46,-0.87,10.14,55.27
Addictive Learn,,LAWSIKHO,Other Consumer Services,146.60,233.24,74.86,17.47,23.34,23.34,23.90,3.01,0.13,11.53,0.00,13.45,-8.69,3.21,0.28,2.25,0.00,5.86,0.50,-0.87,0.00,67.31
Akums Drugs,544222,AKUMS,Pharmaceuticals & Biotechnology,474.05,7461.26,4123.08,465.43,11.29,11.28,22.64,2.45,0.46,8.64,0.03,17.19,1380.85,89.00,770.30,642.78,680.93,5.47,1.46,-1.53,0.23,50.05
All E Tech,,ALLETEC,IT - Software,301.55,608.96,140.90,30.64,21.75,21.89,20.53,4.22,0.44,17.76,0.00,22.42,138.38,10.73,17.40,4.96,0.00,8.40,0.64,0.18,0.01,52.36
Artificial Elect,526443,,IT - Software,100.67,170.80,31.77,3.21,10.10,11.49,52.23,5.41,0.30,10.06,0.00,17.78,5.81,1.16,24.73,22.60,0.00,2.61,0.00,0.00,0.00,77.15
Atishay,538713,,IT - Software,121.75,133.70,53.27,9.94,18.66,18.83,17.66,2.75,0.06,13.17,0.09,15.43,14.15,2.47,12.52,2.27,0.17,8.07,0.00,0.00,0.42,51.28
Autoline Industr,532797,AUTOIND,Auto Components,72.94,314.92,659.40,65.98,10.01,10.40,19.38,2.06,0.16,3.23,1.88,14.89,-165.13,7.17,126.71,88.73,67.22,9.05,-0.55,0.05,5.57,51.37
Balaxi Pharma,,BALAXI,Pharmaceuticals & Biotechnology,46.12,254.62,297.68,31.29,10.51,11.04,13.49,1.10,-0.70,8.85,0.23,11.61,188.24,-3.64,110.80,16.18,78.48,9.60,0.00,-7.15,2.07,63.81
Beacon Trust.,,BEACON,Capital Markets,57.10,103.15,25.85,7.25,28.05,28.05,19.00,2.30,1.31,13.83,0.00,16.96,5.35,1.30,5.48,0.38,0.00,7.54,0.00,-0.70,0.02,56.74
BEW Engg,,BEWLTD,Industrial Manufacturing,153.20,200.28,134.36,20.40,15.18,15.18,16.47,1.45,0.56,6.31,0.42,11.64,100.97,0.92,40.40,11.26,117.31,7.87,0.00,0.00,2.86,59.28
Bharat Road,540700,BRNL,Construction,20.10,168.74,401.39,218.86,54.53,52.49,1.01,0.51,0.03,6.53,1.31,54.19,-127.79,21.94,0.94,3.35,0.00,42.37,0.00,0.01,2.58,62.70
Bodhi Tree,543767,BTML,Entertainment,8.76,158.12,89.31,11.34,12.70,10.11,24.71,4.83,1.68,6.41,0.66,16.27,25.29,1.43,23.35,24.94,24.01,6.95,3.29,-0.19,1.73,55.17
CapitalNumbers,544343,,IT - Software,124.50,304.12,99.73,29.72,29.80,29.80,11.79,1.94,0.64,21.77,0.00,23.00,145.64,5.96,6.42,1.01,0.00,15.81,,,0.00,54.56
Cenlub Industrie,522251,,Industrial Manufacturing,325.70,151.87,68.25,10.24,15.00,15.85,18.96,2.35,2.28,10.56,0.07,14.72,5.75,2.76,16.34,6.34,8.85,7.93,0.00,0.00,0.38,50.05
Chemtech Indust.,537326,,Industrial Manufacturing,102.90,184.58,38.66,7.98,20.64,19.76,23.51,1.93,0.16,9.04,0.00,10.74,81.94,3.95,11.32,3.83,2.42,9.14,0.00,0.00,0.00,68.44
Coral Labs.,524506,,Pharmaceuticals & Biotechnology,494.25,176.45,102.17,17.70,17.32,22.82,9.56,0.88,0.22,11.37,0.02,13.06,151.59,8.82,33.64,6.62,9.87,25.28,0.00,0.00,0.14,50.53
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,226.49,1600.97,250.18,146.53,58.57,58.57,15.42,6.07,0.23,33.74,0.01,48.67,155.38,-0.04,24.77,0.24,0.00,10.25,-0.85,-1.49,0.03,50.43
Danlaw Tech.,532329,,Industrial Manufacturing,890.75,433.85,226.35,32.82,14.50,14.57,22.93,5.65,0.19,13.10,0.46,28.11,59.46,1.04,49.07,26.00,36.86,6.19,0.00,0.00,1.28,60.57
DCG Cables,,DCG,Industrial Products,68.00,123.42,127.56,16.04,12.57,12.57,15.24,1.56,0.08,7.92,0.44,15.69,40.39,1.12,13.28,0.86,36.48,9.30,0.00,0.00,2.42,55.41
Delaplex,,DELAPLEX,IT - Software,129.50,117.97,55.76,10.87,19.49,19.49,11.41,1.63,0.60,14.82,0.00,15.10,32.54,3.31,26.56,0.20,0.00,12.05,0.00,0.00,0.00,55.34
Delta Auto.,,DELTIC,Automobiles,66.30,101.37,83.19,10.99,13.21,13.21,12.07,1.39,,14.25,0.05,18.49,71.46,0.82,16.61,3.86,18.26,15.90,,,0.34,63.92
DJ Mediaprint,543193,DJML,Transport Services,100.90,332.75,84.59,17.25,20.39,21.84,47.54,5.15,1.61,8.13,0.28,13.49,39.32,0.22,25.66,15.98,19.79,3.22,0.00,-0.24,1.60,52.43
Dolat Algotech,505526,DOLATALGO,Capital Markets,83.03,1461.33,488.78,302.49,61.89,65.62,8.00,1.46,0.91,20.82,0.07,24.00,532.94,0.70,0.00,0.00,0.00,19.84,0.01,-0.01,0.22,55.48
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,121.20,166.60,274.74,36.48,13.28,13.28,9.82,0.90,0.10,7.63,0.64,12.54,91.91,2.10,89.52,13.71,27.97,13.77,0.00,0.00,3.15,70.03
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,8.51,3094.96,548.51,98.65,17.99,24.74,40.62,4.19,90.27,10.66,0.05,16.21,485.31,18.21,296.19,130.95,2.07,3.45,-0.43,-1.15,0.36,61.67
Ecos (India),544239,ECOSMOBLTY,Transport Services,276.20,1657.20,660.01,90.99,13.79,14.50,28.67,7.63,0.33,17.86,0.07,28.31,76.83,9.97,78.84,68.61,0.00,4.75,0.10,0.11,0.18,53.48
Electrost.Cast.,500128,ELECTCAST,Industrial Products,101.09,6249.23,6865.75,852.43,12.42,14.34,10.91,1.08,0.39,7.62,0.37,13.15,1780.49,127.00,1482.74,556.53,2463.97,10.14,-0.42,0.21,2.57,57.28
Emerald Finance,538882,,Finance,73.27,253.08,23.88,16.98,71.11,69.59,24.38,2.99,0.46,10.42,0.18,13.53,100.89,0.10,2.11,0.00,0.00,6.77,0.00,-3.40,0.92,56.30
Energy-Mission,,EMMIL,Industrial Manufacturing,194.00,219.73,150.49,21.27,14.13,14.13,17.48,2.59,0.32,10.50,0.29,21.05,52.26,0.46,17.01,14.18,69.52,7.89,2.34,-0.06,1.30,66.64
Forbes Precision,544186,,Industrial Manufacturing,173.75,896.45,233.30,49.84,21.36,22.01,32.34,5.39,,12.65,0.14,18.84,14.39,5.04,33.04,23.42,31.93,4.47,0.00,-0.16,0.55,50.34
G M Polyplast,543239,,Industrial Products,78.05,105.05,96.16,11.70,12.17,12.17,14.12,2.68,0.67,16.52,0.02,20.97,31.99,0.08,21.12,4.31,13.75,10.03,0.00,0.00,0.08,58.91
Gem Enviro,544199,,Other Utilities,61.56,138.82,59.20,7.35,12.42,12.42,22.79,2.84,-3.51,12.12,0.00,14.67,46.59,0.83,29.21,9.09,6.58,6.30,-0.94,-0.01,0.00,71.07
