Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,113.70,37.65,255.84,77.23,21.92,28.38,26.49,14.50,2.69,0.16,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,10.96,-1.57,-0.84,0.03,59.68
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,72.45,27.06,124.76,78.14,12.86,16.46,13.15,14.78,2.60,,11.68,0.32,18.36,24.85,0.83,16.10,5.58,18.78,9.07,-1.15,-0.03,1.22,53.44
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,500.15,22.10,3235.84,2627.76,596.34,22.69,24.28,9.56,1.46,0.52,9.27,0.21,16.24,352.10,73.95,490.66,194.64,494.83,13.71,0.02,-0.25,0.91,50.43
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,150.85,30.37,304.63,138.05,29.53,21.39,21.99,10.06,1.96,0.21,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,24.45,0.00,-0.90,0.01,68.28
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,36.59,29.30,229.09,52.43,8.54,16.29,9.09,45.45,4.61,0.96,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,4.26,0.00,0.00,0.50,70.97
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,507.75,45.34,627.71,202.86,38.80,19.13,32.27,23.03,5.54,0.12,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.99,0.00,0.00,0.00,55.77
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),400.00,52.30,149.31,22.93,11.21,48.89,42.33,21.58,2.09,-1.27,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.40,0.00,0.00,1.70,54.42
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,377.65,29.61,569.80,216.02,70.25,32.52,36.42,11.09,2.69,0.11,35.18,0.01,39.57,168.00,7.91,12.22,7.23,23.61,13.75,0.10,0.02,0.04,53.83
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,107.20,39.05,296.62,108.21,33.32,30.79,11.49,11.71,6.83,0.07,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,11.50,-0.01,0.00,0.00,71.63
ASM Technologies,526433,,INE867C01010,IT - Software,Computers - Software & Consulting,2207.50,30.11,3220.01,507.91,100.96,19.88,16.39,52.75,10.93,2.42,9.39,0.18,16.85,200.50,2.88,126.51,27.95,38.79,2.91,0.28,-0.03,0.57,51.96
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,304.25,39.43,613.37,570.41,78.67,13.79,12.90,11.32,4.59,0.08,27.13,0.23,57.82,99.13,2.22,107.60,71.04,29.97,12.10,0.45,-0.79,0.42,53.48
Autoriders Intl.,512277,,INE340U01010,Transport Services,Logistics Solution Provider,418.00,34.63,145.50,96.93,27.50,28.37,28.79,14.95,2.71,0.38,10.00,0.34,19.99,3.26,1.28,18.24,4.98,0.00,9.81,0.00,0.00,1.16,59.46
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,98.40,44.63,245.80,369.67,74.84,20.25,20.28,5.65,1.54,0.06,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,19.45,0.10,-0.03,2.46,54.86
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,266.10,21.68,1903.69,1423.03,513.97,36.12,33.70,32.45,3.81,0.79,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,7.42,-1.62,2.30,5.97,62.99
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,320.90,29.15,1013.51,612.44,93.91,15.33,15.28,19.37,2.08,-1.09,4.98,0.49,10.69,187.63,15.22,231.94,82.79,156.31,6.80,-0.03,0.06,2.83,56.93
Bajaj Steel Inds,507944,,INE704G01024,Industrial Manufacturing,Industrial Products,402.60,35.43,837.41,560.92,78.83,14.05,15.90,15.91,2.02,0.77,11.01,0.12,17.87,192.54,13.26,36.31,69.31,161.51,9.45,0.00,-0.02,0.66,53.72
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,221.95,37.48,560.76,417.47,84.91,20.34,21.30,10.33,1.81,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.00,15.42,-0.59,-0.03,0.84,56.46
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,84.08,49.09,367.72,98.56,21.94,22.26,20.29,24.96,4.89,0.85,9.71,0.21,19.89,20.50,1.27,26.86,16.54,29.84,5.72,0.00,0.00,0.74,55.32
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,96.70,42.65,126.42,170.36,21.49,12.61,15.24,10.23,0.88,0.35,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,11.30,0.00,0.00,3.00,59.67
