Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,118.30,266.19,72.73,19.67,27.05,26.49,16.91,2.80,0.19,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,9.34,3.90,0.95,0.04,58.05
Addictive Learn,,ADDICTIVE,Other Consumer Services,E-Learning,110.05,175.09,75.39,19.62,26.02,30.64,20.08,2.13,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.02,0.32,-1.46,0.00,71.85
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,149.08,842.44,424.71,206.41,48.60,50.53,14.87,3.15,0.36,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.54,0.00,0.04,8.53,50.92
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,214.20,432.56,138.34,30.32,21.92,21.99,14.25,2.78,0.30,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.84,0.00,-0.90,0.01,63.82
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,62.60,391.95,63.57,7.83,12.32,9.09,79.83,7.89,1.68,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.35,0.00,0.00,0.53,55.90
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,420.40,1478.23,231.46,108.87,47.04,52.57,26.25,2.52,0.27,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.46,0.00,-2.21,0.05,53.29
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),399.25,149.03,26.12,10.73,41.08,42.33,22.93,2.09,-1.35,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.07,0.00,0.08,1.79,56.08
Artificial Elect,526443,,IT - Software,Software Products,143.45,243.37,61.20,15.64,25.56,11.49,19.00,5.80,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.04,-0.01,0.00,0.00,67.44
Atmastco Ltd,,ATMASTCO,Construction,Civil Construction,140.95,348.64,272.00,39.93,14.68,15.37,20.31,2.49,0.24,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.86,-0.36,0.00,2.38,53.14
AVP Infracon,,AVPINFRA,Construction,Civil Construction,123.35,308.12,369.67,74.84,20.25,20.28,7.08,1.93,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.71,0.10,-0.03,2.46,53.33
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,124.70,163.02,170.36,21.49,12.61,15.24,13.19,1.13,0.45,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.44,0.00,0.00,3.00,57.73
Bharat Road,540700,BRNL,Construction,Civil Construction,22.99,193.00,342.28,163.37,47.73,20.63,1.07,0.47,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,113.20,0.00,-0.01,2.34,57.34
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.26,149.09,98.60,12.41,12.59,10.48,22.22,1.86,1.51,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.72,-0.01,0.06,1.96,53.49
C2C Advanced,,C2C,Aerospace & Defense,Aerospace & Defense,469.25,796.24,137.99,57.18,41.44,36.01,18.62,3.53,0.13,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,6.95,-1.86,-0.06,0.82,50.81
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,106.40,259.90,102.21,26.33,25.76,29.80,9.66,1.51,0.75,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.94,-0.87,-1.50,0.00,61.17
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,879.15,1568.50,574.23,113.89,19.83,19.19,16.16,3.36,0.18,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,8.75,0.03,-0.11,0.58,58.24
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,230.20,107.34,72.49,10.06,13.88,15.85,13.32,1.58,1.60,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.96,0.00,0.00,0.36,58.89
Chemkart India,544442,,Food Products,Other Food Products,119.45,144.52,193.38,26.80,13.86,16.12,7.59,1.19,0.12,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,26.89,,,0.05,54.41
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,81.35,145.92,35.27,6.43,18.23,19.83,19.40,1.46,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,13.49,0.05,0.00,0.00,66.38
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,52.70,107.51,102.93,19.42,18.87,22.72,8.37,1.22,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,16.65,-1.40,0.94,0.26,59.15
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,538.25,20591.68,2252.45,579.88,25.74,31.34,59.94,5.44,-3.70,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.26,9.41,-0.72,0.95,59.48
Credo Brands,544058,MUFTI,Retailing,Speciality Retail,97.64,638.27,592.40,167.91,28.34,29.29,11.14,1.53,0.42,9.36,0.58,18.41,303.28,7.88,269.01,22.75,105.25,11.95,-1.29,-0.04,2.36,50.56
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,210.16,1485.54,278.28,165.75,59.56,58.51,13.24,4.79,0.19,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.36,0.05,-0.06,0.03,54.00
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,757.05,368.73,237.35,34.83,14.67,14.74,18.53,4.30,0.15,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.71,0.00,0.00,1.09,53.78
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,154.85,133.27,142.50,28.16,19.76,19.30,7.55,1.63,0.14,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.42,1.51,-0.77,2.23,58.68
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,70.68,242.98,91.57,18.14,19.81,21.84,32.31,3.28,1.09,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,4.62,-0.03,-0.16,1.36,66.68
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,104.15,143.17,347.25,49.12,14.15,13.61,6.26,0.73,0.06,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,18.77,0.00,-0.05,2.98,73.42
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services",7.64,2778.56,522.18,64.87,12.42,24.74,51.39,3.21,114.20,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.61,0.01,-2.09,0.51,58.14
Eco Recyc.,530643,,Other Utilities,Waste Management,445.80,860.25,43.35,25.83,59.58,70.66,41.96,8.50,0.30,23.12,0.07,84.05,43.87,3.71,12.82,2.05,10.66,3.32,-0.04,-0.02,0.24,57.26
Electrost.Cast.,500128,ELECTCAST,Industrial Products,Iron & Steel Products,74.43,4601.15,6433.74,677.61,10.53,14.34,9.28,0.78,0.33,7.62,0.38,13.15,1971.69,201.01,1283.78,601.47,2730.56,11.60,0.04,-1.01,3.08,51.81
Emerald Finance,538882,,Finance,Non Banking Financial Company (NBFC),75.59,261.09,25.78,18.89,73.27,70.34,21.90,2.88,0.41,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,6.96,0.00,-4.22,0.79,54.91
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,438.80,2436.69,926.49,226.20,24.41,26.31,14.93,2.34,0.45,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.28,-0.05,-0.02,0.72,56.85
Espire Hospi,532016,,Leisure Services,Hotels & Resorts,213.20,318.15,132.43,21.88,16.52,18.80,106.05,8.12,0.28,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,3.41,0.00,0.00,8.47,65.61
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,159.80,248.56,219.39,35.57,16.21,16.21,14.43,1.56,0.84,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,13.32,0.12,-0.09,0.37,65.11
Gala Precis. Eng,544244,GALAPREC,Industrial Manufacturing,Industrial Products,738.75,941.93,267.92,41.27,15.40,17.36,30.96,3.47,0.54,10.63,0.09,14.96,160.35,6.14,62.67,20.80,95.37,4.26,0.11,0.00,0.61,50.11
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,146.85,767.10,503.95,88.45,17.55,17.55,18.71,1.69,0.96,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,9.44,,,1.74,57.99
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,419.85,1753.72,331.07,151.83,45.86,46.00,29.86,2.56,-9.02,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,5.40,-0.04,-0.15,1.51,60.20
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,27.72,106.57,1451.84,329.58,22.70,23.86,1.04,0.18,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.08,0.14,4.25,4.66,96.52
GLEN Industries,544444,,Industrial Products,Packaging,76.50,184.07,182.08,41.87,23.00,24.24,10.21,1.34,0.15,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,13.92,,,3.33,53.59
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,464.75,2510.07,866.54,267.57,30.88,31.95,28.44,3.39,0.74,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.76,0.43,-1.08,3.25,55.14
GRP,509152,GRPLTD,Industrial Products,Rubber,1741.80,928.96,548.71,66.04,12.04,12.51,33.73,5.13,0.48,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.54,-0.38,-0.01,3.96,50.72
H.G. Infra Engg.,541019,HGINFRA,Construction,Civil Construction,755.35,4922.70,5012.43,991.58,19.78,20.93,12.23,1.59,1.35,7.01,1.84,18.28,1301.98,39.51,444.24,1177.16,419.98,8.36,-0.04,-0.11,6.55,51.61
