Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,125.15,199.11,75.39,19.62,26.02,30.64,22.83,2.42,0.13,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.15,0.32,-1.46,0.00,67.99
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,151.26,854.76,424.71,206.41,48.60,50.53,15.08,3.19,0.36,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.46,0.00,0.04,8.53,50.20
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,226.40,457.20,138.34,30.32,21.92,21.99,15.06,2.94,0.32,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,12.77,0.00,-0.90,0.01,64.23
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,66.77,418.09,63.57,7.83,12.32,9.09,85.15,8.42,1.79,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.21,0.00,0.00,0.53,53.95
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,390.75,1373.97,231.46,108.87,47.04,52.57,24.40,2.34,0.26,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.90,0.00,-2.21,0.05,58.74
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),388.75,145.08,26.12,10.73,41.08,42.33,22.32,2.03,-1.32,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.24,0.00,0.08,1.79,57.23
Artificial Elect,526443,,IT - Software,Software Products,145.50,246.85,61.20,15.64,25.56,11.49,19.27,5.89,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.94,0.00,0.00,0.00,66.98
AVP Infracon,,AVPINFRA,Construction,Civil Construction,131.45,328.35,369.67,74.84,20.25,20.28,7.55,2.06,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,15.98,0.10,-0.03,2.46,50.26
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,118.05,154.33,170.36,21.49,12.61,15.24,12.49,1.07,0.42,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.82,0.00,0.00,3.00,59.98
Bharat Road,540700,BRNL,Construction,Civil Construction,23.69,198.88,342.28,163.37,47.73,20.63,1.11,0.48,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,109.28,0.00,-0.01,2.34,56.04
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.36,150.90,98.60,12.41,12.59,10.48,22.49,1.88,1.52,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.64,-0.01,0.06,1.96,52.93
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,107.40,262.35,102.21,26.33,25.76,29.80,9.75,1.53,0.76,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.65,-0.87,-1.50,0.00,60.80
