Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,106.50,46.63,169.44,75.39,19.62,26.02,30.64,19.43,2.06,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.26,0.32,-1.46,0.00,52.34
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),4.98,33.02,212.52,135.78,104.55,77.00,77.01,5.65,0.53,0.06,5.98,0.96,10.98,101.70,0.00,0.00,0.30,0.00,19.69,0.00,-0.17,3.71,51.70
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,178.80,38.11,361.07,138.05,29.53,21.39,21.99,11.93,2.32,0.25,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,18.26,0.00,-0.90,0.01,62.40
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,42.84,33.65,268.23,52.43,8.54,16.29,9.09,53.22,5.40,1.12,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,3.65,0.00,0.00,0.50,66.01
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,547.80,47.81,677.23,202.86,38.80,19.13,32.27,24.84,5.97,0.12,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.63,0.00,0.00,0.00,52.28
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),402.05,50.52,150.07,22.93,11.21,48.89,42.33,21.69,2.10,-1.28,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.37,0.00,0.00,1.70,54.19
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,323.95,23.20,2317.55,1423.03,513.97,36.12,33.70,39.51,4.64,0.96,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.59,-1.62,2.30,5.97,54.94
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,356.60,42.02,1126.26,612.44,93.91,15.33,15.28,21.53,2.32,-1.22,4.98,0.49,10.69,187.63,15.22,231.94,82.79,156.31,6.24,-0.03,0.06,2.83,52.13
Bajaj Steel Inds,507944,,INE704G01024,Industrial Manufacturing,Industrial Products,424.00,41.55,881.92,560.92,78.83,14.05,15.90,16.75,2.13,0.81,11.01,0.12,17.87,192.54,13.26,36.31,69.31,161.51,8.94,0.00,-0.02,0.66,51.26
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,87.03,46.03,380.62,98.56,21.94,22.26,20.29,25.84,5.07,0.88,9.71,0.21,19.89,20.50,1.27,26.86,16.54,29.84,5.53,0.00,0.00,0.74,53.76
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,104.50,50.00,136.62,170.36,21.49,12.61,15.24,11.05,0.95,0.38,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.71,0.00,0.00,3.00,56.42
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,397.30,31.30,6891.78,1053.10,362.80,34.45,36.67,23.47,5.49,1.30,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,5.93,1.02,-0.69,0.05,61.36
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,382.70,42.93,649.38,137.99,57.18,41.44,36.01,15.18,2.88,0.11,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,8.41,-1.86,-0.06,0.82,56.90
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,94.62,35.57,231.13,102.21,26.33,25.76,29.80,8.59,1.35,0.67,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,25.20,-0.87,-1.50,0.00,56.74
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,107.00,44.76,129.46,193.38,26.80,13.86,16.12,6.80,1.07,0.11,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,31.54,,,0.05,59.16
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,69.76,39.85,125.13,32.47,5.12,15.77,19.83,20.15,1.26,0.14,9.04,0.00,10.74,74.60,5.36,4.40,2.78,3.10,16.17,0.00,0.00,0.00,54.57
Clean Science,543318,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,755.55,27.01,8029.72,863.60,368.98,42.73,43.31,29.55,5.16,3.46,19.65,0.00,21.88,468.31,38.94,145.65,69.96,104.64,4.53,0.79,-1.13,0.00,52.78
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,315.60,18.69,12073.82,2489.85,557.53,22.39,31.34,40.15,3.19,-2.48,8.86,0.12,12.67,1177.66,19.24,589.69,313.28,592.88,3.34,0.76,-0.50,1.09,76.24
Credo Brands,544058,MUFTI,INE220Q01020,Retailing,Speciality Retail,91.95,44.41,601.08,583.01,153.78,26.38,29.29,12.78,1.44,0.48,9.36,0.58,18.41,303.28,8.11,269.01,22.75,105.25,10.86,-0.02,-0.07,2.71,51.35
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,149.00,48.40,128.24,142.50,28.16,19.76,19.30,7.27,1.57,0.14,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.80,1.51,-0.77,2.23,60.25
Deepak Builders,544276,DBEIL,INE0OPA01019,Construction,Civil Construction,89.39,34.99,416.39,542.35,76.68,14.14,19.20,11.46,0.97,0.24,8.16,0.35,19.81,404.62,5.37,100.81,100.40,387.34,13.37,0.00,-0.33,2.02,51.84
Digitide Solutio,544413,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,108.84,38.92,1621.84,1898.94,201.18,10.59,14.07,22.30,1.82,,,0.33,14.95,170.01,-33.68,308.13,31.14,0.00,6.26,0.12,-0.41,2.47,61.09
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026,Leisure Services,"Tour, Travel Related Services",6.61,43.58,2403.96,522.18,64.87,12.42,24.74,44.46,2.78,98.80,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,3.03,0.00,-0.05,0.51,52.85
Ecos (India),544239,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,173.13,36.11,1038.78,753.68,95.12,12.62,14.50,17.55,4.51,0.20,17.86,0.03,28.31,171.07,10.64,92.92,87.09,0.00,7.80,0.74,-3.06,0.10,51.69
Ellen.Indl.Gas,544421,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,239.65,32.47,3377.52,336.62,113.65,33.76,35.15,33.85,3.66,1.42,10.57,0.13,17.76,183.51,46.89,77.29,10.19,13.23,4.11,1.05,-0.37,0.86,62.42
EMS,543983,EMSLIMITED,INE0OV601013,Other Utilities,Waste Management,330.60,35.49,1835.85,882.57,186.86,21.17,26.31,13.96,1.76,0.42,17.21,0.16,20.69,705.51,11.47,398.78,27.78,102.46,10.10,-0.31,0.06,0.88,52.46
Epigral,543332,EPIGRAL,INE071N01016,Chemicals & Petrochemicals,Specialty Chemicals,977.30,35.43,4216.20,2418.65,571.87,23.64,27.87,12.49,2.01,1.07,11.84,0.26,22.30,158.49,18.95,226.67,165.40,344.18,9.08,0.20,-0.35,1.25,53.78
Espire Hospi,532016,,INE176O01011,Leisure Services,Hotels & Resorts,296.50,47.25,442.46,132.43,21.88,16.52,18.80,147.49,11.29,0.40,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,2.66,0.00,0.00,8.47,52.18
Fluidomat,522017,,INE459C01016,Industrial Manufacturing,Industrial Products,662.55,43.20,326.64,66.38,22.52,33.93,38.69,16.90,3.84,0.27,27.08,0.00,31.44,44.82,4.45,18.07,2.91,4.56,8.03,0.00,0.00,0.00,53.31
Frog Innovations,,FROG,INE385O01018,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,134.00,38.43,208.43,219.39,35.57,16.21,16.21,12.10,1.31,0.71,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,15.80,0.12,-0.09,0.37,61.55
Genesys Intl.,506109,GENESYS,INE727B01026,IT - Services,IT Enabled Services,300.15,38.22,1254.34,317.76,125.01,39.34,46.00,29.05,1.83,-8.78,7.94,0.21,10.76,390.92,11.25,209.38,33.94,0.00,6.03,0.50,0.64,1.88,63.17
Gensol Engineer.,542851,GENSOL,INE06H201014,Electrical Equipment,Other Electrical Equipment,27.90,60.29,107.27,1451.84,329.58,22.70,23.86,1.05,0.18,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.06,0.14,4.25,4.66,95.25
GK Energy,544525,GKENERGY,INE1AG301022,Construction,Civil Construction,111.06,39.79,2252.49,1094.83,199.69,18.24,18.24,15.48,2.89,0.05,33.40,0.53,100.52,728.75,4.36,707.34,169.96,132.34,9.02,-0.61,-0.66,2.04,53.65
GLEN Industries,544444,,INE0UMC01019,Industrial Products,Packaging,78.75,48.91,189.48,182.08,41.87,23.00,24.24,10.51,1.37,0.15,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,13.62,,,3.33,52.23
