Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,131.85,296.68,72.73,19.67,27.05,26.49,18.85,3.12,0.21,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.25,3.90,0.95,0.04,53.24
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,111.00,176.60,75.39,19.62,26.02,30.64,20.25,2.15,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.96,0.32,-1.46,0.00,71.61
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,147.06,831.02,424.71,206.41,48.60,50.53,14.66,3.10,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.61,0.00,0.04,8.53,51.58
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,216.85,437.91,138.34,30.32,21.92,21.99,14.42,2.82,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.59,0.00,-0.90,0.01,64.34
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,63.17,395.52,63.57,7.83,12.32,9.09,80.55,7.96,1.70,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.33,0.00,0.00,0.53,56.43
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,369.75,1300.13,231.46,108.87,47.04,52.57,23.09,2.21,0.24,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.26,0.00,-2.21,0.05,60.24
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),399.95,149.26,26.12,10.73,41.08,42.33,22.96,2.09,-1.36,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.06,0.00,0.08,1.79,56.00
Artificial Elect,526443,,IT - Software,Software Products,139.40,236.50,61.20,15.64,25.56,11.49,18.46,5.64,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.25,-0.01,0.00,0.00,68.36
AVP Infracon,,AVPINFRA,Construction,Civil Construction,125.45,313.36,369.67,74.84,20.25,20.28,7.20,1.97,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.51,0.10,-0.03,2.46,52.53
Bemco Hydraulics,522650,,Industrial Manufacturing,Industrial Products,89.43,391.11,95.04,21.23,22.34,20.29,27.86,5.21,0.95,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.18,0.00,0.00,0.77,52.48
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,116.10,151.78,170.36,21.49,12.61,15.24,12.28,1.05,0.42,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.94,0.00,0.00,3.00,60.64
Bharat Road,540700,BRNL,Construction,Civil Construction,22.33,187.46,342.28,163.37,47.73,20.63,1.04,0.45,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,117.16,0.00,-0.01,2.34,58.56
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.32,150.17,98.60,12.41,12.59,10.48,22.38,1.87,1.52,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.67,-0.01,0.06,1.96,53.15
Bondada Engineer,543971,,Telecom - Services,Telecom - Infrastructure,355.30,3964.92,2307.45,264.10,11.45,11.13,23.85,6.87,0.20,13.40,0.41,36.24,445.31,9.29,711.23,390.86,348.51,6.49,0.02,-0.06,0.88,50.62
