Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,126.1,59.64,283.74,77.23,21.92,28.38,26.49,16.08,2.98,0.18,35.51,0.01,47.28,75.9,2.58,44.68,7.37,0.0,9.72,-1.57,-0.84,0.03,55.28
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,71.2,41.93,113.28,75.39,19.62,26.02,30.64,12.99,1.38,0.07,11.21,0.0,13.08,-2.28,2.68,0.48,2.12,0.0,11.05,0.32,-1.46,0.0,59.58
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,196.0,69.9,395.81,138.05,29.53,21.39,21.99,13.08,2.55,0.28,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,15.79,0.0,-0.9,0.01,58.78
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,46.44,66.79,290.76,52.43,8.54,16.29,9.09,57.69,5.86,1.21,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,3.37,0.0,0.0,0.5,63.16
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,545.1,62.4,673.89,202.86,38.8,19.13,32.27,24.72,5.94,0.12,25.97,0.0,35.03,34.31,1.78,19.26,13.79,5.29,4.65,0.0,0.0,0.0,52.52
Arihant Super.,506194.0,ARIHANTSUP,INE643K01018,Realty,"Residential, Commercial Projects",231.43,52.34,992.41,522.23,118.05,22.6,20.9,21.85,2.85,2.26,3.91,2.38,18.84,1083.45,6.64,128.83,89.2,817.55,6.74,-0.03,-0.05,6.85,50.56
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,121.75,56.92,336.87,108.21,33.32,30.79,11.49,13.29,7.76,0.08,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,10.12,-0.01,0.0,0.0,67.77
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,384.45,41.98,133.82,96.93,27.5,28.37,28.79,13.75,2.49,0.35,10.0,0.34,19.99,3.26,1.28,18.24,4.98,0.0,10.58,0.0,0.0,1.16,62.71
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,105.75,62.45,264.16,369.67,74.84,20.25,20.28,6.07,1.66,0.06,12.64,1.14,30.2,79.37,4.14,85.02,20.02,81.79,18.56,0.1,-0.03,2.46,51.49
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,306.14,58.7,2191.83,1423.03,513.97,36.12,33.7,37.36,4.39,0.9,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.82,-1.62,2.3,5.97,57.42
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,241.35,64.77,609.77,417.47,84.91,20.34,21.3,11.23,1.97,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.0,14.07,-0.59,-0.03,0.84,52.66
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,83.68,58.78,365.96,98.56,21.94,22.26,20.29,24.84,4.87,0.85,9.71,0.21,19.89,20.5,1.27,26.86,16.54,29.84,5.75,0.0,0.0,0.74,55.54
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,97.1,60.79,126.94,170.36,21.49,12.61,15.24,10.27,0.88,0.35,6.34,0.44,11.7,109.44,0.7,41.0,31.61,145.07,11.27,0.0,0.0,3.0,59.51
BF Utilities,532430.0,BFUTILITIE,INE243D01012,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",438.4,50.37,1645.78,836.84,619.42,74.02,74.02,10.78,8.2,0.23,13.8,4.62,112.97,184.2,24.8,6.23,35.27,272.62,24.08,-0.04,-0.06,1.64,51.23
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1435.2,52.68,2383.05,1240.35,189.2,15.25,14.95,16.79,2.03,-1.27,8.99,0.08,11.09,894.53,18.46,483.4,120.28,298.62,8.0,-0.23,-0.04,0.47,52.64
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,374.5,51.92,6503.45,1053.1,362.8,34.45,36.67,22.15,5.17,1.22,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,6.3,1.02,-0.69,0.05,63.58
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,936.95,47.77,5141.65,472.61,160.3,33.92,37.99,38.96,6.16,1.51,14.74,0.01,17.62,432.31,57.89,174.44,62.9,10.71,3.75,0.88,-0.73,0.05,56.76
CapitalNumbers,544343.0,,INE0WXM01011,IT - Software,Computers - Software & Consulting,90.34,57.99,220.67,102.21,26.33,25.76,29.8,8.2,1.28,0.64,18.93,0.0,20.0,160.62,10.92,8.46,0.81,0.0,27.22,-0.87,-1.5,0.0,52.43
Cenlub Industrie,522251.0,,INE627F01011,Industrial Manufacturing,Industrial Products,220.0,63.5,102.58,71.71,8.99,12.54,15.85,14.27,1.51,1.72,10.56,0.06,14.72,5.1,2.66,12.05,8.87,8.72,10.35,0.0,0.0,0.4,52.99
Chemkart India,544442.0,,INE0VWL01017,Food Products,Other Food Products,117.15,65.05,141.74,193.38,26.8,13.86,16.12,7.44,1.17,0.12,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,27.64,,,0.05,55.29
Classic Electrod,,CLASSICEIL,INE0UQ601012,Industrial Products,Other Industrial Products,55.85,64.27,100.33,222.41,22.51,10.12,10.68,8.37,1.14,0.08,11.21,0.36,29.5,53.69,1.04,39.97,3.68,41.82,16.15,,,1.52,50.97
Clean Science,543318.0,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,731.85,53.24,7780.7,863.6,368.98,42.73,43.31,28.64,5.0,3.35,19.65,0.0,21.88,468.31,38.94,145.65,69.96,104.64,4.68,0.79,-1.13,0.0,54.26
Cohance Life,543064.0,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,309.5,49.94,11828.69,2489.85,557.53,22.39,31.34,39.33,3.13,-2.43,8.86,0.12,12.67,1177.66,19.24,589.69,313.28,592.88,3.41,0.76,-0.5,1.09,75.24
Concord Biotech,543960.0,CONCORDBIO,INE338H01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1049.8,39.39,10975.15,1159.06,444.6,38.36,42.25,34.55,6.02,1.29,19.09,0.0,21.35,923.08,43.29,396.79,86.05,276.28,3.85,0.03,-0.45,0.0,51.18
Concord Enviro,544315.0,CEWATER,INE037Z01029,Other Utilities,Waste Management,317.95,59.77,655.68,558.81,67.98,12.17,15.66,11.79,1.2,0.26,6.98,0.3,12.03,371.38,18.69,179.31,145.7,201.33,11.17,-0.63,-0.68,2.05,52.16
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,79.63,54.91,519.47,583.01,153.78,26.38,29.29,11.05,1.25,0.42,9.36,0.58,18.41,303.28,8.11,269.01,22.75,105.25,12.05,-0.02,-0.07,2.71,57.87
Dam Capital Advi,544316.0,DAMCAPITAL,INE284H01025,Capital Markets,Stockbroking & Allied,139.82,51.05,992.82,244.24,127.65,52.26,58.51,12.3,3.19,0.18,33.97,0.01,49.22,210.57,0.03,94.72,45.72,0.0,15.04,-0.56,0.05,0.03,53.95
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,168.25,64.72,144.8,142.5,28.16,19.76,19.3,8.2,1.77,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.62,1.51,-0.77,2.23,55.11
Deepak Builders,544276.0,DBEIL,INE0OPA01019,Construction,Civil Construction,65.59,44.37,305.38,542.35,76.68,14.14,19.2,8.4,0.71,0.18,8.16,0.35,19.81,404.62,5.37,100.81,100.4,387.34,16.67,0.0,-0.33,2.02,64.66
Digitide Solutio,544413.0,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,89.81,55.33,1330.59,3012.75,337.2,11.19,14.53,40.93,1.59,,,0.51,15.62,318.52,-60.66,409.33,66.02,0.0,9.53,0.12,-0.41,2.67,67.89
Earkart,544549.0,,INE1A8F01035,Healthcare Equipment & Supplies,Medical Equipment & Supplies,121.5,36.58,167.11,43.11,9.79,22.71,22.71,30.83,,0.1,27.78,0.09,41.77,61.57,0.09,22.1,4.28,3.55,7.4,,,0.59,54.31
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,130.93,50.17,785.39,753.68,95.12,12.62,14.5,13.27,3.41,0.15,17.86,0.03,28.31,171.07,10.64,92.92,87.09,0.0,10.38,0.74,-3.06,0.1,63.47
Ellen.Indl.Gas,544421.0,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,223.62,53.53,3143.55,336.62,113.65,33.76,35.15,31.51,3.42,1.32,10.57,0.13,17.76,183.51,46.89,77.29,10.19,13.23,4.42,1.05,-0.37,0.86,64.93
EMS,543983.0,EMSLIMITED,INE0OV601013,Other Utilities,Waste Management,307.95,54.91,1710.66,882.57,186.86,21.17,26.31,13.0,1.64,0.39,17.21,0.16,20.69,705.51,11.47,398.78,27.78,102.46,10.83,0.0,0.2,0.88,55.72
