Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,116.35,39.74,261.80,77.23,21.92,28.38,26.49,14.84,2.75,0.16,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,10.67,-1.57,-0.84,0.03,58.74
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,72.40,26.92,124.67,78.14,12.86,16.46,13.15,14.77,2.60,,11.68,0.32,18.36,24.85,0.83,16.10,5.58,18.78,9.08,-1.15,-0.03,1.22,53.47
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,149.75,29.05,302.41,138.05,29.53,21.39,21.99,9.99,1.95,0.21,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,24.79,0.00,-0.90,0.01,68.51
Alpex Solar,,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment,715.75,37.32,1828.24,1878.71,284.30,15.13,16.18,9.86,3.87,0.01,23.71,0.37,47.72,338.75,4.86,235.67,123.77,189.17,14.62,0.06,0.43,0.64,50.63
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,37.44,31.11,234.42,52.43,8.54,16.29,9.09,46.51,4.72,0.98,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,4.17,0.00,0.00,0.50,70.30
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,505.50,44.73,624.93,202.86,38.80,19.13,32.27,22.92,5.51,0.12,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,5.02,0.00,0.00,0.00,55.97
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),392.60,50.29,146.54,22.93,11.21,48.89,42.33,21.18,2.05,-1.25,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.53,0.00,0.00,1.70,55.27
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,378.15,29.73,570.55,216.02,70.25,32.52,36.42,11.10,2.70,0.11,35.18,0.01,39.57,168.00,7.91,12.22,7.23,23.61,13.73,0.10,0.02,0.04,53.77
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,104.35,36.19,288.73,108.21,33.32,30.79,11.49,11.39,6.65,0.06,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,11.81,-0.01,0.00,0.00,72.38
ASM Technologies,526433,,INE867C01010,IT - Software,Computers - Software & Consulting,2257.10,31.74,3292.36,507.91,100.96,19.88,16.39,53.94,11.17,2.48,9.39,0.18,16.85,200.50,2.88,126.51,27.95,38.79,2.84,0.28,-0.03,0.57,50.89
