Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1098.10,22.79,8696.06,2604.99,1927.47,73.99,75.29,13.87,1.86,0.81,3.27,3.08,14.11,2153.46,2.50,7.79,3.22,0.00,8.92,0.17,-1.16,7.63,50.94
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,112.35,47.12,252.80,77.23,21.92,28.38,26.49,14.33,2.66,0.16,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,11.11,-1.57,-0.84,0.03,60.16
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,74.75,26.65,118.93,75.39,19.62,26.02,30.64,13.64,1.45,0.08,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,10.50,0.32,-1.46,0.00,58.53
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,65.50,27.02,112.79,78.14,12.86,16.46,13.15,13.36,2.35,,11.68,0.32,18.36,24.85,0.83,16.10,5.58,18.78,9.93,-1.15,-0.03,1.22,57.90
AGI Greenpac,500187,AGI,INE415A01038,Industrial Products,Packaging,499.10,34.86,3229.05,2627.76,596.34,22.69,24.28,9.54,1.46,0.52,9.27,0.21,16.24,352.10,73.95,490.66,194.64,494.83,13.73,0.02,-0.25,0.91,50.54
Ahm. Steelcraft,522273,,INE868C01018,Industrial Products,Iron & Steel Products,149.00,41.58,224.87,234.56,26.13,11.14,7.03,11.89,1.82,0.07,14.03,0.00,18.35,119.92,0.01,184.33,62.84,0.00,11.64,0.00,0.00,0.00,50.83
Ajmera Realty,513349,AJMERA,INE298G01035,Realty,"Residential, Commercial Projects",108.52,25.70,2135.63,810.61,234.36,28.91,31.26,17.88,1.69,0.45,5.92,0.52,12.01,1710.97,7.56,322.18,62.60,1386.04,8.82,-0.01,-0.25,2.74,50.98
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,142.10,34.52,286.96,138.05,29.53,21.39,21.99,9.48,1.85,0.20,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,27.36,0.00,-0.90,0.01,70.12
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,38.54,45.02,241.30,52.43,8.54,16.29,9.09,47.88,4.86,1.01,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,4.05,0.00,0.00,0.50,69.42
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,475.90,41.09,588.34,202.86,38.80,19.13,32.27,21.58,5.19,0.11,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,5.33,0.00,0.00,0.00,58.55
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),378.95,49.74,141.45,22.93,11.21,48.89,42.33,20.44,1.98,-1.21,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.76,0.00,0.00,1.70,56.82
Arihant Super.,506194,ARIHANTSUP,INE643K01018,Realty,"Residential, Commercial Projects",211.60,27.88,915.17,522.23,118.05,22.60,20.90,20.15,2.60,2.09,3.91,2.38,18.84,1083.45,6.64,128.83,89.20,817.55,7.04,0.03,0.04,6.85,54.80
Arkade,544261,ARKADE,INE0QRL01017,Realty,"Residential, Commercial Projects",103.22,31.01,1916.42,751.28,195.61,26.04,30.17,12.94,2.01,0.27,17.03,0.18,25.75,861.03,12.61,23.06,34.35,906.97,9.84,0.03,-0.04,0.88,51.70
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,378.45,43.64,571.00,216.02,70.25,32.52,36.42,11.11,2.70,0.11,35.18,0.01,39.57,168.00,7.91,12.22,7.23,23.61,13.71,0.10,0.02,0.04,53.73
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,115.90,49.34,320.69,108.21,33.32,30.79,11.49,12.66,7.38,0.07,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,10.63,-0.01,0.00,0.00,69.32
Ashoka Buildcon,533271,ASHOKA,INE442H01029,Construction,Civil Construction,113.73,29.23,3192.67,8260.00,2396.08,29.01,29.09,3.05,0.76,0.06,8.69,0.47,54.78,1978.72,2364.66,1417.82,897.89,465.85,64.16,0.39,0.01,0.81,50.72
ASM Technologies,526433,,INE867C01010,IT - Software,Computers - Software & Consulting,2276.30,43.00,3320.36,507.91,100.96,19.88,16.39,54.40,11.27,2.50,9.39,0.18,16.85,200.50,2.88,126.51,27.95,38.79,2.82,0.28,-0.03,0.57,50.47
Assoc.Alcohols,507526,ASALCBR,INE073G01016,Beverages,Breweries & Distilleries,727.80,37.38,1461.36,1023.39,138.12,13.50,11.91,16.74,2.35,1.57,12.19,0.13,17.27,115.08,5.53,54.42,44.25,114.32,7.94,0.04,-0.18,0.62,50.88
