Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,138.00,62.48,310.52,72.73,19.67,27.05,26.49,19.73,3.27,0.22,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,7.83,-1.57,-0.84,0.04,51.06
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,118.70,50.03,188.85,75.39,19.62,26.02,30.64,21.66,2.30,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.49,0.32,-1.46,0.00,65.05
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,208.70,39.03,421.45,138.34,30.32,21.92,21.99,13.88,2.71,0.30,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,14.38,0.00,-0.90,0.01,60.47
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,58.66,40.74,367.28,63.57,7.83,12.32,9.09,74.80,7.40,1.57,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.51,0.00,0.00,0.53,56.68
Antelopus Selan,530075,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,367.80,35.23,1293.27,231.46,108.87,47.04,52.57,22.97,2.20,0.24,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.30,0.00,-1.47,0.05,55.79
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),400.00,46.37,149.31,26.12,10.73,41.08,42.33,22.97,2.09,-1.36,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.06,0.00,0.08,1.79,54.42
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,126.05,36.63,213.85,61.20,15.64,25.56,11.49,16.69,5.10,0.10,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,8.02,-0.01,0.00,0.00,66.64
Atmastco Ltd,,ATMASTCO,INE05DH01017,Construction,Civil Construction,143.15,48.24,354.08,272.00,39.93,14.68,15.37,20.62,2.53,0.25,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.74,-0.36,0.00,2.38,52.41
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,109.45,29.25,273.40,369.67,74.84,20.25,20.28,6.28,1.72,0.06,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,18.13,0.10,-0.03,2.46,54.16
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,89.15,36.94,389.89,95.04,21.23,22.34,20.29,27.77,5.19,0.95,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.20,0.00,0.00,0.77,52.63
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,106.30,33.49,138.97,170.36,21.49,12.61,15.24,11.24,0.96,0.38,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.58,0.00,0.00,3.00,55.67
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,20.74,34.54,174.11,342.28,163.37,47.73,20.63,0.97,0.42,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,127.95,0.00,-0.01,2.34,61.51
