Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,118.00,265.51,72.73,19.67,27.05,26.49,16.87,2.79,0.19,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,9.37,3.90,0.95,0.04,58.16
Addictive Learn,,ADDICTIVE,Other Consumer Services,E-Learning,108.50,172.62,75.39,19.62,26.02,30.64,19.80,2.10,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.12,0.32,-1.46,0.00,71.45
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,145.16,820.29,424.71,206.41,48.60,50.53,14.47,3.06,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.68,0.00,0.04,8.53,52.21
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,215.05,434.28,138.34,30.32,21.92,21.99,14.30,2.80,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.76,0.00,-0.90,0.01,61.87
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,61.40,384.43,63.57,7.83,12.32,9.09,78.30,7.74,1.65,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.40,0.00,0.00,0.53,56.65
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,405.55,1426.01,231.46,108.87,47.04,52.57,25.32,2.43,0.26,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.67,0.00,-2.21,0.05,54.93
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),401.00,149.68,26.12,10.73,41.08,42.33,23.03,2.10,-1.36,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.04,0.00,0.08,1.79,55.89
Artificial Elect,526443,,IT - Software,Software Products,139.90,237.35,61.20,15.64,25.56,11.49,18.53,5.66,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.22,-0.01,0.00,0.00,68.25
Atmastco Ltd,,ATMASTCO,Construction,Civil Construction,141.35,349.62,272.00,39.93,14.68,15.37,20.36,2.50,0.24,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.84,-0.36,0.00,2.38,53.01
AVP Infracon,,AVPINFRA,Construction,Civil Construction,120.50,301.00,369.67,74.84,20.25,20.28,6.92,1.89,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.98,0.10,-0.03,2.46,54.41
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,122.60,160.28,170.36,21.49,12.61,15.24,12.97,1.11,0.44,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.56,0.00,0.00,3.00,58.44
Bharat Road,540700,BRNL,Construction,Civil Construction,22.67,190.31,342.28,163.37,47.73,20.63,1.06,0.46,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,115.09,0.00,-0.01,2.34,57.93
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.22,148.37,98.60,12.41,12.59,10.48,22.11,1.85,1.50,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.75,-0.01,0.06,1.96,53.72
C2C Advanced,,C2C,Aerospace & Defense,Aerospace & Defense,464.80,788.69,137.99,57.18,41.44,36.01,18.44,3.50,0.13,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.01,-1.86,-0.06,0.82,51.28
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,107.50,262.59,102.21,26.33,25.76,29.80,9.76,1.53,0.76,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.62,-0.87,-1.50,0.00,60.77
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,835.20,1490.09,574.23,113.89,19.83,19.19,15.35,3.19,0.17,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,9.23,0.03,-0.11,0.58,60.32
