Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,114.95,258.65,72.73,19.67,27.05,26.49,16.43,2.72,0.18,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,9.66,3.90,0.95,0.04,59.24
Addictive Learn,,ADDICTIVE,Other Consumer Services,E-Learning,110.00,175.01,75.39,19.62,26.02,30.64,20.07,2.13,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.02,0.32,-1.46,0.00,70.74
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,145.85,824.19,424.71,206.41,48.60,50.53,14.54,3.08,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.66,0.00,0.04,8.53,51.98
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,214.00,432.16,138.34,30.32,21.92,21.99,14.23,2.78,0.30,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.86,0.00,-0.90,0.01,61.85
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,65.41,409.54,63.57,7.83,12.32,9.09,83.41,8.25,1.76,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.25,0.00,0.00,0.53,53.82
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,411.10,1445.52,231.46,108.87,47.04,52.57,25.67,2.46,0.27,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.59,0.00,-2.21,0.05,53.55
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),403.00,150.43,26.12,10.73,41.08,42.33,23.14,2.11,-1.37,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.01,0.00,0.08,1.79,55.67
Artificial Elect,526443,,IT - Software,Software Products,133.55,226.58,61.20,15.64,25.56,11.49,17.69,5.40,0.10,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.57,-0.01,0.00,0.00,69.69
Atmastco Ltd,,ATMASTCO,Construction,Civil Construction,138.95,343.69,272.00,39.93,14.68,15.37,20.02,2.46,0.24,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.96,-0.36,0.00,2.38,53.81
AVP Infracon,,AVPINFRA,Construction,Civil Construction,119.80,299.25,369.67,74.84,20.25,20.28,6.88,1.88,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,17.05,0.10,-0.03,2.46,54.67
