Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.93,25.67,698.22,256.21,38.07,14.86,14.86,36.07,4.09,0.76,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,4.47,0.01,0.66,2.42,0.04,53.61
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,121.06,33.94,253.57,92.01,17.69,19.23,19.23,37.29,5.24,4.67,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.04,0.0,0.0,1.98,0.49,53.08
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,218.35,23.08,479.57,298.68,39.85,13.34,13.34,36.16,3.11,0.4,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.64,0.0,0.0,5.12,0.0,57.02
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,110.35,40.38,248.3,84.77,24.5,28.9,28.9,12.38,2.34,0.33,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,11.24,-0.43,0.19,0.1,0.0,60.87
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,71.0,44.37,112.95,75.39,19.62,26.02,30.64,12.96,1.37,0.07,11.21,0.0,13.08,-2.28,2.68,0.48,2.12,0.0,10.62,-0.04,-0.01,0.0,0.0,57.68
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,73.0,46.3,125.71,118.21,12.04,10.19,10.19,17.63,2.5,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.72,0.0,0.0,2.18,0.0,53.08
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,154.85,52.33,312.71,137.87,24.6,17.84,17.84,11.7,1.85,0.36,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,19.32,-0.48,-0.21,0.01,0.97,63.47
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,53.7,48.1,336.23,50.55,8.77,17.35,17.35,67.38,6.46,4.95,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,2.82,0.0,0.0,4.28,0.0,51.18
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,553.9,43.06,684.75,239.64,35.66,14.88,14.88,30.64,5.7,0.61,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.28,0.0,0.0,0.0,0.18,51.75
Aprameya Enginee,,APRAMEYA,INE0LQG01010,Healthcare Equipment & Supplies,Medical Equipment & Supplies,156.1,36.28,297.21,168.57,36.8,21.83,17.98,12.08,4.19,0.41,14.68,0.53,36.78,71.27,0.5,112.36,15.69,4.46,10.22,-0.07,0.0,1.0,0.0,56.64
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,134.15,56.17,371.2,108.21,33.32,30.79,11.49,14.69,8.52,0.08,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,9.63,0.0,0.0,0.0,0.0,64.49
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,794.5,47.6,4390.49,1411.09,282.35,20.01,20.01,20.14,2.54,0.65,10.29,0.03,13.44,736.02,19.57,376.94,122.76,32.64,6.3,0.36,-0.48,0.22,0.49,52.31
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,320.7,40.14,646.51,688.95,92.55,13.43,13.43,11.43,4.0,0.07,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,12.47,-0.1,0.0,0.52,0.03,50.96
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,371.15,38.0,129.19,100.59,28.1,27.94,27.94,14.28,2.19,1.32,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,9.33,0.0,0.0,2.18,0.04,64.0
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,71.55,30.63,178.73,420.75,77.19,18.35,18.35,4.24,1.0,0.08,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,19.49,0.08,0.0,2.76,0.0,67.18
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,326.35,52.05,2335.45,1493.48,549.76,36.81,36.81,32.95,4.21,0.62,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,6.65,-0.04,-0.99,5.81,0.0,54.61
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,240.1,55.35,606.6,417.47,84.91,20.34,21.3,11.17,1.97,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.0,14.34,-0.75,0.11,0.84,0.0,52.9
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,86.77,48.47,379.5,97.14,22.89,23.56,23.56,25.55,4.53,0.45,10.51,0.21,19.23,31.93,1.39,34.27,23.43,25.25,5.86,0.0,0.0,0.78,0.12,53.89
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1457.0,61.2,2421.67,1241.84,199.12,16.03,16.03,15.41,1.91,2.84,11.25,0.0,13.34,924.04,22.4,385.41,96.76,330.56,8.72,-0.38,0.11,0.01,0.03,51.92
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,454.2,57.67,7878.77,947.32,294.1,31.05,31.05,31.77,5.79,2.01,16.2,0.03,19.88,729.58,68.65,339.05,56.92,187.39,4.21,-0.14,-0.25,0.12,0.27,55.83
Brigade Enterpr.,532929.0,BRIGADE,INE791I01019,Realty,"Residential, Commercial Projects",651.85,33.85,15945.68,5697.22,1427.33,25.05,25.05,24.49,2.34,0.7,3.03,0.93,10.44,3133.57,198.36,600.69,881.7,11400.89,6.7,1.19,-1.39,4.78,0.38,51.08
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,818.85,36.95,4484.06,474.1,168.77,35.6,35.6,33.49,4.97,2.98,13.54,0.01,15.82,451.42,52.4,176.41,62.46,17.45,4.19,0.36,-0.75,0.04,0.41,59.06
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,401.95,45.67,682.1,137.99,57.18,41.44,36.01,15.96,3.03,0.11,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.67,-1.77,1.24,0.82,0.0,54.74
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,937.0,46.59,1961.79,660.7,146.03,22.1,22.1,14.61,2.95,0.23,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,9.12,-0.04,5.92,0.35,0.35,52.0
Chemkart India,544442.0,,INE0VWL01017,Food Products,Other Food Products,128.5,38.64,155.47,214.83,28.18,13.12,13.12,7.9,1.2,0.21,16.17,0.04,21.48,101.17,0.67,49.98,18.27,34.73,24.73,-2.45,-0.55,0.17,0.0,50.95
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1571.1,52.2,4396.88,2234.35,475.99,21.3,21.3,26.03,2.18,0.04,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,7.43,0.0,0.02,2.9,0.0,56.76
Clean Science,543318.0,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,798.3,44.49,8484.11,956.55,355.04,37.12,37.12,36.97,5.29,-4.6,13.58,0.0,15.31,663.01,32.56,206.42,115.74,153.72,3.87,-2.62,3.37,0.01,0.75,50.11
Concord Biotech,543960.0,CONCORDBIO,INE338H01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1051.2,45.32,10997.32,1159.06,444.6,38.36,42.25,34.58,6.0,1.29,19.09,0.0,21.35,923.08,43.29,396.79,86.05,276.28,3.67,-0.36,0.21,0.0,0.95,51.12
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,87.0,66.02,568.92,592.1,154.19,26.04,26.04,11.78,1.27,-0.8,6.15,0.52,11.39,309.76,9.45,236.29,26.73,110.35,12.2,1.03,0.0,2.52,3.47,53.97
Dam Capital Advi,544316.0,DAMCAPITAL,INE284H01025,Capital Markets,Stockbroking & Allied,151.1,47.89,1068.07,236.91,120.52,50.87,50.87,14.77,3.26,0.14,17.11,0.01,24.61,229.78,0.03,27.96,4.53,0.0,13.61,-1.73,0.38,0.03,0.66,50.24
Deepak Builders,544276.0,DBEIL,INE0OPA01019,Construction,Civil Construction,82.91,65.02,386.21,542.35,76.68,14.14,19.2,10.62,0.91,0.22,8.16,0.35,19.81,404.62,5.37,100.81,100.4,387.34,13.77,6.85,-0.07,2.02,1.18,55.33
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,86.4,47.58,192.53,220.82,31.12,14.09,14.09,13.2,1.67,0.21,10.46,0.55,17.64,80.72,1.16,55.63,7.21,8.53,10.65,-4.31,-5.2,2.12,0.0,58.46
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,138.2,49.67,829.47,808.16,93.93,11.62,11.62,14.4,3.13,1.25,15.26,0.03,23.66,207.42,11.29,107.02,88.01,0.05,9.6,-0.1,-0.58,0.1,1.73,61.44
EFC (I),512008.0,EFCIL,INE886D01026,Commercial Services & Supplies,Diversified Commercial Services,182.2,45.6,2695.58,1036.68,468.27,45.17,45.17,14.7,4.3,0.05,10.74,1.74,34.3,111.14,17.11,244.65,143.0,37.51,9.05,0.55,-0.19,3.85,0.0,50.48
Ellen.Indl.Gas,544421.0,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,261.75,45.08,3688.96,341.58,116.22,34.02,34.02,35.34,3.76,0.51,9.73,0.19,14.2,112.24,50.05,63.28,14.63,14.17,3.83,-2.4,0.48,1.27,0.0,58.95
EMS,543983.0,EMSLIMITED,INE0OV601013,Other Utilities,Waste Management,326.1,51.1,1810.9,882.57,186.86,21.17,26.31,13.79,1.71,0.42,17.21,0.16,20.69,705.51,11.47,398.78,27.78,102.46,9.96,0.0,0.2,0.88,0.45,50.21
