Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,125.20,52.72,281.72,72.73,19.67,27.05,26.49,17.90,2.96,0.20,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.75,-1.57,-0.84,0.04,55.60
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,115.00,43.68,182.96,75.39,19.62,26.02,30.64,20.98,2.22,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.71,0.32,-1.46,0.00,66.55
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,205.80,34.77,415.60,138.34,30.32,21.92,21.99,13.69,2.68,0.29,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,14.69,0.00,-0.90,0.01,61.02
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,56.21,30.17,351.94,63.57,7.83,12.32,9.09,71.68,7.09,1.51,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.62,0.00,0.00,0.53,58.49
Antelopus Selan,530075,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,363.40,31.66,1277.80,231.46,108.87,47.04,52.57,22.69,2.17,0.24,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.38,0.00,-1.47,0.05,56.32
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),401.00,46.67,149.68,26.12,10.73,41.08,42.33,23.03,2.10,-1.36,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.04,0.00,0.08,1.79,54.31
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,125.80,32.51,213.43,61.20,15.64,25.56,11.49,16.66,5.09,0.10,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,8.04,-0.01,0.00,0.00,66.70
Atmastco Ltd,,ATMASTCO,INE05DH01017,Construction,Civil Construction,131.30,30.84,324.77,272.00,39.93,14.68,15.37,18.91,2.32,0.23,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,9.40,-0.36,0.00,2.38,56.35
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,116.15,35.49,290.13,369.67,74.84,20.25,20.28,6.67,1.82,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,17.42,0.10,-0.03,2.46,52.38
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,90.36,37.26,395.18,95.04,21.23,22.34,20.29,28.15,5.26,0.96,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.13,0.00,0.00,0.77,51.99
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,110.35,37.19,144.26,170.36,21.49,12.61,15.24,11.67,1.00,0.40,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.31,0.00,0.00,3.00,53.98
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,20.54,31.44,172.43,342.28,163.37,47.73,20.63,0.96,0.42,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,129.45,0.00,-0.01,2.34,61.89
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,500.20,31.58,8676.74,1179.07,439.93,37.31,36.67,24.62,6.91,1.36,24.16,0.02,30.24,748.98,57.99,311.83,40.65,196.79,5.61,1.02,-0.69,0.04,51.35
Bodhi Tree,543767,BTML,INE0EEJ01023,Entertainment,Digital Entertainment,8.07,44.98,145.66,98.60,12.41,12.59,10.48,21.71,1.81,1.47,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.87,-0.01,0.06,1.96,54.56
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,452.90,37.43,768.50,137.99,57.18,41.44,36.01,17.97,3.41,0.13,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.18,-1.86,-0.06,0.82,52.53
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,109.65,55.73,267.84,102.21,26.33,25.76,29.80,9.95,1.56,0.77,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.01,-0.87,-1.50,0.00,59.98
Ceinsys Tech,538734,,INE016Q01014,IT - Software,Computers - Software & Consulting,1004.80,43.56,1792.68,574.23,113.89,19.83,19.19,18.47,3.84,0.21,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,7.60,0.03,-0.11,0.58,51.88
Cenlub Industrie,522251,,INE627F01011,Industrial Manufacturing,Industrial Products,220.10,40.01,102.63,72.49,10.06,13.88,15.85,12.73,1.51,1.53,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,11.46,0.00,0.00,0.36,59.61
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,122.50,33.61,148.21,193.38,26.80,13.86,16.12,7.78,1.22,0.12,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,25.95,,,0.05,53.24
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,77.54,32.65,139.09,35.27,6.43,18.23,19.83,18.50,1.40,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,14.77,0.05,0.00,0.00,64.43
Chetana Educa.,,CHETANA,INE0U1T01012,Printing & Publication,Printing & Publication,55.00,44.69,112.20,102.93,19.42,18.87,22.72,8.73,1.27,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,15.99,-1.40,0.94,0.26,57.36
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,475.90,17.00,18206.37,2252.45,579.88,25.74,31.34,53.00,4.81,-3.27,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.55,9.41,-0.72,0.95,64.17
Danlaw Tech.,532329,,INE310B01013,Industrial Manufacturing,Industrial Products,779.80,48.50,379.81,237.35,34.83,14.67,14.74,19.09,4.43,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.49,0.00,0.00,1.09,51.83
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,168.00,57.38,144.59,142.50,28.16,19.76,19.30,8.19,1.77,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.63,1.51,-0.77,2.23,55.18
DJ Mediaprint,543193,DJML,INE0B1K01014,Transport Services,Logistics Solution Provider,70.28,51.78,241.61,91.57,18.14,19.81,21.84,32.13,3.26,1.09,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,4.65,-0.03,-0.16,1.36,59.02
Dynamic Services,,DYNAMIC,INE0DZ701010,Commercial Services & Supplies,Diversified Commercial Services,137.60,70.36,189.15,347.25,49.12,14.15,13.61,8.27,0.96,0.08,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,16.01,0.00,-0.05,2.98,63.01
