Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.93,15.99,698.25,256.21,38.07,14.86,14.86,36.06,4.12,0.76,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.73,0.01,0.66,2.42,0.06,53.61
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,119.24,30.23,249.75,92.01,17.69,19.23,19.23,36.74,5.11,4.6,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.29,0.0,0.0,1.98,0.5,53.78
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,210.18,19.83,461.65,298.68,39.85,13.34,13.34,34.83,2.99,0.39,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.94,0.0,0.0,5.12,0.0,58.63
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,100.5,30.3,226.14,84.77,24.5,28.9,28.9,11.26,2.12,0.3,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,12.95,-0.43,0.19,0.1,0.0,64.36
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,72.0,45.79,123.99,118.21,12.04,10.19,10.19,17.39,2.47,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.81,0.0,0.0,2.18,0.0,53.73
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,144.4,37.71,291.61,137.87,24.6,17.84,17.84,10.91,1.73,0.34,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.98,-0.48,-0.21,0.01,1.04,63.42
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,49.31,34.7,308.75,50.55,8.77,17.35,17.35,61.88,5.93,4.54,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.14,0.0,0.0,4.28,0.0,55.17
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,534.9,37.86,661.3,239.64,35.66,14.88,14.88,29.58,5.53,0.59,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.44,0.0,0.0,0.0,0.28,53.41
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,107.55,40.04,297.58,150.1,49.2,32.78,32.78,8.11,2.4,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,12.53,0.0,0.0,2.22,0.0,60.17
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,775.35,41.53,4284.75,1411.09,282.35,20.01,20.01,19.7,2.43,0.64,10.29,0.03,13.44,736.02,19.57,376.94,122.76,32.64,6.79,0.36,-0.48,0.22,0.53,53.46
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,328.95,28.28,114.5,100.59,28.1,27.94,27.94,12.67,1.95,1.18,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,11.06,0.0,0.0,2.18,0.05,68.09
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,72.0,38.2,179.85,420.75,77.19,18.35,18.35,4.27,1.01,0.08,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,19.45,0.08,0.0,2.76,0.0,66.97
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,303.05,33.76,2168.71,1493.48,549.76,36.81,36.81,30.61,3.92,0.58,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,7.43,-0.04,-0.99,5.81,0.0,56.49
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,90.0,27.68,213.99,170.47,18.99,11.14,11.14,20.94,2.35,1.11,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.29,-0.66,0.0,2.29,0.0,51.27
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,203.2,40.33,513.4,407.8,85.2,20.89,20.89,10.04,1.52,0.44,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,14.42,-0.75,0.11,1.34,0.0,60.14
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,85.3,43.68,373.05,97.14,22.89,23.56,23.56,25.09,4.42,0.45,10.51,0.21,19.23,31.93,1.39,34.27,23.43,25.25,5.99,0.0,0.0,0.78,0.12,54.68
Bhadora Indust.,,BHADORA,INE0ZRC01017,Industrial Products,Cables - Electricals,59.65,33.58,110.95,124.93,16.29,13.04,13.04,11.16,1.34,0.04,12.11,0.22,19.31,51.5,0.84,52.93,11.62,14.2,13.36,0.11,-0.04,1.07,0.0,53.71
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1405.1,41.5,2335.4,1241.84,199.12,16.03,16.03,14.83,1.87,2.73,11.25,0.0,13.34,924.04,22.4,385.41,96.76,330.56,9.5,-0.38,0.11,0.01,0.03,53.63
Blue Cloud Soft.,539607.0,,INE373T01047,IT - Software,Software Products,18.09,42.11,1362.34,1001.9,125.39,12.52,12.52,22.53,1.53,,7.04,0.29,11.58,12.64,0.74,386.31,128.46,0.55,6.2,0.0,0.0,2.7,0.0,52.39
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,512.65,62.35,8892.74,947.32,294.1,31.05,31.05,35.94,6.6,2.27,16.2,0.03,19.88,729.58,68.65,339.05,56.92,187.39,3.97,-0.14,-0.25,0.12,0.24,50.14
C.E. Info System,543425.0,MAPMYINDIA,INE0BV301023,IT - Software,Software Products,844.2,42.61,4622.9,474.1,168.77,35.6,35.6,34.54,5.14,3.08,13.54,0.01,15.82,451.42,52.4,176.41,62.46,17.45,4.2,0.36,-0.75,0.04,0.41,57.79
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,353.0,33.21,598.93,137.99,57.18,41.44,36.01,14.01,2.63,0.1,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,9.34,-1.77,1.24,0.82,0.0,60.25
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,921.45,39.39,1929.29,660.7,146.03,22.1,22.1,14.4,2.88,0.23,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,9.84,-0.04,5.92,0.35,0.37,52.79
Chemkart India,544442.0,,INE0VWL01017,Food Products,Other Food Products,127.25,43.66,153.95,214.83,28.18,13.12,13.12,7.83,1.18,0.21,16.17,0.04,21.48,101.17,0.67,49.98,18.27,34.73,23.5,-2.45,-0.55,0.17,0.0,51.43
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1536.15,47.18,4299.06,2234.35,475.99,21.3,21.3,19.31,2.0,0.03,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,7.85,0.0,0.02,2.9,0.0,57.72
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,88.1,50.15,576.08,592.1,154.19,26.04,26.04,11.89,1.32,-0.81,6.15,0.52,11.39,309.76,9.45,236.29,26.73,110.35,12.83,1.03,0.0,2.52,3.43,50.23
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,85.99,44.21,191.65,220.82,31.12,14.09,14.09,13.12,1.64,0.2,10.46,0.55,17.64,80.72,1.16,55.63,7.21,8.53,11.94,-4.31,-5.2,2.12,0.0,58.66
Earkart,544549.0,,INE1A8F01035,Healthcare Equipment & Supplies,Medical Equipment & Supplies,120.0,42.44,165.05,54.04,8.35,15.45,15.45,33.48,2.57,0.6,9.88,0.0,11.7,56.81,0.11,21.07,1.8,10.92,5.44,9.34,-5.14,0.0,0.0,54.88
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,125.22,40.89,751.32,808.16,93.93,11.62,11.62,13.06,2.83,1.13,15.26,0.03,23.66,207.42,11.29,107.02,88.01,0.05,10.74,-0.1,-0.58,0.1,1.91,65.06
Ellen.Indl.Gas,544421.0,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,277.55,46.26,3911.64,341.58,116.22,34.02,34.02,37.49,4.01,0.54,9.73,0.19,14.2,112.24,50.05,63.28,14.63,14.17,3.86,-2.4,0.48,1.27,0.0,56.48
Envirotech Sys.,,ENVIRO,INE0SUH01015,Industrial Products,Other Industrial Products,78.0,33.39,146.56,57.59,18.81,32.66,32.66,12.1,1.89,0.18,13.22,0.18,17.31,24.33,0.82,31.71,3.24,10.04,11.7,0.0,0.16,0.76,0.0,54.91
Eppeltone Ene.,,EEPL,INE11HF01010,Electrical Equipment,Other Electrical Equipment,99.5,42.38,128.94,134.74,19.4,14.4,14.4,10.42,1.42,0.08,7.98,0.43,18.94,61.54,0.8,68.93,47.72,58.57,11.34,0.23,0.0,2.1,0.0,62.86
Espire Hospi,532016.0,,INE176O01011,Leisure Services,Hotels & Resorts,180.0,29.35,268.58,134.25,25.08,18.68,18.68,33.07,5.28,0.16,3.9,2.76,17.17,47.71,6.81,2.49,6.45,0.3,5.24,0.0,0.0,6.65,0.0,70.97
G G Automotive,531399.0,,INE493B01017,Auto Components,Auto Components & Equipments,140.1,40.46,139.97,116.37,21.03,18.07,18.07,12.59,2.41,0.16,10.86,0.5,21.17,27.95,0.29,18.7,14.47,19.1,10.44,0.0,0.0,1.79,0.0,56.63
