Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,124.30,49.31,279.69,72.73,19.67,27.05,26.49,17.77,2.94,0.20,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.82,-1.57,-0.84,0.04,55.92
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,104.80,34.69,166.73,75.39,19.62,26.02,30.64,19.12,2.03,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.38,0.32,-1.46,0.00,65.86
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),4.98,13.28,212.52,124.17,94.88,76.41,77.01,5.88,0.53,0.06,5.98,0.96,10.98,101.70,0.00,0.00,0.30,0.00,17.90,0.00,-0.17,4.08,51.70
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,194.00,35.67,391.77,138.34,30.32,21.92,21.99,12.90,2.52,0.28,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,16.07,0.00,-0.90,0.01,61.57
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,38.67,16.12,242.12,63.57,7.83,12.32,9.09,49.31,4.88,1.04,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,3.78,0.00,0.00,0.53,69.32
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,480.95,23.24,594.58,202.86,38.80,19.13,32.27,21.81,5.24,0.11,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,5.27,0.00,0.00,0.00,58.11
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),390.00,46.18,145.57,26.12,10.73,41.08,42.33,22.40,2.04,-1.32,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.21,0.00,0.00,1.79,55.56
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,102.00,28.73,173.05,61.20,15.64,25.56,11.49,13.51,4.13,0.08,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,9.93,-0.01,0.00,0.00,73.00
Atmastco Ltd,,ATMASTCO,INE05DH01017,Construction,Civil Construction,146.25,53.46,361.74,272.00,39.93,14.68,15.37,21.07,2.59,0.25,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.59,-0.36,0.00,2.38,50.26
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,318.30,36.26,641.69,570.41,78.67,13.79,12.90,11.84,4.80,0.08,27.13,0.23,57.82,99.13,2.22,107.60,71.04,29.97,11.57,0.45,-0.79,0.42,51.33
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,90.40,22.05,225.81,369.67,74.84,20.25,20.28,5.19,1.42,0.05,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,20.53,0.10,-0.03,2.46,59.54
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,343.30,27.63,1084.25,612.44,93.91,15.33,15.28,20.72,2.23,-1.17,4.98,0.49,10.69,187.63,15.22,231.94,82.79,156.31,6.44,-0.03,0.06,2.83,53.92
Balu Forge,531112,BALUFORGE,INE011E01029,Industrial Products,Castings & Forgings,356.30,14.10,4097.16,1058.14,297.77,28.14,27.19,16.81,3.25,0.19,20.75,0.07,25.38,413.10,18.71,371.43,110.81,133.64,7.51,-0.03,-0.39,0.26,54.55
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,81.44,34.86,356.17,95.04,21.23,22.34,20.29,25.37,4.74,0.87,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.68,0.00,0.00,0.77,56.73
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,93.25,26.69,121.91,170.36,21.49,12.61,15.24,9.86,0.85,0.34,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,11.58,0.00,0.00,3.00,61.11
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,20.02,35.64,168.07,342.28,163.37,47.73,20.63,0.93,0.41,0.02,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,133.51,0.00,0.00,2.34,58.95
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,416.15,20.45,7218.76,1179.07,439.93,37.31,36.67,20.49,5.75,1.13,24.16,0.02,30.24,748.98,57.99,311.83,40.65,196.79,6.77,1.02,-0.69,0.04,59.53
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,397.00,32.23,673.65,137.99,57.18,41.44,36.01,15.75,2.99,0.11,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,8.13,-1.86,-0.06,0.82,55.29
