Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,121.60,273.61,72.73,19.67,27.05,26.49,17.38,2.88,0.19,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,9.05,3.90,0.95,0.04,56.88
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,112.10,178.35,75.39,19.62,26.02,30.64,20.45,2.17,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.89,0.32,-1.46,0.00,71.33
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,147.40,832.95,424.71,206.41,48.60,50.53,14.70,3.11,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.60,0.00,0.04,8.53,51.47
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,218.00,440.23,138.34,30.32,21.92,21.99,14.50,2.83,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.49,0.00,-0.90,0.01,64.72
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,64.00,400.71,63.57,7.83,12.32,9.09,81.61,8.07,1.72,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.30,0.00,0.00,0.53,55.86
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,371.10,1304.88,231.46,108.87,47.04,52.57,23.17,2.22,0.24,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.24,0.00,-2.21,0.05,60.81
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),410.00,153.01,26.12,10.73,41.08,42.33,23.54,2.14,-1.39,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.90,0.00,0.08,1.79,54.90
Artificial Elect,526443,,IT - Software,Software Products,141.75,240.49,61.20,15.64,25.56,11.49,18.77,5.73,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.13,-0.01,0.00,0.00,67.83
AVP Infracon,,AVPINFRA,Construction,Civil Construction,121.45,303.37,369.67,74.84,20.25,20.28,6.97,1.90,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.89,0.10,-0.03,2.46,54.05
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,119.70,156.49,170.36,21.49,12.61,15.24,12.66,1.09,0.43,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.72,0.00,0.00,3.00,59.42
Bharat Road,540700,BRNL,Construction,Civil Construction,22.30,187.21,342.28,163.37,47.73,20.63,1.04,0.45,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,117.35,0.00,-0.01,2.34,58.62
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.31,149.99,98.60,12.41,12.59,10.48,22.35,1.87,1.52,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.68,-0.01,0.06,1.96,53.21
