Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,214.0,67.88,470.03,332.95,41.83,12.56,13.34,33.21,3.07,0.37,4.41,0.96,10.05,84.17,3.79,72.23,5.87,67.91,4.86,0.0,0.0,4.84,0.0,57.87
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,77.99,32.5,175.49,90.8,25.52,28.11,28.9,8.52,1.64,0.22,24.37,0.03,27.74,57.94,3.62,44.63,5.36,0.0,17.78,-0.43,0.19,0.1,0.0,72.34
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,71.2,44.42,122.61,118.21,12.04,10.19,10.19,17.2,2.44,0.2,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.88,0.0,0.0,2.18,0.0,54.24
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,121.6,34.45,245.55,140.98,22.71,16.11,17.84,9.67,1.45,0.3,13.97,0.0,17.08,151.85,10.41,22.09,9.37,0.0,32.21,-0.48,-0.21,0.02,1.24,61.4
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,42.24,51.93,264.45,49.23,8.94,18.16,17.35,51.76,5.1,3.8,8.34,0.88,10.07,66.76,2.4,7.88,2.85,4.73,3.46,0.0,0.0,4.2,0.0,56.9
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",47.2,48.41,117.28,138.56,16.46,11.88,11.88,11.15,1.67,0.2,7.68,0.59,16.2,48.59,1.54,39.05,40.07,57.56,10.26,0.0,0.0,2.54,0.0,50.73
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,88.99,45.01,246.24,193.64,65.68,33.92,32.78,5.11,2.03,,,0.9,30.13,202.55,1.73,112.62,22.68,13.05,18.77,0.07,0.0,1.68,0.0,54.36
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,695.0,26.55,3840.71,1432.34,275.66,19.25,20.01,18.34,2.22,0.6,10.29,0.03,13.44,736.02,24.71,376.94,122.76,32.64,7.31,0.22,-0.27,0.23,0.29,50.11
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,242.25,20.79,488.37,688.95,92.55,13.43,13.43,8.64,3.02,0.05,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,17.35,0.01,0.0,0.52,0.04,55.46
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,297.8,39.73,103.65,101.71,27.74,27.27,27.94,12.5,1.77,1.16,9.15,0.57,16.72,5.58,1.33,19.08,5.34,0.0,11.28,0.0,0.0,2.32,0.06,71.12
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,57.45,37.45,143.52,420.75,77.19,18.35,18.35,3.41,0.82,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,21.27,0.08,0.0,2.76,0.0,69.92
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,262.0,37.94,1874.96,1583.7,585.53,36.97,36.81,22.1,3.39,0.42,2.62,2.72,14.01,-312.77,98.25,137.73,307.7,0.72,8.29,-1.01,0.57,5.45,0.0,59.02
