Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,138.50,220.35,73.57,22.54,30.64,30.64,23.22,2.85,0.13,11.21,0.00,13.08,-8.69,3.16,0.28,2.25,0.00,8.32,0.32,-1.46,0.00,65.80
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,236.70,478.00,138.34,30.32,21.92,21.99,15.74,3.08,0.34,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,11.99,0.00,-0.90,0.01,62.61
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,68.42,428.42,63.57,7.83,12.32,9.09,87.25,8.63,1.84,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.16,0.00,0.00,0.53,52.81
Amwill Health,544353,,Pharmaceuticals & Biotechnology,Pharmaceuticals,50.49,101.00,38.64,6.92,17.91,31.19,12.50,1.38,0.21,23.72,0.00,24.85,29.15,2.02,17.88,3.01,1.14,8.49,0.00,0.00,0.00,51.87
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),449.55,167.77,26.12,10.73,41.08,42.33,25.81,2.35,-1.52,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.36,0.00,0.08,1.79,50.54
Artificial Elect,526443,,IT - Software,Software Products,186.90,317.09,61.20,15.64,25.56,11.49,24.75,7.56,0.14,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,5.40,0.00,0.00,0.00,57.58
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,135.50,177.14,170.36,21.49,12.61,15.24,14.33,1.23,0.49,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,8.88,0.00,0.00,3.00,54.07
Bharat Road,540700,BRNL,Construction,Civil Construction,25.31,212.48,342.28,163.37,47.73,20.63,1.18,0.51,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,101.17,0.00,-0.01,2.34,53.03
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,117.55,287.14,102.21,26.33,25.76,29.80,10.67,1.67,0.83,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,18.05,-0.87,-1.50,0.00,57.10
Captain Techno.,540652,,Industrial Manufacturing,Industrial Products,159.50,370.36,113.70,16.60,14.60,12.71,33.31,7.88,0.77,15.80,0.48,25.03,11.04,1.73,29.26,17.43,10.47,4.22,0.00,0.00,1.37,50.47
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,240.65,112.21,72.49,10.06,13.88,15.85,13.92,1.65,1.67,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.49,0.00,0.00,0.36,59.41
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,101.05,181.26,35.27,6.43,18.23,19.83,24.10,1.82,0.17,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,9.32,0.05,0.00,0.00,60.76
