Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,137.90,58.15,310.29,72.73,19.67,27.05,26.49,19.71,3.26,0.22,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,7.84,-1.57,-0.84,0.04,51.10
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,107.20,47.15,170.55,75.39,19.62,26.02,30.64,19.56,2.07,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.21,0.32,-1.46,0.00,55.32
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),4.98,32.49,212.52,135.78,104.55,77.00,77.01,5.65,0.53,0.06,5.98,0.96,10.98,101.70,0.00,0.00,0.30,0.00,19.69,0.00,-0.17,3.71,51.70
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,181.35,38.50,366.22,138.34,30.32,21.92,21.99,12.06,2.36,0.26,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,17.87,0.00,-0.90,0.01,61.86
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,41.88,29.70,262.22,52.43,8.54,16.29,9.09,52.03,5.28,1.09,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,3.73,0.00,0.00,0.50,66.78
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,573.75,54.11,709.31,202.86,38.80,19.13,32.27,26.02,6.25,0.13,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.42,0.00,0.00,0.00,50.02
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),400.00,50.28,149.31,22.93,11.21,48.89,42.33,21.58,2.09,-1.27,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.40,0.00,0.00,1.70,54.42
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,123.08,53.71,340.56,61.20,15.64,25.56,11.49,26.59,4.98,0.15,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,5.02,-0.01,0.00,0.00,67.42
Autoriders Intl.,512277,,INE340U01010,Transport Services,Logistics Solution Provider,482.90,31.84,168.09,93.09,25.73,27.64,28.79,19.82,3.15,0.50,10.00,0.34,19.99,3.26,0.87,18.24,4.98,0.00,7.71,0.00,0.00,1.29,53.16
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,92.49,55.72,404.50,98.56,21.94,22.26,20.29,27.46,5.38,0.94,9.71,0.21,19.89,20.50,1.27,26.86,16.54,29.84,5.21,0.00,0.00,0.74,50.86
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,104.85,50.06,137.07,170.36,21.49,12.61,15.24,11.09,0.95,0.38,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.68,0.00,0.00,3.00,56.28
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,20.61,46.89,173.02,342.28,163.37,47.73,20.63,0.96,0.42,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,128.92,0.00,0.00,2.34,54.49
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,442.50,44.97,7675.85,1179.07,439.93,37.31,36.67,21.78,6.11,1.20,24.16,0.02,30.24,748.98,57.99,311.83,40.65,196.79,6.36,1.02,-0.69,0.04,56.96
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,397.00,45.60,673.65,137.99,57.18,41.44,36.01,15.75,2.99,0.11,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,8.13,-1.86,-0.06,0.82,55.29
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,97.20,41.03,237.43,102.21,26.33,25.76,29.80,8.82,1.38,0.68,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,24.13,-0.87,-1.50,0.00,55.56
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,103.90,40.38,125.71,193.38,26.80,13.86,16.12,6.60,1.04,0.10,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,32.97,,,0.05,60.34
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,69.98,39.81,125.53,35.27,6.43,18.23,19.83,16.69,1.26,0.12,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,18.19,0.00,0.00,0.00,62.37
Clean Science,543318,CLEAN,INE227W01023,Chemicals & Petrochemicals,Specialty Chemicals,797.35,35.38,8473.96,863.60,368.98,42.73,43.31,31.19,5.45,3.65,19.65,0.00,21.88,468.31,38.94,145.65,69.96,104.64,4.29,0.79,-1.13,0.00,50.17
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,353.55,25.02,13525.66,2252.45,579.88,25.74,31.34,39.37,3.57,-2.43,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,3.41,0.76,-0.50,0.95,73.38
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,153.25,53.19,131.89,142.50,28.16,19.76,19.30,7.47,1.62,0.14,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.52,1.51,-0.77,2.23,59.11
Digitide Solutio,544413,DIGITIDE,INE0U4701011,IT - Services,IT Enabled Services,118.72,48.87,1769.07,1898.94,201.18,10.59,14.07,24.33,1.98,,,0.33,14.95,170.01,-33.68,308.13,31.14,0.00,5.81,0.12,-0.41,2.47,57.55
Dynamic Services,,DYNAMIC,INE0DZ701010,Commercial Services & Supplies,Diversified Commercial Services,125.00,37.38,171.83,347.25,49.12,14.15,13.61,7.51,0.88,0.08,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,16.95,0.00,-0.05,2.98,51.92
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026,Leisure Services,"Tour, Travel Related Services",6.99,56.28,2542.16,522.18,64.87,12.42,24.74,47.02,2.94,104.49,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.86,0.00,-0.05,0.51,50.14
Ellen.Indl.Gas,544421,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,273.90,46.49,3860.23,336.62,113.65,33.76,35.15,38.69,4.19,1.62,10.57,0.13,17.76,183.51,46.89,77.29,10.19,13.23,3.60,1.05,-0.37,0.86,57.05
Enser,,ENSER,INE0R9I01021,IT - Services,IT Enabled Services,12.85,38.20,112.00,84.58,14.15,16.73,16.73,12.90,2.86,,,0.83,25.16,27.07,0.79,31.95,7.38,0.41,10.12,-0.46,0.00,2.40,58.95
Epigral,543332,EPIGRAL,INE071N01016,Chemicals & Petrochemicals,Specialty Chemicals,1040.00,42.00,4486.70,2418.65,571.87,23.64,27.87,13.29,2.14,1.14,11.84,0.26,22.30,158.49,18.95,226.67,165.40,344.18,8.59,0.20,-0.35,1.25,50.81
Espire Hospi,532016,,INE176O01011,Leisure Services,Hotels & Resorts,309.00,54.57,461.11,132.43,21.88,16.52,18.80,153.70,11.77,0.41,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,2.58,0.00,0.00,8.47,50.16
Fluidomat,522017,,INE459C01016,Industrial Manufacturing,Industrial Products,691.05,53.57,340.69,66.38,22.52,33.93,38.69,17.62,4.00,0.28,27.08,0.00,31.44,44.82,4.45,18.07,2.91,4.56,7.70,0.00,0.00,0.00,51.30
