Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,124.85,45.67,280.93,77.23,21.92,28.38,26.49,15.93,2.95,0.18,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,9.83,-1.57,-0.84,0.03,55.73
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),4.97,32.73,212.09,135.78,104.55,77.00,77.01,5.64,0.53,0.06,5.98,0.96,10.98,101.70,0.00,0.00,0.30,0.00,19.71,0.00,-0.17,3.71,51.79
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,171.75,34.41,346.83,138.05,29.53,21.39,21.99,11.46,2.23,0.24,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,19.50,0.00,-0.90,0.01,63.88
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,42.84,33.65,268.23,52.43,8.54,16.29,9.09,53.22,5.40,1.12,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,3.65,0.00,0.00,0.50,66.01
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,525.25,43.34,649.35,202.86,38.80,19.13,32.27,23.82,5.73,0.12,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.83,0.00,0.00,0.00,54.25
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),376.95,41.69,140.70,22.93,11.21,48.89,42.33,20.33,1.97,-1.20,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.80,0.00,0.00,1.70,57.05
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,137.43,62.08,380.26,108.21,33.32,30.79,11.49,15.01,8.76,0.09,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,8.96,-0.01,0.00,0.00,63.62
Autoriders Intl.,512277,,INE340U01010,Transport Services,Logistics Solution Provider,509.75,38.93,177.44,96.93,27.50,28.37,28.79,18.24,3.30,0.46,10.00,0.34,19.99,3.26,1.28,18.24,4.98,0.00,8.17,0.00,0.00,1.16,50.56
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,322.70,23.01,2308.61,1423.03,513.97,36.12,33.70,39.36,4.63,0.95,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.60,-1.62,2.30,5.97,55.12
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,357.85,42.73,1130.21,612.44,93.91,15.33,15.28,21.60,2.32,-1.22,4.98,0.49,10.69,187.63,15.22,231.94,82.79,156.31,6.22,-0.03,0.06,2.83,51.97
Bajaj Steel Inds,507944,,INE704G01024,Industrial Manufacturing,Industrial Products,415.60,39.09,864.45,560.92,78.83,14.05,15.90,16.42,2.09,0.79,11.01,0.12,17.87,192.54,13.26,36.31,69.31,161.51,9.13,0.00,-0.02,0.66,52.23
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,249.35,34.97,629.98,417.47,84.91,20.34,21.30,11.60,2.04,0.05,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.00,13.58,-0.59,-0.03,0.84,51.09
