Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.32,38.49,659.25,256.21,38.07,14.86,14.86,34.04,3.9,0.71,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.17,0.0,-0.69,2.42,0.05,56.2
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,119.95,40.57,251.26,92.01,17.69,19.23,19.23,36.96,5.15,4.63,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.24,0.0,0.0,1.98,0.5,53.51
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,203.71,34.15,447.43,298.68,39.85,13.34,13.34,33.71,2.92,0.37,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.86,0.0,0.0,5.12,0.0,59.9
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,85.7,23.27,192.84,84.77,24.5,28.9,28.9,9.62,1.81,0.25,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,14.87,-0.43,0.19,0.1,0.0,69.61
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,72.7,47.36,125.2,118.21,12.04,10.19,10.19,17.56,2.49,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.72,0.0,0.0,2.18,0.0,53.28
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,138.0,43.26,278.67,137.87,24.6,17.84,17.84,10.42,1.64,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.8,-0.48,-0.21,0.01,1.08,62.18
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,44.98,43.46,281.63,50.55,8.77,17.35,17.35,56.44,5.4,4.14,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.29,0.0,0.0,4.28,0.0,54.79
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",46.0,46.95,114.29,138.56,16.46,11.88,11.88,10.87,1.63,0.19,7.68,0.59,16.2,48.59,1.54,39.05,40.07,57.56,10.61,0.0,0.0,2.54,0.0,51.98
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,93.0,34.56,257.31,150.1,49.2,32.78,32.78,7.03,2.11,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,13.82,0.0,0.0,2.22,0.0,52.31
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,281.3,36.62,567.13,688.95,92.55,13.43,13.43,10.02,3.51,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,14.36,0.01,0.0,0.52,0.03,53.11
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,317.65,42.79,110.57,100.59,28.1,27.94,27.94,12.23,1.88,1.13,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,10.57,0.0,0.0,2.18,0.05,69.19
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,63.45,39.2,158.49,420.75,77.19,18.35,18.35,3.76,0.89,0.07,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,21.04,0.08,0.0,2.76,0.0,70.89
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,289.95,37.73,2074.97,1493.48,549.76,36.81,36.81,29.28,3.77,0.55,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,7.45,-1.01,0.57,5.81,0.0,55.34
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,90.0,42.58,213.99,170.47,18.99,11.14,11.14,20.94,2.36,1.11,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.29,-0.66,0.0,2.29,0.0,51.27
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,197.5,40.05,498.98,407.8,85.2,20.89,20.89,9.74,1.51,0.43,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,14.88,0.02,-0.03,1.34,0.0,61.26
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1321.8,38.59,2196.96,1241.84,199.12,16.03,16.03,14.0,1.77,2.58,11.25,0.0,13.34,924.04,22.4,385.41,96.76,330.56,9.9,-0.14,-0.13,0.01,0.03,56.38
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,884.05,41.59,1850.96,660.7,146.03,22.1,22.1,13.74,2.73,0.22,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,9.92,0.05,-0.2,0.35,0.39,54.71
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1531.4,40.59,4285.76,2234.35,475.99,21.3,21.3,19.34,1.96,0.03,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,7.87,0.0,-0.02,2.9,0.0,57.85
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,85.15,46.03,556.83,592.1,154.19,26.04,26.04,11.52,1.29,-0.79,6.15,0.52,11.39,309.76,9.45,236.29,26.73,110.35,12.75,-0.32,0.05,2.52,3.52,50.82
Crizac,544439.0,CRIZAC,INE0S4R01014,Retailing,Internet & Catalogue Retail,189.3,31.19,3312.45,1042.16,285.69,27.41,27.41,15.11,5.72,0.59,25.0,0.0,40.28,301.25,28.96,238.51,233.59,0.0,9.29,-0.26,-0.69,0.01,4.25,51.21
Dhruva Cap.Serv.,531237.0,,INE972E01014,Finance,Non Banking Financial Company (NBFC),193.35,5.58,139.02,3.11,1.93,62.06,62.06,54.09,4.5,0.22,7.72,0.41,12.27,-2.17,1.31,0.0,0.03,0.0,2.44,0.0,0.0,3.27,0.0,56.6
