Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,116.60,41.93,152.43,170.36,21.49,12.61,15.24,12.33,1.06,0.42,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.91,0.00,0.00,3.00,60.47
Bharat Road,540700,BRNL,Construction,Civil Construction,22.13,38.66,185.78,342.28,163.37,47.73,20.63,1.03,0.45,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,118.42,0.00,-0.01,2.34,58.93
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.07,42.04,145.66,98.60,12.41,12.59,10.48,21.71,1.81,1.47,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.87,-0.01,0.06,1.96,54.56
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,102.35,31.86,250.01,102.21,26.33,25.76,29.80,9.29,1.45,0.72,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,22.24,-0.87,-1.50,0.00,62.65
Captain Techno.,540652,,Industrial Manufacturing,Industrial Products,148.00,35.80,343.66,113.70,16.60,14.60,12.71,30.90,7.31,0.72,15.80,0.48,25.03,11.04,1.73,29.26,17.43,10.47,4.53,0.00,0.00,1.37,54.04
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,241.65,53.73,112.68,72.49,10.06,13.88,15.85,13.98,1.65,1.68,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.44,0.00,0.00,0.36,55.65
Chatterbox Tech,544546,,Media,Advertising & Media Agencies,75.10,28.66,106.22,68.14,13.52,19.84,20.02,10.84,,0.08,27.75,0.00,41.77,27.49,0.19,18.15,15.35,0.00,14.41,,,0.00,52.09
Chemkart India,544442,,Food Products,Other Food Products,128.35,32.06,155.29,193.38,26.80,13.86,16.12,8.15,1.28,0.13,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,24.32,,,0.05,51.01
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,79.38,25.41,142.39,35.27,6.43,18.23,19.83,18.93,1.43,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,14.12,0.05,0.00,0.00,66.26
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,53.95,40.46,110.06,102.93,19.42,18.87,22.72,8.56,1.24,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,16.28,-1.40,0.94,0.26,58.18
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,536.20,31.89,20513.25,2252.45,579.88,25.74,31.34,59.72,5.42,-3.69,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.27,9.41,-0.72,0.95,59.63
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,215.04,45.50,1520.03,278.28,165.75,59.56,58.51,13.55,4.91,0.20,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.03,0.05,-0.06,0.03,52.93
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,796.90,52.13,388.14,237.35,34.83,14.67,14.74,19.50,4.53,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.33,0.00,0.00,1.09,50.78
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,162.10,52.40,139.51,142.50,28.16,19.76,19.30,7.90,1.71,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.97,1.51,-0.77,2.23,56.75
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,69.22,50.80,237.96,91.57,18.14,19.81,21.84,31.64,3.22,1.07,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,4.71,-0.03,-0.16,1.36,62.37
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,116.90,57.26,160.69,347.25,49.12,14.15,13.61,7.03,0.82,0.07,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,17.61,0.00,-0.05,2.98,70.16
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,"Tour, Travel Related Services",7.56,45.61,2749.46,522.18,64.87,12.42,24.74,50.85,3.18,113.00,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.64,0.01,-2.09,0.51,58.58
Eco Recyc.,530643,,Other Utilities,Waste Management,461.60,41.82,890.74,43.35,25.83,59.58,70.66,43.45,8.80,0.31,23.12,0.07,84.05,43.87,3.71,12.82,2.05,10.66,3.21,-0.04,-0.02,0.24,54.97
Emerald Finance,538882,,Finance,Non Banking Financial Company (NBFC),77.32,49.02,267.07,25.78,18.89,73.27,70.34,22.41,2.94,0.42,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,6.81,0.00,-4.22,0.79,53.88
EMS,543983,EMSLIMITED,Other Utilities,Waste Management,434.80,44.21,2414.48,926.49,226.20,24.41,26.31,14.79,2.32,0.45,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.37,-0.05,-0.02,0.72,52.74
Espire Hospi,532016,,Leisure Services,Hotels & Resorts,285.60,55.07,426.19,132.43,21.88,16.52,18.80,142.06,10.88,0.38,6.59,3.26,35.33,51.26,0.60,2.82,13.28,0.31,2.74,0.00,0.00,8.47,53.94
Forbes Precision,544186,,Industrial Manufacturing,Industrial Products,144.45,26.13,745.28,239.03,52.92,22.14,22.01,26.00,4.89,,12.65,0.13,18.84,48.07,3.78,29.79,30.51,37.76,5.56,-0.02,0.01,0.46,51.83
Frog Innovations,,FROG,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,160.00,42.11,248.87,219.39,35.57,16.21,16.21,14.45,1.56,0.84,12.08,0.08,16.07,69.32,2.84,44.16,21.01,35.77,13.31,0.12,-0.09,0.37,65.07
Galaxy Bearings,526073,,Industrial Products,Abrasives & Bearings,491.70,15.83,156.36,77.52,10.95,14.13,18.52,25.59,1.46,26.38,9.88,0.25,13.63,66.43,1.11,39.33,7.02,23.50,5.60,0.00,0.00,2.59,56.29
Gem Aromatics,544491,GEMAROMA,Chemicals & Petrochemicals,Specialty Chemicals,166.40,52.33,869.23,503.95,88.45,17.55,17.55,21.20,1.91,1.08,11.81,0.32,20.73,221.06,1.69,92.98,47.72,226.44,8.46,,,1.74,52.40
Genesys Intl.,506109,GENESYS,IT - Services,IT Enabled Services,455.00,56.07,1900.54,331.07,151.83,45.86,46.00,32.36,2.78,-9.78,7.94,0.21,10.76,390.92,7.06,209.38,33.94,0.00,4.99,-0.04,-0.15,1.51,56.87
Gensol Engineer.,542851,GENSOL,Electrical Equipment,Other Electrical Equipment,27.24,39.28,104.73,1451.84,329.58,22.70,23.86,1.02,0.18,0.01,3.16,2.33,22.38,224.48,3.86,308.51,167.81,3.88,24.11,0.14,4.25,4.66,96.58
GLEN Industries,544444,,Industrial Products,Packaging,80.11,53.61,192.76,182.08,41.87,23.00,24.24,10.69,1.40,0.15,9.62,0.84,36.35,63.70,0.80,31.97,3.25,64.84,13.45,,,3.33,51.40
Go Fashion (I),543401,GOCOLORS,Retailing,Speciality Retail,465.75,32.30,2515.47,866.54,267.57,30.88,31.95,28.50,3.39,0.74,7.65,0.72,14.32,441.59,24.99,126.23,38.20,241.67,5.75,0.43,-1.08,3.25,54.70
GRP,509152,GRPLTD,Industrial Products,Rubber,1693.20,36.71,903.04,548.71,66.04,12.04,12.51,32.79,4.98,0.47,8.28,1.12,17.44,48.41,2.36,95.87,20.08,49.73,4.65,-0.38,-0.01,3.96,52.10
Hi-Green Carbon,,HIGREEN,Other Utilities,Waste Management,157.55,56.53,393.72,129.70,22.71,17.51,20.00,37.32,4.31,,8.14,0.62,12.38,21.39,3.01,9.04,17.01,29.27,3.46,-0.01,-0.29,3.64,53.78
Indian Emuls,,IEML,Chemicals & Petrochemicals,Specialty Chemicals,88.50,35.58,162.25,126.71,24.47,19.31,19.38,9.78,1.75,0.02,14.67,0.35,24.08,64.26,0.52,58.94,10.77,28.01,11.93,1.81,-0.06,1.43,57.74
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,1572.70,42.30,1670.21,730.19,99.87,13.68,13.83,19.84,5.15,0.27,15.50,0.04,25.66,253.35,18.51,153.74,82.34,169.01,7.17,0.19,0.01,0.10,58.54
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,Other Agricultural Products,121.09,43.07,242.81,118.56,19.75,16.66,18.24,14.38,2.80,0.31,17.85,0.32,23.03,77.75,0.17,33.39,1.10,60.87,6.96,0.00,0.00,1.47,67.71
Insolation Ener,543620,,Power,Power Generation,138.20,47.12,3045.85,1498.48,182.38,12.17,12.09,21.01,4.43,0.13,22.76,0.37,34.87,206.93,20.69,237.65,139.18,181.77,6.03,0.13,-0.15,1.36,64.47
Kamdhenu,532741,KAMDHENU,Industrial Products,Iron & Steel Products,23.55,37.23,663.83,759.70,89.21,11.74,10.09,9.53,1.82,0.30,18.66,0.00,21.99,276.67,10.28,52.44,20.22,10.53,14.60,-0.32,-1.91,0.01,55.27
Kay Cee,,KCEIL,Construction,Civil Construction,151.95,38.42,185.74,198.15,34.55,17.44,17.78,8.74,1.99,0.11,12.27,0.59,32.11,89.54,0.69,38.27,24.25,37.76,15.65,-9.48,-0.81,1.56,62.79
Kaytex Fabrics,,KAYTEX,Textiles & Apparels,Garments & Apparels,71.20,32.01,104.66,157.63,31.13,19.75,20.01,5.86,0.97,0.09,15.31,0.40,40.49,93.42,1.04,49.83,20.26,54.31,24.34,,,1.55,54.62
Kimia Bioscien.,530313,,Pharmaceuticals & Biotechnology,Pharmaceuticals,32.62,55.36,154.33,125.92,18.23,14.48,17.03,18.87,13.33,0.29,9.10,3.11,186.78,-6.20,1.38,28.18,47.87,34.65,8.43,0.00,0.00,2.26,62.44
KNR Construct.,532942,KNRCON,Construction,Civil Construction,171.02,63.95,4809.67,3082.53,852.58,27.66,33.86,6.97,1.01,0.16,17.05,0.49,27.24,2574.81,54.70,874.47,261.32,158.57,13.79,-3.59,0.46,2.43,52.09
Kore Digital,,KDL,Telecom - Services,Telecom - Infrastructure,183.60,58.36,220.76,493.81,72.86,14.75,14.49,4.56,1.69,,16.13,0.05,35.48,72.22,0.11,224.09,151.17,13.59,29.06,-0.14,0.00,0.10,71.20
Lagnam Spintex,,LAGNAM,Textiles & Apparels,Other Textile Products,68.84,40.77,121.63,583.78,66.81,11.44,10.81,9.19,1.01,-0.39,2.34,3.21,11.26,13.52,0.32,67.43,14.55,118.20,9.87,0.00,0.00,7.72,53.76
Lakshya Powertec,,LAKSHYA,Construction,Civil Construction,116.85,43.39,117.83,182.10,23.29,12.79,14.15,7.72,1.17,0.05,13.54,0.57,25.41,92.16,1.16,60.13,22.83,55.87,13.87,-1.44,-0.19,2.43,66.03
Laxmi Dental,544339,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies,263.05,40.53,1445.78,260.21,42.08,16.17,17.84,56.12,6.31,0.80,12.31,0.04,21.88,91.80,6.74,42.24,8.91,19.09,2.30,-2.45,-1.20,0.27,54.96
Magellanic Cloud,538891,MCLOUD,IT - Software,Computers - Software & Consulting,26.14,29.88,1539.82,636.17,211.53,33.25,34.26,14.36,2.64,0.28,12.17,0.47,22.23,180.08,4.68,293.79,39.80,18.55,9.77,0.00,0.04,1.57,75.20
Man Infra,533169,MANINFRA,Construction,Civil Construction,129.25,45.58,5217.39,867.78,244.55,28.18,27.13,19.22,2.39,2.03,14.42,0.01,17.49,1867.29,160.27,55.80,51.16,576.26,8.26,-0.09,0.93,0.08,50.82
Manoj Ceramic,544073,,Consumer Durables,Ceramics,103.00,51.42,141.18,179.73,24.48,13.62,13.76,11.55,1.00,0.10,7.31,0.45,16.23,139.71,0.23,99.55,16.61,58.93,12.53,0.00,2.82,2.39,54.91
Maxposure,,MAXPOSURE,Entertainment,Media & Entertainment,48.40,48.44,110.07,77.69,11.01,14.17,16.94,12.84,1.54,,9.76,0.12,12.87,27.13,0.77,21.70,4.47,0.95,10.30,-0.65,-0.91,0.81,52.99
Mehai Technology,540730,,Commercial Services & Supplies,Trading & Distributors,1.55,22.74,114.86,147.63,17.41,11.79,11.09,12.47,0.82,0.06,7.49,0.36,10.63,52.89,0.65,34.28,5.74,23.67,10.78,0.00,0.00,2.97,91.95
Meta Infotech,544441,,IT - Services,IT Enabled Services,112.70,33.31,212.79,218.82,25.11,11.48,11.48,15.80,2.92,0.22,23.82,0.44,42.60,44.02,-1.11,198.77,142.72,23.43,10.08,,,1.35,54.92
Monarch Surve.,544453,,Commercial Services & Supplies,Consulting Services,213.40,36.59,302.09,176.64,57.92,32.79,33.16,7.65,1.44,0.08,27.84,0.06,38.11,48.37,2.43,52.99,8.66,0.00,18.13,,,0.24,50.94
Network People,544396,NPST,IT - Services,IT Enabled Services,1381.80,28.55,2881.14,127.89,38.81,30.35,34.73,102.24,6.91,0.48,40.09,0.02,56.01,368.93,7.23,58.80,19.63,0.07,1.53,9.38,0.08,0.18,52.15
Newgen Software,540900,NEWGEN,IT - Software,Computers - Software & Consulting,850.15,43.69,12099.15,1532.45,392.92,25.64,25.30,36.80,7.56,1.56,16.52,0.03,22.50,1287.10,65.11,514.75,64.27,0.00,3.59,0.12,-1.52,0.12,52.74
Nisus Finance,544296,,Finance,Holding Company,280.60,41.48,670.02,172.19,77.83,45.20,65.21,14.92,2.97,0.08,28.55,1.19,33.26,191.18,3.11,303.07,183.92,248.60,8.15,-0.54,-0.22,3.69,50.89
Owais Metal,,OWAIS,Ferrous Metals,Ferro & Silica Manganese,276.85,28.77,503.38,230.90,66.74,28.90,30.93,9.98,3.68,,34.54,0.21,55.32,108.67,-2.02,116.08,21.13,45.25,12.41,-0.05,-0.02,0.43,77.38
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,107.47,60.98,132.24,98.42,13.48,13.70,19.31,13.65,1.24,1.25,11.38,0.00,13.62,44.92,3.38,17.63,9.02,5.28,13.41,0.00,0.00,0.00,51.15
PC Jeweller,534809,PCJEWELLER,Consumer Durables,"Gems, Jewellery And Watches",9.47,27.72,6940.08,2888.63,562.32,19.47,17.65,11.30,0.95,0.22,7.38,0.22,12.68,6502.94,197.72,1002.07,14.80,6913.32,8.80,-0.84,1.54,2.15,51.81
Prakash Pipes,542684,PPL,Industrial Products,Plastic Products - Industrial,243.62,43.37,582.70,759.86,85.02,11.19,15.56,10.98,1.27,0.52,15.49,0.03,20.50,319.07,5.07,88.63,41.48,76.80,21.75,0.00,-0.46,0.16,52.32
Premier Polyfilm,514354,PREMIERPOL,Industrial Products,Plastic Products - Industrial,40.83,43.01,427.66,272.69,41.32,15.15,14.29,16.28,3.24,0.42,17.57,0.00,24.45,69.94,0.00,34.05,9.55,31.53,8.59,0.00,-0.02,0.00,52.28
Pudumjee Paper,539785,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,95.55,35.34,907.25,787.35,111.25,14.13,15.43,9.91,1.44,0.36,12.18,0.02,16.74,311.89,28.23,78.26,65.18,143.40,13.93,0.00,-0.17,0.09,56.94
Rainbow Foundat.,531694,,Realty,"Residential, Commercial Projects",49.00,21.33,243.13,176.16,43.93,24.94,25.31,30.81,2.94,0.17,1.18,6.99,10.51,77.50,0.97,71.69,55.48,642.45,5.46,0.00,0.00,12.99,64.79
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products,62.16,29.76,1110.65,323.30,67.20,20.79,18.37,20.60,3.39,0.56,13.72,0.05,26.12,101.69,8.12,21.93,49.89,141.68,7.13,2.10,2.22,0.25,75.76
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",489.85,45.79,3261.11,565.18,61.03,10.80,10.80,45.11,2.43,,1.65,0.42,72.31,2674.02,2.12,103.10,520.26,2367.27,1.69,-1.84,-4.33,9.25,53.58
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products,710.55,30.59,217.92,151.89,17.93,11.80,16.82,20.85,1.71,1.16,8.49,0.42,17.37,74.03,11.94,7.97,22.77,63.33,10.20,0.00,0.00,1.94,67.63
RMC Switchgears,540358,,Electrical Equipment,Other Electrical Equipment,424.65,33.05,447.02,406.48,65.97,16.23,16.67,11.00,3.54,0.04,14.83,0.59,37.54,94.01,1.85,91.50,56.81,28.22,12.52,0.21,-0.22,1.16,62.42
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,Trading & Distributors,250.55,74.14,230.98,83.60,13.72,16.41,19.01,31.43,4.67,0.13,11.52,0.21,14.40,28.01,0.12,12.70,2.43,28.11,4.39,0.00,0.00,0.91,55.86
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,706.00,52.33,4447.63,4529.04,481.56,10.63,11.56,15.15,1.76,0.58,9.55,0.01,14.48,1651.09,-101.73,968.51,595.32,0.00,13.17,-0.67,-0.62,0.05,51.29
Sahana Systems,,SAHANA,IT - Services,IT Enabled Services,925.65,37.99,818.01,228.97,74.35,32.47,33.58,12.96,4.05,,22.79,0.07,30.52,156.48,5.85,72.23,25.65,1.99,9.58,0.04,-0.04,0.18,55.07
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment,80.85,46.26,194.98,133.07,17.08,12.84,14.22,17.53,1.65,0.19,11.33,0.04,16.12,101.77,1.37,41.99,14.53,61.61,9.12,-2.07,-0.21,0.27,68.78
Shradha Infrapr.,,SHRADHA,Realty,"Residential, Commercial Projects",40.06,42.80,324.48,110.26,31.41,28.49,26.77,16.45,2.03,0.11,5.41,1.15,12.73,198.07,10.88,46.80,11.86,240.37,8.27,0.00,0.00,4.83,55.04
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,426.50,37.18,547.52,106.47,36.71,34.48,36.10,26.79,3.57,1.40,12.53,0.24,17.01,63.74,4.35,24.57,9.51,22.14,5.42,0.00,0.00,1.21,55.11
Silicon Rental,543615,,Commercial Services & Supplies,Diversified Commercial Services,119.00,30.55,135.89,108.68,42.58,39.18,44.34,12.93,1.30,1.80,12.98,0.04,15.26,56.67,0.63,31.41,0.00,0.54,13.79,0.00,0.00,0.30,58.00
Stallion India,544342,STALLION,Chemicals & Petrochemicals,Industrial Gases,211.36,50.92,1676.62,452.75,62.93,13.90,12.64,37.39,5.28,2.45,12.12,0.00,15.17,284.40,1.85,107.80,26.12,116.73,3.99,-4.68,0.33,0.02,50.17
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,285.80,55.50,1034.15,860.63,91.00,10.57,10.72,24.76,1.96,0.76,7.77,0.32,12.28,203.30,23.11,94.13,61.30,145.32,6.15,-0.70,0.10,2.52,55.20
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",239.35,34.10,1143.46,583.36,190.23,32.61,36.91,12.34,1.19,0.22,6.53,0.57,13.98,1398.64,4.19,67.73,46.18,909.27,11.45,-0.52,-0.48,2.89,63.06
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects",37.82,66.05,655.86,66.58,26.29,39.49,39.83,32.45,7.99,0.75,6.81,0.79,16.75,107.45,2.01,14.48,22.01,142.57,3.80,0.00,0.00,2.39,72.97
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,615.35,37.94,688.55,202.71,121.27,59.82,57.19,18.61,1.59,-27.78,6.90,0.54,11.61,94.76,4.41,60.89,19.57,7.16,7.90,-0.08,-1.80,3.24,68.11
Swastika Investm,530585,,Capital Markets,Stockbroking & Allied,74.28,37.29,149.29,115.91,24.91,21.49,25.21,11.54,1.14,0.45,5.64,0.18,20.72,60.91,0.67,28.38,249.65,2.72,-35.97,0.00,0.00,0.97,65.04
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,296.15,49.81,8889.41,2225.20,355.78,15.99,16.24,35.90,6.61,0.24,12.75,0.27,23.45,814.58,53.37,527.05,320.01,632.40,4.18,-0.09,0.27,0.97,54.45
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products,94.85,66.79,172.23,254.32,28.91,11.37,11.26,10.52,1.54,,9.68,0.78,18.90,88.97,1.88,59.95,0.74,73.03,11.45,-0.61,-0.02,3.13,51.61
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting,366.30,56.02,633.01,119.00,29.45,24.75,24.53,32.60,9.35,0.20,12.09,0.26,21.96,69.84,0.73,51.06,10.04,2.31,4.57,-2.34,-0.18,0.61,78.07
Trust Fintech,,TRUST,IT - Software,Software Products,49.00,41.41,116.74,34.86,9.86,28.28,31.32,14.34,1.02,0.16,10.55,0.00,11.57,69.88,4.07,20.23,1.50,0.77,10.13,-0.71,-0.01,0.00,72.63
Tuticorin Alkali,506808,,Chemicals & Petrochemicals,Commodity Chemicals,51.00,39.96,621.36,318.90,70.52,22.11,20.06,19.68,3.87,0.40,9.44,0.59,40.21,-90.54,3.39,19.98,87.75,69.93,9.18,0.00,0.08,1.43,52.65
Twamev Constr.,532738,TICL,Construction,Civil Construction,23.22,28.82,359.91,88.91,30.16,33.92,33.14,3.56,1.17,0.02,14.59,1.14,36.37,-184.68,35.52,48.65,13.46,33.18,15.40,-0.01,0.00,3.24,60.80
Upsurge Invest.,531390,,Finance,Non Banking Financial Company (NBFC),63.88,25.98,128.22,99.66,12.70,12.74,17.58,11.99,1.14,0.64,19.53,0.23,20.45,64.89,2.20,0.17,0.00,32.89,11.91,0.00,0.00,1.75,68.18
Urban Enviro,,URBAN,Other Utilities,Waste Management,150.00,46.58,129.90,155.77,25.69,16.49,17.76,11.08,3.17,0.13,13.12,0.71,38.31,36.95,0.65,52.25,5.23,0.00,11.90,0.00,-0.02,1.55,56.75
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,582.00,40.01,14141.03,1423.06,639.31,44.93,46.35,36.69,8.22,4.90,14.35,0.27,22.26,990.30,90.20,643.38,59.97,186.48,3.90,-0.15,-0.12,0.81,55.32
Vertoz,,VERTOZ,Media,Advertising & Media Agencies,74.55,57.52,635.39,274.13,41.09,14.99,15.00,23.20,2.77,0.40,10.65,0.08,13.99,108.61,6.36,56.03,37.23,0.00,5.16,0.00,-0.62,0.55,51.02
Websol Energy,517498,WEBELSOLAR,Electrical Equipment,Other Electrical Equipment,93.93,44.22,4078.10,707.27,321.77,45.49,43.99,20.06,10.42,0.13,35.66,0.41,80.17,45.96,6.91,15.59,63.93,92.66,6.73,-0.18,1.08,0.56,50.33
Wendt India,505412,WENDT,Industrial Products,Abrasives & Bearings,8016.50,44.91,1603.30,237.75,43.33,18.23,22.73,58.11,6.45,5.85,12.37,0.00,15.11,134.84,7.03,51.93,24.28,45.31,2.38,0.46,-0.54,0.01,53.93
Winsol Engineers,,WINSOL,Construction,Civil Construction,158.30,39.20,182.60,134.88,19.23,14.26,15.26,15.08,3.28,0.13,18.35,0.54,34.46,40.35,0.08,40.31,15.73,36.17,8.90,0.00,-0.03,1.59,50.53
