Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,120.00,52.21,190.92,75.39,19.62,26.02,30.64,21.89,2.32,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.42,0.32,-1.46,0.00,64.66
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,216.50,49.02,437.20,138.34,30.32,21.92,21.99,14.40,2.81,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.62,0.00,-0.90,0.01,58.99
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,55.78,34.06,349.25,63.57,7.83,12.32,9.09,71.13,7.03,1.50,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.64,0.00,0.00,0.53,58.80
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,561.45,22.81,694.10,202.86,38.80,19.13,32.27,25.46,6.12,0.13,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.52,0.00,0.00,0.00,51.09
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),400.00,46.60,149.31,26.12,10.73,41.08,42.33,22.97,2.09,-1.36,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.06,0.00,0.08,1.79,54.42
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,119.60,31.48,202.91,61.20,15.64,25.56,11.49,15.84,4.84,0.09,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,8.46,-0.01,0.00,0.00,68.34
Atmastco Ltd,,ATMASTCO,INE05DH01017,Construction,Civil Construction,140.00,44.93,346.29,272.00,39.93,14.68,15.37,20.17,2.48,0.24,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,8.91,-0.36,0.00,2.38,53.46
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,107.60,27.65,268.78,369.67,74.84,20.25,20.28,6.18,1.69,0.06,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,18.34,0.10,-0.03,2.46,54.93
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,87.58,35.16,383.02,95.04,21.23,22.34,20.29,27.28,5.10,0.93,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.29,0.00,0.00,0.77,53.46
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,113.40,44.81,148.25,170.36,21.49,12.61,15.24,11.99,1.03,0.41,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.11,0.00,0.00,3.00,52.71
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,21.33,42.08,179.07,342.28,163.37,47.73,20.63,1.00,0.43,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,123.72,0.00,0.00,2.34,56.26
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,483.75,29.49,8391.39,1179.07,439.93,37.31,36.67,23.81,6.68,1.31,24.16,0.02,30.24,748.98,57.99,311.83,40.65,196.79,5.80,1.02,-0.69,0.04,52.95
Bodhi Tree,543767,BTML,INE0EEJ01023,Entertainment,Digital Entertainment,7.88,41.98,142.23,98.60,12.41,12.59,10.48,21.20,1.77,1.44,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,8.04,-0.01,0.06,1.96,55.63
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,443.80,36.35,753.06,137.99,57.18,41.44,36.01,17.61,3.34,0.12,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.32,-1.86,-0.06,0.82,50.02
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,109.00,52.92,266.25,102.21,26.33,25.76,29.80,9.89,1.55,0.77,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.19,-0.87,-1.50,0.00,60.22
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,117.85,34.22,142.59,193.38,26.80,13.86,16.12,7.49,1.18,0.12,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,27.41,,,0.05,55.02
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,75.67,31.22,135.73,35.27,6.43,18.23,19.83,18.05,1.36,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,15.49,0.05,0.00,0.00,65.29
Chetana Educa.,,CHETANA,INE0U1T01012,Printing & Publication,Printing & Publication,49.25,36.78,100.47,102.93,19.42,18.87,22.72,7.82,1.14,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,17.77,-1.40,0.94,0.26,61.82
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,425.95,10.65,16295.45,2252.45,579.88,25.74,31.34,47.44,4.30,-2.93,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.85,9.41,-0.72,0.95,67.93
Credo Brands,544058,MUFTI,INE220Q01020,Retailing,Speciality Retail,93.96,34.81,614.22,592.40,167.91,28.34,29.29,10.72,1.48,0.40,9.36,0.58,18.41,303.28,7.88,269.01,22.75,105.25,12.29,-1.29,-0.04,2.36,50.29
Crown Lifters,,CROWN,INE491V01019,Industrial Manufacturing,Industrial Products,115.76,27.49,129.92,39.44,22.92,58.11,58.49,11.99,1.77,0.07,6.79,0.67,19.96,-33.96,2.76,12.38,59.77,0.00,12.53,0.00,0.00,2.65,50.10
Cybertech Sys.,532173,CYBERTECH,INE214A01019,IT - Software,Computers - Software & Consulting,134.69,34.51,419.30,237.04,25.55,10.78,13.47,11.82,2.18,0.73,12.15,0.02,14.94,156.56,25.41,18.72,26.36,0.00,15.49,0.00,0.01,0.08,50.99
Danlaw Tech.,532329,,INE310B01013,Industrial Manufacturing,Industrial Products,786.40,51.17,383.03,237.35,34.83,14.67,14.74,19.25,4.47,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.43,0.00,0.00,1.09,51.43
