Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,126.0,53.18,283.53,77.23,21.92,28.38,26.49,16.06,2.96,0.18,35.51,0.01,47.28,75.9,2.58,44.68,7.37,0.0,10.37,-1.57,-0.84,0.03,55.32
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,180.0,57.74,363.48,138.05,29.53,21.39,21.99,12.02,2.34,0.26,18.15,0.0,22.39,136.31,11.92,19.01,8.19,0.0,18.36,0.0,-0.9,0.01,62.15
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,63.0,75.21,394.46,52.43,8.54,16.29,9.09,78.27,7.94,1.65,10.42,0.1,11.49,45.54,1.87,15.13,8.85,2.29,2.51,0.0,0.0,0.5,50.02
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,118.0,49.87,326.51,108.21,33.32,30.79,11.49,12.8,7.5,0.07,10.06,0.0,17.78,40.55,1.47,49.72,48.37,4.95,10.64,0.0,0.0,0.0,68.77
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,379.0,40.87,131.94,96.93,27.5,28.37,28.79,13.55,2.46,0.34,10.0,0.34,19.99,3.26,1.28,18.24,4.98,0.0,10.92,0.0,0.0,1.16,63.24
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,106.0,59.28,264.77,369.67,74.84,20.25,20.28,6.08,1.66,0.06,12.64,1.14,30.2,79.37,4.14,85.02,20.02,81.79,18.68,0.1,-0.03,2.46,51.38
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,234.25,59.45,591.83,417.47,84.91,20.34,21.3,10.89,1.91,0.04,21.82,0.21,24.79,250.68,-2.26,112.05,9.89,0.0,14.5,-0.75,0.11,0.84,54.05
Bemco Hydraulics,522650.0,,INE142E01022,Industrial Manufacturing,Industrial Products,88.01,61.31,384.94,98.56,21.94,22.26,20.29,26.13,5.15,0.89,9.71,0.21,19.89,20.5,1.27,26.86,16.54,29.84,5.46,0.0,0.0,0.74,53.24
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,88.5,49.98,115.7,170.36,21.49,12.61,15.24,9.37,0.81,0.32,6.34,0.44,11.7,109.44,0.7,41.0,31.61,145.07,12.21,0.0,0.0,3.0,63.09
Bhadora Indust.,,BHADORA,INE0ZRC01017,Industrial Products,Cables - Electricals,63.1,57.42,117.36,111.27,16.03,14.41,15.52,11.55,1.57,0.05,28.92,0.13,69.41,69.4,0.66,32.02,5.89,16.0,13.98,0.03,-1.09,0.62,51.03
Blue Jet Health,544009.0,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,416.6,60.73,7226.56,1053.1,362.8,34.45,36.67,24.63,5.76,1.36,24.16,0.02,30.24,748.98,57.96,311.83,40.65,196.79,5.77,-0.14,-0.25,0.05,59.48
